,strain,stest,rtrain,rtest,gtrain,gtest,ctrain,ctest
0,,0.013778973679604114,,0.0507447165135443,,0.22444420466915288,,0.12998004836517035
1,,0.007089631175777283,,0.020718176824548625,,0.38831763266643216,,0.30865163986064953
2,,0.00800855344880444,,0.04292713236541147,,1.055128837241853,,0.7856580521307676
3,,0.008735436428255562,,0.010254571037643274,,0.17631788734790765,,0.12736658773964296
4,,0.015015895110585228,,0.03941171550485641,,0.6211981078823389,,0.5336412271377923
5,,0.01021628516858719,,0.019778497528070347,,0.6406719635162412,,0.5304090347540187
6,,0.006046135442295322,,0.026904584187195806,,0.5779219591090317,,0.4342783945819327
7,,0.004350009662518787,,0.015358221127221535,,0.9451545925989637,,0.6261409655020791
8,,0.010798584099623917,,0.013870100587568128,,0.227239177430098,,0.1332791620307119
9,,0.010857637150303218,,0.008683439142137712,,0.5899037076117611,,0.25015018226660124
10,,0.00585332568898166,,0.006656232304633842,,0.1250277500359784,,0.06372033988453574
11,,0.009730583377770694,,0.026441635317887645,,0.8378063661076514,,0.403591403460915
12,,0.007500587272416847,,0.02882924962929422,,0.6761889263650248,,0.6055039065932396
13,,0.007158965084553398,,0.011107424127955332,,0.6431597561928244,,0.27997760018519846
14,,0.006837515378947417,,0.020289569470358614,,0.023952635191405485,,0.009071885679195634
15,,0.022450363156531313,,0.0197538519876454,,0.7395137912927732,,0.6176265066203099
16,,0.008506635717949913,,0.017478582629846307,,0.7673987991007784,,0.47160661944580473
17,,0.00953703886125943,,0.027438729315095334,,0.3795575233212513,,0.2710426592302288
18,,0.007764557393573048,,0.01467275258473892,,0.552189860759441,,0.3160945404732263
19,,0.00850004903475107,,0.029128786961195453,,0.17050757302630995,,0.11336253265266183
20,,0.010015104418605982,,0.01158196171732735,,0.06499434931675943,,0.042395613128410975
21,,0.00835526124725735,,0.009863815825336237,,0.35366793143695274,,0.17067294268587307
22,,0.010618991135133787,,0.02242037237832366,,0.4881912040064487,,0.42234187275273777
23,,0.009339437477952024,,0.012392786035029054,,0.2025994812704413,,0.11877016551695291
24,,0.010052945343393812,,0.012672126422663537,,0.4256562027380018,,0.2519719245800095
25,,0.012410247893313568,,0.028909068889214434,,0.11576769534369512,,0.05619339635402106
26,,0.00949379913626005,,0.024639060295356553,,0.4812002608040232,,0.4119447377919629
27,,0.015385173457619493,,0.012443801535469312,,0.3664447360186965,,0.2589090866793106
28,,0.012125010919383911,,0.016423300555513276,,0.35098104782587597,,0.22545951462413982
29,,0.012700126135936326,,0.013243586920699204,,0.5403343394123327,,0.3970253909033047
30,,0.009955025659960847,,0.023642697566942688,,0.5583345550298169,,0.3038797431199505
31,,0.006220546515441367,,0.017474771803716132,,0.8995575632880118,,0.6921347757209546
32,,0.012072191289865709,,0.010566893337586694,,0.4625078456526339,,0.17978551922787267
33,,0.007206674287023481,,0.020060370820347236,,1.0315372119606934,,0.5423779395352405
34,,0.006348166774530204,,0.07434160450221215,,0.7212393326100286,,0.5252551667400227
35,,0.007880388510974326,,0.017087541996704547,,0.5865903418577771,,0.4233079160895253
36,,0.013208635554181655,,0.022763104571492977,,0.5996545630281965,,0.5175005828546486
37,,0.011366977153619609,,0.07275254370500697,,0.23598380606211133,,0.09765736825845164
38,,0.008465629429228447,,0.03971028057048332,,0.4344664268482331,,0.3604076433804189
39,,0.00813673039968874,,0.027655787537528675,,0.39832920951873996,,0.2977768187460499
40,,0.013199313663454702,,0.05112054377318109,,0.5349467995972436,,0.3037281095128966
41,,0.010107319116271536,,0.028569929531507103,,0.3650130823396978,,0.2473615919111161
42,,0.015595443318450622,,0.08432039655863735,,0.2291758973886291,,0.10510556983510094
43,,0.008306693685321057,,0.02306054631272962,,0.013447688050501623,,0.014746047836873347
44,,0.009110365626549615,,0.010144417540062432,,0.6584422624623366,,0.34182285524474637
45,,0.007891223972493297,,0.020946776195639075,,0.006737741302644984,,0.006594252785307621
46,,0.014815237483839888,,0.015016674977608524,,0.44734365383802077,,0.27747092091102626
47,,0.01075048965953251,,0.023311434768571903,,0.31086792679301223,,0.23888057151646228
48,,0.011202094181790528,,0.017079943073409248,,0.24736567008143254,,0.1641185948162176
49,,0.010843915034570259,,0.01291233280270157,,0.31819476243971984,,0.22532616635010283
