,strain,stest,rtrain,rtest,gtrain,gtest,ctrain,ctest
0,,0.02193113569799366,,0.09705300579158814,,0.31318581477533375,,0.146186333855869
1,,0.022989019419865916,,0.06130712072940044,,0.03609369240630798,,0.023461750934371847
2,,0.012676155012748418,,0.1433179096209581,,0.035778563584292135,,0.02088141603892792
3,,0.017653530310142673,,0.09119843639008025,,0.2122683159513588,,0.14467380754399442
4,,0.01830177550878418,,0.19271552626040034,,0.12141474027689825,,0.0783073239589248
5,,0.018442883870619327,,0.030690785999809612,,0.09500102291758239,,0.05696402740909554
6,,0.018617321435022236,,0.07044768102238574,,0.08726694590759182,,0.06719421492842778
7,,0.015068339215285801,,0.05080239867980328,,0.01347923194116015,,0.010097608883557738
8,,0.007883368055574835,,0.029396421512298623,,0.06919736923899641,,0.047637845923192694
9,,0.016400111439388774,,0.04243703244581975,,0.0177970206591566,,0.0169940037546728
10,,0.016526498700068542,,0.2221388703462924,,0.1377967881952528,,0.061176888740553687
11,,0.008376172232693256,,0.03701187476006218,,0.06025947825182958,,0.029681402665583986
12,,0.019847774737006506,,0.10871710649568204,,0.1485424871039873,,0.10921856611311137
13,,0.012984635486053175,,0.08234635730175244,,0.05969523283199854,,0.047308415696166804
14,,0.011718392739447464,,0.028777376518494394,,0.17511076972173684,,0.09742242499731753
15,,0.009616554984892613,,0.3215101182791692,,0.04985718397074771,,0.029309436481371097
16,,0.01809734904294386,,0.2103007926927146,,0.0643324331874321,,0.046541268473395084
17,,0.022838330560610975,,0.10077688021832064,,0.19926964202508365,,0.09851228711352672
18,,0.018697187157518246,,0.1022849787867504,,0.39723313760035395,,0.22210133415206526
19,,0.013321548838640963,,0.290527687068117,,0.36621930808102215,,0.18806450609519101
20,,0.023904498973114908,,0.5055004890148692,,0.13706141057158047,,0.08058430813769908
21,,0.018816138487012544,,0.09471195967484682,,0.07012368400179525,,0.08588566860671644
22,,0.025002315871804202,,0.03517809091278964,,0.19250676886388704,,0.13967098515518042
23,,0.012800831587904342,,0.018620346807729896,,0.1811659057703438,,0.07509527083517839
24,,0.02093738387241952,,0.043412147567221504,,0.4640907871978605,,0.28401548435280327
25,,0.021589056593631716,,0.039164546976197624,,0.06613648695763089,,0.04320129516246304
26,,0.02201462812697862,,0.031270068832026876,,0.09909382966393974,,0.0661032745645444
27,,0.010229290693368195,,0.015970431920581247,,0.017876759464219436,,0.009086630509589532
28,,0.01980167546274439,,0.0343657122192911,,0.1416515267393326,,0.10738387868704218
29,,0.018348740191345685,,0.017687998194966383,,0.033045671244019054,,0.031097252548802124
30,,0.009718187962520424,,0.04355986779299477,,0.010307190202907345,,0.010908238605014227
31,,0.008347199801089151,,0.031812416543992944,,0.3624864123819764,,0.25799600064080946
32,,0.014312117881593136,,0.024236386353443048,,0.25534692293957223,,0.2211884687098668
33,,0.012881975014455206,,0.07026239668741802,,0.020069524770564087,,0.01682005475688003
34,,0.015758877218707057,,0.08778728549459622,,0.3394722170918684,,0.1888074458505861
35,,0.016230294389088573,,0.0955367346693889,,0.19330931167897028,,0.09760675936397949
36,,0.014593976680607754,,0.023288592496789908,,0.29231213762655367,,0.1867249265420567
37,,0.010666169786168024,,0.03919563472554817,,0.19184693712882142,,0.12955070200215163
38,,0.015058801520694037,,0.0495354892735323,,0.2583387249568771,,0.15721385443915298
39,,0.017623427270786893,,0.09674575628502173,,0.12877347306094217,,0.07960091206148176
40,,0.012855060767383865,,0.04744403992434321,,0.06526057721848794,,0.04701434236817977
41,,0.011927503491296652,,0.05002732343412867,,0.21550000026209096,,0.1320978523858791
42,,0.031104990660954707,,0.2026696801753697,,0.1516990808606593,,0.07218856002686055
43,,0.012569803280856915,,0.0625277042474,,0.20206056043689213,,0.08679550208680833
44,,0.024987184129170042,,0.05556544217805444,,0.0958426800482762,,0.08507169707570415
45,,0.01847361593601113,,0.05723440078866843,,0.19238478678989973,,0.14565524875866834
46,,0.011286571140655986,,0.08073061995544563,,0.032476678159256235,,0.03165723659013969
47,,0.005151267986137669,,0.05708573920177419,,0.014506989300901232,,0.007391395348759364
48,,0.019840088723250632,,0.22232663349201595,,0.022451214473857988,,0.021442653820390376
49,,0.023984572049451827,,0.08274372850312872,,0.12528729638381458,,0.0671882435413446
