,heart,chest,blood
0,0.47179003206855646,1.111486305921338,0.1038928382413762
1,0.4558471609671573,1.0724288765643064,0.10298626935450622
2,0.4663036789528715,1.051010733909995,0.10202319591835636
3,0.4403843489064988,1.0377293685237086,0.10238561405400975
4,0.46169515613113454,1.1014257099800437,0.1110443177595487
5,0.4536813629858187,1.0735841264177794,0.10180072078241373
6,0.4417203161150546,1.0560366596324218,0.10170142910971072
7,0.44779479542328793,1.024764930577877,0.10634079521881186
8,0.45343769211645396,0.9719925836590573,0.1119337982991499
9,0.4650379300780042,1.0389149340680228,0.10831932144146438
10,0.45401731222530567,1.0658443233185604,0.10602460122590902
11,0.45368098926984185,1.0816734096158804,0.10487411008532468
12,0.49345814839874874,1.0793023948652696,0.10498605521641893
13,0.46999541563976555,1.0708745565537128,0.09702148378881488
14,0.44802707441954065,1.0485608032850948,0.10399825277259694
15,0.46369404442765255,1.0918844274692818,0.10086531345735102
16,0.44119630530602544,1.0364955026625118,0.10324957783983833
17,0.4531343802987889,1.093255018672776,0.1043217593151872
18,0.5314061180669519,1.0714759858877758,0.10204065259545834
19,0.45030397428406993,1.0498892356436649,0.10209176720732528
20,0.4573641962364164,1.0181578163520142,0.10282788124818361
21,0.5696308032173484,1.051564949664627,0.10540385059979962
22,0.46355833074167874,1.0888777777251246,0.10159402446059555
23,0.47310735186691394,1.0712365450945882,0.10515476091238864
24,0.44849667868993215,1.072830152252631,0.10425699591211349
25,0.46836234960777084,1.0186672429243888,0.09872305623946255
26,0.47900679244936833,1.0790363126514497,0.10580254084300238
27,0.5130896993368288,1.0676602375033586,0.10603880817899197
28,0.45705350502593456,1.053679888731305,0.10191403566334918
29,0.4402087192123058,1.0542200333121687,0.10067328697302363
30,0.510820009104211,1.0860537239605321,0.10028614404683908
31,0.44519854404222464,1.029187490204625,0.10462089668357337
32,0.44716759853253296,1.0459448902909396,0.1018847705307861
33,0.45638064412134033,1.0395358732919568,0.10563937313699058
34,0.4683796950591958,1.06654444966942,0.09946249219458293
35,0.4476620100773549,1.0659064823006486,0.09846920499301402
36,0.4608848138274478,1.0579085278062073,0.10269588255101753
37,0.45660668612015626,1.060642464143347,0.10362306778546912
38,0.4593858743295996,1.0696262181583582,0.10445091850799992
39,0.49026279593482464,1.0536067654467132,0.10442836387859127
40,0.48743847830975734,1.0347674416531734,0.10189460272752296
41,0.4636518479468127,1.0630717184356968,0.10439908336966229
42,0.4673620682447263,1.0361748591560722,0.10862417572312626
43,0.46996450270162493,1.0726492625301476,0.10327837091142995
44,0.5383593261620963,1.0174246602255688,0.11048735622609152
45,0.4630560659117692,1.0598673693009788,0.10106768237102838
46,0.4619938521864497,1.0980064018951998,0.10404348169313361
47,0.4841165849284731,1.0419936215515717,0.10948066385305404
48,0.45629041141011023,1.015122994583179,0.109067790652477
49,0.5323624626221122,1.0620648105737336,0.10259395504644815
