,bucket,ring,lattice
0,0.24103192535342044,0.6012037143730328,0.05207239019215744
1,0.1561372823753532,0.0009254640257737856,0.0018293553096458046
2,0.19860383371009138,0.00837951343624408,0.04608888024783552
3,0.19136400635760048,0.0018763906854119743,0.037627766591825026
4,0.25214440568769025,0.0008809028719514164,0.08135521118411708
5,0.32213763054692524,0.007089065908963602,0.01363564994451973
6,0.2573723177860667,0.0020779024787940924,0.035548609558199884
7,0.3402328170006864,0.061517341171550534,0.00478334881437987
8,0.24297602461169723,0.0007431557964124334,0.0400117489258517
9,0.23885434021507823,0.5029761305856135,0.031034209738132073
10,0.32927187994702956,0.001564492014422978,0.04584152930047516
11,0.18755291139435779,0.0007686246258226903,0.4299638017233993
12,0.31947868022095777,0.0008598762164781662,0.2945349684461323
13,0.2841160060371545,0.0031258873052609345,0.018909508474574805
14,0.17416105950269511,0.0032593108459100096,0.030557935244233277
15,0.14871866237076536,0.005727626071454137,0.04963500381649417
16,0.14641565766796977,0.003273438406682176,0.004493768379002099
17,0.209757089630272,0.001111690550436608,0.06374329999442835
18,0.29002833631486274,0.002097877961889379,0.08297030738730646
19,0.18235382472649928,0.0016136925511893432,0.06154236446563417
20,0.13864647845726516,0.001410727723483258,0.03209367422300928
21,0.1885738963984332,0.0015564051742793165,0.017493680798818707
22,0.30605482185030397,0.0464730680065452,0.035776003645595605
23,0.23989795862952767,0.0037585011520039364,0.03301033051718049
24,0.27624549417732897,0.0019034769625029242,0.013483127723849915
25,0.31901701283879025,0.0013425226979450692,0.01741706036872154
26,0.3213371551413573,0.004678612811824531,0.006506395367372743
27,0.1444477182462571,0.0031917188126708343,0.013533805677610035
28,0.17705590692570866,0.002912868868141645,0.01296751175983453
29,0.19935175649179993,0.005405228086253821,0.02311275374220647
30,0.21319477228357933,0.004032341905037578,0.15741447070160747
31,0.28016331901004166,0.0011176432996289447,0.017497511430131892
32,0.2270221975693683,0.0011139080061957122,0.006658488811775979
33,0.13779482394477538,0.0027837777248841595,0.0035596066698542293
34,0.1760798123642154,0.002795337538904323,0.018389271930413047
35,0.3421992199707691,0.0015539718101036445,0.009238258871276859
36,0.15799533976480212,0.0015938960024089411,0.002960723016585456
37,0.24063877654158533,0.0027418504568265632,0.005173624735501819
38,0.31072045293421713,0.0012283998349362987,0.0026568374874737376
39,0.2391420866803773,0.0013600115586863682,0.02539542564025283
40,0.26303570364085116,0.002454338694822447,0.019356173200174527
41,0.2957086562861688,0.002011204843930276,0.0024372232682371526
42,0.14014148714233382,0.0033474300776820923,0.05512213153053876
43,0.18886713244184497,0.0013678421956306965,0.006808029730249286
44,0.26798508164664503,0.0025800500908364347,0.007645956236485479
45,0.22835603382378988,0.0048314402184592795,0.01027613207090734
46,0.29702432059460804,0.0036991701945105764,0.014023172375399424
47,0.239734051713297,0.0013455078225540174,0.04026746044871082
48,0.2562050787558405,4.329925869204213,0.020436046864855298
49,0.2018857341426402,0.02605275030349324,0.02005641137656176
