,rlb,rbl
0,0.0007941897510649724,0.0009698800152481537
1,0.0013520024431598167,0.0014148507207211085
2,0.0007480173424766935,0.0007349992434166206
3,0.0008201235021351676,0.0007862871821574419
4,0.0008148462077138467,0.0008441411276768536
5,0.0008861490824146103,0.000750434893040113
6,0.0015701139510946103,0.0015286145319336056
7,0.0008484060841505814,0.0008779735768824968
8,0.0008875004700875711,0.0008196893426292888
9,0.0010427945917798733,0.001023166992172636
10,0.0008151049583630064,0.0008054853597370362
11,0.0011112252641599836,0.0010917428207259262
12,0.0008385981162587925,0.0007748182517267226
13,0.0007743467638898616,0.0008034996281141922
14,0.0007872986180405386,0.0007367161323450631
15,0.0007844945238116534,0.0010155745621391228
16,0.0011445725807693288,0.0016775544877589423
17,0.0010909353585098857,0.0009405518167351621
18,0.0008934458361031481,0.0010532519734984796
19,0.000934613256364254,0.0008967601278131541
20,0.0009888320528920105,0.0023952435615388116
21,0.0011219021930326963,0.0009244542222175726
22,0.001534321272526356,0.0018759216237597097
23,0.0011351271127697344,0.002633592647205629
24,0.00331024075914312,0.0024009828661511108
25,0.0010425668693378638,0.0013153673750218079
26,0.0010651121825065843,0.0012195045798086518
27,0.0014758639974574226,0.0011427833278958878
28,0.000933468715882933,0.0008109553015311737
29,0.0011206398404096701,0.00129699372701981
30,0.002141278780226997,0.002381849627585685
31,0.001013717061694624,0.0011272549421498727
32,0.000969736260161229,0.00113030643764222
33,0.0009735927809789419,0.0010197176613418843
34,0.0007565411323234597,0.0007641361000070335
35,0.00086190196876394,0.000937325221352112
36,0.0008730841985880496,0.0011353443191582135
37,0.0009334820638936615,0.0007647633581657988
38,0.0008781484581778202,0.0008813332305699406
39,0.0010189397705940206,0.0008755130259402566
40,0.0011789871112082243,0.0013590326009561265
41,0.0009016142675913985,0.0009266261525782315
42,0.0008056234524883631,0.0008329570648905545
43,0.0007500026036125752,0.0007948968527899916
44,0.0009243626460126528,0.001042552560439307
45,0.0010111716126274357,0.001153698678979441
46,0.0007849438374032066,0.0007838736556884244
47,0.000867299924061821,0.0008875162882593419
48,0.0011064961166687467,0.0007742118057993618
49,0.0011303262533042904,0.005336699798378941
