,rlb,rbl
0,0.6051051582861476,0.43932662928521893
1,0.6160910308002745,0.42756700312078166
2,0.649164240356766,0.5315730500833089
3,0.6375781364751425,0.4464182491999999
4,0.6015926291492805,0.3892400353623967
5,0.5794334643372334,0.47735311039379436
6,0.6004254376948054,0.39727535197295427
7,0.6213074064376121,0.5258365169012776
8,0.6291566331498698,0.4624839560082871
9,0.6543516332479787,0.5273317154528994
10,0.6038108678842746,0.47129617901819754
11,0.6451843064369245,0.4883563899054365
12,0.6159463169750499,0.5118192978782671
13,0.6421761445689044,0.6913815070983632
14,0.669454969435367,0.4519106243030294
15,0.5538795014769254,0.39515674307236687
16,0.4384596913160565,0.4621362305424846
17,0.46727679123189564,0.45655247996502485
18,0.6251742510817797,0.411478595934497
19,0.49531780763740485,0.48028482750504153
20,0.7159360936615461,0.46069314334512557
21,0.6542808917647533,0.8227882305056655
22,0.5566358480435909,0.46647399239222986
23,0.5848735536484485,0.4401089247810319
24,0.6433287282818859,0.419409395005391
25,0.6074613677719671,0.5167819685665933
26,0.5897641868163667,0.5482251961774277
27,0.5719179233860406,0.362736677933387
28,0.6277676691892738,0.3939188535377849
29,0.5886436236727025,0.3924831479959156
30,0.4399538789433168,0.47331653877618607
31,0.5924861995065923,0.43784076235335523
32,0.5715443471581562,0.35947186530035713
33,0.6208102189242131,0.4731247220674133
34,0.6108997777184059,0.42506366819015307
35,0.6091136059210716,0.46058618296989834
36,0.6836585717984124,0.37507536569976535
37,0.7386945394823192,0.38320358222811024
38,0.6579433495230743,0.3972316894109271
39,0.7770189624774299,0.3690874005189705
40,0.6203377506986523,0.3974124478707162
41,0.6453592755906974,0.45424499263710527
42,0.38978352666404054,0.432029254312414
43,0.6251314078272019,0.4478169462321215
44,0.6128409523211125,0.4547599964301224
45,0.7202584568315757,0.451427443299268
46,0.6197775303866997,0.4546557015558982
47,0.4725676902316628,0.4268877078509038
48,0.6394325205739213,0.5192779607568605
49,0.6539470095231537,0.3755724799567709
