,bucket,ring,lattice
0,0.2617090663593401,0.6247712061669102,0.5254540253554323
1,0.14246352354993427,0.6235104494362703,0.07125327029985036
2,0.256261703428013,0.6353327416749274,0.07303351251360081
3,0.32232001862594367,0.6405910183054522,0.4536527093328444
4,0.31661365222854626,0.6324642295596159,0.09581404470669778
5,0.24133911394995716,0.6255555119524898,0.4010012009082567
6,0.15050711262156463,0.637306761144703,0.26940232788211643
7,0.34652192757436107,0.6383151961502511,0.46371949078771796
8,0.38724444250708506,0.631278158610625,0.6167531985010318
9,0.39602461487061424,0.6418786637694618,0.5404104536919588
10,0.44883982077599205,0.6624609593806545,0.2080054785642086
11,0.20739702633596402,0.6343319662382035,0.5157509263283415
12,0.38349538607391126,0.6292828205462873,0.41708883330794116
13,0.40565054911601534,0.6238274782362317,0.5318269810374392
14,0.2706342535602161,0.6384162765000203,0.355269854733662
15,0.15704204445308467,0.6319692995455696,0.1117005962103336
16,0.18899151536684922,0.6333083295823617,0.17686469297236762
17,0.3187794212810757,0.6376346822021913,0.5637617559134787
18,0.35923545248468897,0.6439338546397708,0.618050258950184
19,0.10824704327294171,0.6332078362263759,0.5506773735883241
20,0.27401497239520933,0.6438023489137938,0.29758071308620015
21,0.30158990550255316,0.6387598704728739,0.23914631926208313
22,0.3640871571649442,0.6397728016930454,0.3856824691634368
23,0.3946245207155292,0.6354513137591038,0.14489431183522314
24,0.3745556198664891,0.62369009816129,0.5181419801180713
25,0.35561288599304963,0.6497559942174903,0.5798475116747938
26,0.35211111359841846,0.604271427233225,0.13702899312397734
27,0.22625633443659876,0.6794128671209113,0.33809211335699774
28,0.3193714448630594,0.6503290035349704,0.3229232244889033
29,0.3585403601808576,0.62871800749141,0.1610810523863888
30,0.16108353791314917,0.6395165049564528,0.6154727160930256
31,0.30787559953936733,0.6360573310980933,0.3842264381125477
32,0.33487773140282956,0.6453120370568978,0.24813189382481984
33,0.2155714072693016,0.6566021281377525,0.43260417913380994
34,0.2557191588683851,0.6446755298862417,0.4339498797476516
35,0.4628110485503499,0.6314813511733368,0.2179622595685442
36,0.2603774402194552,0.6336026750151061,0.07958115975927618
37,0.31815652365254865,0.6239475604575325,0.16073692180999813
38,0.38839099493685614,0.634077812715967,0.40465709742449457
39,0.3820082557051699,0.6291517194559479,0.1657225548771743
40,0.3247892159661062,0.6395156566140154,0.33391706206288274
41,0.2871932996213275,0.6358929015457131,0.28271459725715287
42,0.039885803278021166,0.6720640109656095,0.22419579958663108
43,0.33020202109250246,0.6384753580182184,0.25690655787501776
44,0.35855381601286274,0.6421901873833052,0.2786543087119526
45,0.24005329831469893,0.6379022702490171,0.21977442549036696
46,0.30919664210590325,0.6292705254216339,0.6267993674792415
47,0.08235755643032668,0.6231837485820949,0.3144757271564235
48,0.3796282358048046,0.6293898637128107,0.4078323918313111
49,0.23877508479892995,0.627446508209833,0.5474439767031538
