,rlb,rbl
0,0.31787581381576474,0.03951638096354708
1,0.1571774869375439,0.0360260025706168
2,0.30588088367341243,0.043754181098008785
3,0.46158038810287166,0.05218461465252729
4,0.31852638078795276,0.04244247959474651
5,0.28466608357362944,0.05609180460304722
6,0.33072541264993355,0.03845961245938046
7,0.46571806275677824,0.07714477536715318
8,0.21346105452116043,0.05663360017787833
9,0.37477214567407113,0.07787139845299203
10,0.27988173112090636,0.07694241626149813
11,0.3163529072819115,0.08743461579534142
12,0.3227982476810972,0.03072008550211324
13,0.39328263376716854,0.1456592291204477
14,0.3423669025721428,0.03302366871214719
15,0.2221686891711054,0.031039116780260466
16,0.18525046170163792,0.07394877758386556
17,0.31169277113196653,0.08715573257432793
18,0.4554214819849638,0.08713821753409699
19,0.13551059004981503,0.0587427272224607
20,0.2229161939329476,0.028494269563060202
21,0.3692858396755994,0.07046524244660449
22,0.39951153724896205,0.09536218570677263
23,0.4132730345192245,0.14002588742370647
24,0.46515026468998505,0.045527441981125
25,0.3300257873801105,0.10937976124419341
26,0.26731989604301626,0.05588603364281879
27,0.29205383451522765,0.02606336239552236
28,0.3378573188802747,0.0501052937032942
29,0.248919715379219,0.03249452449046442
30,0.030658032848031085,0.0855225678476574
31,0.25723515700495797,0.06553944904278926
32,0.23070500631838717,0.03445697718273555
33,0.35842730570887665,0.03682820902141223
34,0.25019549512309197,0.03763979290381422
35,0.21322605036237008,0.17780515282308934
36,0.4842666929610601,0.010718337559289162
37,0.4450706707238435,0.11385090350618232
38,0.2859086522112317,0.03066743989480818
39,0.422634134150779,0.07365988520524633
40,0.29463500437557893,0.03496529590949491
41,0.324821062271823,0.05634662727438314
42,0.10874227975750535,0.056604697961060366
43,0.4205769381531397,0.06827168770131617
44,0.44469341526543205,0.03266201187156669
45,0.39693905938463236,0.06887656155726443
46,0.34447793471292104,0.06424628904401114
47,0.3036673042026111,0.06637593312681893
48,0.4228092863584642,0.07278319516686235
49,0.3791752003748799,0.0555188630511869
