,rlb,rbl
0,0.16893693926237568,0.04840348044158925
1,0.04233369507216984,0.21742591825555663
2,0.1263290227052084,0.14778889546125057
3,0.3466764667372538,0.03050997085495689
4,0.10139027777279865,0.23084504370905465
5,0.012459855304804287,0.2467818057581236
6,0.1709051644206194,0.31372816909949625
7,0.303447987636213,0.23630343134853915
8,0.19657573278730797,0.26517622168852384
9,0.32150529823030316,0.18661450320824452
10,0.38519489803820783,0.1880053083739131
11,0.09930992258395442,0.22713905711827548
12,0.20640394180353916,0.09033188841250905
13,0.2762608146627818,0.24852806482751108
14,0.014618862164133028,0.12355715679012542
15,0.11588411006633072,0.13399230657396086
16,0.05904301509257207,0.1714741981418654
17,0.03172649760094945,0.2417383532650279
18,0.27602538306967256,0.05451436701301317
19,0.10109607462391636,0.255939214983836
20,0.16009104138875574,0.14736078724075707
21,0.010791345245697683,0.14236872208380605
22,0.24625323339530825,0.18206563673151616
23,0.3394122168699848,0.14046153773116735
24,0.005703470190200073,0.17156088219895238
25,0.15424357400938987,0.18131677227379167
26,0.14979719027402622,0.16393044758538128
27,0.09838558940174057,0.06189787456040121
28,0.24504841961038332,0.12752292794159417
29,0.02848398934252308,0.01687472216702259
30,0.0049810392507103835,0.18608122122251017
31,0.2813965243217486,0.09973686284626113
32,0.1714438588576464,0.10357241202328965
33,0.2425382335877236,0.207538021841586
34,0.1285579722542554,0.22346428518796427
35,0.016574466108331142,0.09503664670806469
36,0.25180086058946954,0.061996866601017615
37,0.2705571096108352,0.18503227302803088
38,0.22868489226167088,0.1392511335474938
39,0.24660063619445075,0.19770059021134667
40,0.1601363153979094,0.22580427653675564
41,0.24465968343102876,0.0776211303808598
42,0.01658170132665826,0.17826939448927473
43,0.24968074141267105,0.16685951282396852
44,0.2554334815426835,0.25990269236323676
45,0.2838835095067471,0.2788027653937815
46,0.08601181067901978,0.22199266778535012
47,0.2105331190774291,0.21516005574747618
48,0.2972303863280852,0.27580620930791444
49,0.2063137848879967,0.6213751632065371
