,bucket,ring,lattice
0,0.28302502774561605,0.004327795412580102,0.08958096471754189
1,0.24403986332258323,0.005363189093761555,0.0051440196300934805
2,0.25887431679809675,0.0040836869354393115,0.06888553404368356
3,0.35708463513385336,0.002241898712145943,0.016481901227132275
4,0.32125282274012323,0.002675444926043235,0.04363471315367676
5,0.24758428847431116,0.0040945376738384075,0.027330144023095606
6,0.29097901105371987,0.009808606823926046,0.0691455809014834
7,0.6120469843238888,0.004035875837433299,0.043631474079890105
8,0.3706027124952107,0.00292106348832967,0.09960231501105889
9,0.5059038472502279,0.0057019510012983185,0.2529859963632885
10,0.4075805762464143,0.0023227847591051763,0.04164468194661539
11,0.23295042767288546,0.005307880309930123,0.037600902472205225
12,0.4597270547509801,0.003091648900049713,0.03302255904495563
13,0.4585945544842625,0.008608967586664323,0.05176739530132342
14,0.30999118329099984,0.005010642762971385,0.0866580054930488
15,0.257199739005204,0.003953272230236171,0.4635598511659686
16,0.2370525481373297,0.003123792435435195,0.04702042445881885
17,0.4418158021992873,0.005873327861623757,0.15982743785132625
18,0.4067879672232142,0.009279919313643144,0.062254923681301054
19,0.28784270798975686,0.011723594930465903,0.1296921504919758
20,0.27025259125866863,0.006893755678341866,0.577370390473934
21,0.2964767414078197,0.005516271584142966,0.06375164423891543
22,0.46639255600971774,0.0036031728449187265,0.06326853991414051
23,0.40844111957088786,0.018444275056364097,0.0438363896681657
24,0.4305501250139268,0.007780272846447681,0.5799669822914122
25,0.5017818547090123,0.007017993807275845,0.04797436130538106
26,0.425589314560011,0.011932697678767742,0.023867625941624847
27,0.19323224516652598,0.009233495595164967,0.04832686096343156
28,0.30804497789652363,0.006489529992656903,0.05552918679638107
29,0.34693988756363164,0.010567408103167683,0.02471568317708448
30,0.3082018751880852,0.0033752758250126494,0.05525073389562668
31,0.34977735204265503,0.01280734737731814,0.07693000640169499
32,0.37949736854924754,0.008386295173809455,0.04088888455408404
33,0.23349370726533375,0.02226720514558234,0.016224963858474096
34,0.2889477746994562,0.005504850804755352,0.02608655865303941
35,0.3981199249734588,0.003500809445357723,0.02811837596495237
36,0.305029182835893,0.0038823596199962494,0.010781959668666154
37,0.44447140295621534,0.020064327048551326,0.007126351682516909
38,0.46999408953826166,0.006830472152829775,0.012836946114205487
39,0.3856212599970404,0.004141467794594466,0.03846724116036672
40,0.344328773082396,0.0032994518912572604,0.04003992981449543
41,0.38299373130549336,0.004642542870112569,0.01627892220606333
42,0.27011218990061947,0.0051475786600082354,0.03141893601754725
43,0.2986401784480164,0.9464747684423019,0.00834475182438014
44,0.504254455487929,0.003944157601730275,0.019979694574713013
45,0.2833419860949219,0.006264526865871632,0.026677542825425754
46,0.5581808385831211,0.002841505469404794,0.013605216988867044
47,0.3430409922440126,0.0032416447028598993,0.03980763061913422
48,0.43214965497510754,0.019835521651476885,0.057191261720872355
49,0.3473864938255069,0.024144936821925245,0.026334395541472298
