,bucket,delayline,maglattice
0,0.0873911467765466,0.0048992712538531765,0.36206553902677896
1,0.005468046796543842,0.012591159125391492,0.0056951148572211025
2,0.007112725682717464,0.013621560725613198,1.056040630565601
3,0.005957851515520716,0.02347648084899334,0.023320817782997574
4,0.00992349503054474,0.006923279962722834,0.020628925627209003
5,0.007400357981359796,0.0057053279495145204,0.00712817875427486
6,0.014754125937750703,0.007081162316107958,0.022259207541453767
7,0.008092348824015523,0.007236028212436004,0.007387512401693098
8,0.015318163069756488,0.005220016066716754,0.013548506542509255
9,0.005917436700220456,0.005344855634622711,0.01676131957415406
10,0.005189568523810071,0.005155366781189859,0.0465470683356375
11,0.006066381704495766,0.005161784574952673,0.024699965110403836
12,0.005132581117594878,0.005301950457657538,0.02762287227646647
13,0.0050003993091261405,0.006085580627906913,0.016979765330247344
14,0.006919108944805172,0.006050256643439044,0.007476163317341977
15,0.005322917461676108,0.008979858801011355,0.011645366784420323
16,0.025401002202675035,0.015005050662682496,0.016201802924545188
17,0.014426053081002848,0.01612456248546706,0.026985575847081476
18,0.07986527372801805,0.005163438898083191,0.025604543531769414
19,0.005645320906265501,0.005216374185578943,0.06109753529962703
20,0.04070092367216831,0.007091335942321075,0.04090843484562054
21,0.01826742183287756,0.025476270993414034,0.025501103542387816
22,0.025091617218453804,0.011663744123291433,0.04664057252074441
23,0.023663194423281284,0.010682763258439316,0.011442470151006459
24,0.007889815347469695,0.01690047364642894,0.020042955318091037
25,0.012785082437727184,0.015556338421654907,0.008224468799213843
26,0.006904807993051279,0.011518991257299818,0.007782001995043677
27,0.008946507580149492,0.005095852255362296,0.007410345669040106
28,0.0070498069965660255,0.010060512224556348,0.0072370577042579565
29,0.025249306706468765,0.007223749810442871,0.013957984891690742
30,0.009446382770687947,0.011474968059697992,0.013222474085522566
31,0.01172434916372063,0.005531693955961719,0.008166739386574699
32,0.010244666868417577,0.005099139095932264,0.005981569996428847
33,0.006328539650637439,0.005110534175242598,0.015440555674486135
34,0.014012009009155831,0.007010004606729508,0.013002717212969429
35,0.0050419325734075765,0.004757938591772627,0.00793983163558997
36,0.005315854641230888,0.007891989330630735,0.008821044866722048
37,0.004988584118537528,0.01331539823071027,0.0054122255986070586
38,0.005565286988438924,0.006516663979432906,0.007476611845870131
39,0.007317289709722736,0.006596173533712358,0.009080677629570726
40,0.007235486700780709,0.009837682297816399,0.007161514273589045
41,0.005500719139649081,0.005224610708755531,0.010382659818456597
42,0.004941190801142069,0.006949015907710011,0.009644625065345015
43,0.0061479265709398195,0.0070327855859409275,0.014099660553486486
44,0.005588554253295472,0.06449433241110786,0.04299231179095244
45,0.005231653785613266,0.01693648140993019,0.011304406238461235
46,0.005219952754229908,0.00556112556915689,0.009868059078945132
47,0.01813108941858155,0.009015358358889948,0.019625503257901605
48,0.012528493769762223,0.005355764060581735,0.03098623076812208
49,0.005366272421803312,0.00553127396371675,0.01659160090577442
