,Unnamed: 0,bheart,bchest,bblood,dheart,dchest,dblood,mlheart,mlchest,mlblood,mheart,mchest,mblood
0,0,1.0,1.0,0.2776965449920459,1.0,1.0,1.0,1.0,1.0,0.3845858595440828,1.0,1.0,0.7173832176480066
1,1,1.0,1.0,0.5319531220451412,1.0,1.0,1.0,1.0,1.0,0.3897715963136983,1.0,1.0,1.0
2,1,0.9502430612843924,1.0,0.3100824973775202,1.0,1.0,1.0,1.0,1.0,0.50581354615735,1.0,1.0,0.7290884818451646
3,1,1.0,1.0,0.446448724372562,1.0,1.0,1.0,0.97327690011319,1.0,0.4428104549774815,1.0,1.0,0.6559842652030868
4,1,1.0,1.0,0.3760785076399214,1.0,1.0,1.0,1.0,1.0,0.2471279109728476,1.0,1.0,0.9234795796421272
5,1,1.0,1.0,0.5202212991081145,1.0,1.0,1.0,1.0,1.0,0.6518179419315929,1.0,1.0,0.6560143917598492
6,1,1.0,1.0,0.5734350509115388,1.0,1.0,1.0,1.0,1.0,0.8434820095724544,1.0,1.0,1.0
7,1,1.0,1.0,0.5811162050635007,1.0,1.0,1.0,1.0,1.0,0.3741350160572713,1.0,1.0,1.0
8,1,0.9631942007287762,1.0,0.3018538551355135,1.0,1.0,0.734938061885447,1.0,1.0,1.0,1.0,1.0,1.0
9,1,0.8466743310371818,1.0,0.2661867525146617,1.0,1.0,1.0,1.0,1.0,0.3101509154165019,1.0,1.0,0.5352007409408971
10,1,0.9959226832723228,1.0,0.3240890589100719,1.0,1.0,1.0,1.0,1.0,0.436483579912011,1.0,1.0,1.0
11,1,0.8557700708007495,1.0,0.3515080364017464,1.0,1.0,1.0,1.0,1.0,0.9493472219255028,1.0,1.0,0.5340837780367638
12,1,1.0,1.0,0.38320978186564,1.0,1.0,0.9515301489371644,1.0,1.0,0.6628407667737721,1.0,1.0,0.6087801080120883
13,1,0.9737604422438024,1.0,0.2868930918221133,1.0,1.0,1.0,1.0,1.0,0.2565804460574161,1.0,1.0,0.4803083899080844
14,1,0.9269681392548929,1.0,0.3353518133709896,1.0,1.0,1.0,1.0,1.0,0.7180904352999732,1.0,1.0,0.4384641378048752
15,1,0.78324385834987,1.0,0.306650427295179,1.0,1.0,1.0,0.8347625896874721,1.0,0.3401766933549509,1.0,1.0,0.7043667562458727
16,1,1.0,1.0,0.3020174376892465,1.0,1.0,1.0,1.0,1.0,0.3541848140435218,1.0,1.0,0.6734434333098414
17,1,0.741288712628815,1.0,0.3291878862028599,1.0,1.0,1.0,1.0,1.0,0.3002908103364899,1.0,1.0,0.4780282773576157
18,1,1.0,1.0,0.5305292872278151,1.0,1.0,1.0,0.9326069470924216,1.0,0.3592383259889766,1.0,1.0,0.6166404790778715
19,1,1.0,1.0,0.3645310633545864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,1,1.0,1.0,0.5774009705855964,1.0,1.0,1.0,1.0,1.0,0.30510650067697,1.0,1.0,0.8394341301560977
21,1,1.0,1.0,0.402450130504165,1.0,1.0,1.0,1.0,1.0,0.4849006763413009,1.0,1.0,1.0
22,1,1.0,1.0,0.5063844035078899,1.0,1.0,1.0,1.0,1.0,0.4608113445732601,1.0,1.0,0.7389640838978121
23,1,0.7590423195728744,1.0,0.3424314873271699,1.0,1.0,1.0,1.0,1.0,0.4365601810629038,1.0,1.0,1.0
24,1,1.0,1.0,0.4224947438890116,1.0,1.0,1.0,1.0,1.0,0.511073218676321,1.0,1.0,1.0
25,1,1.0,1.0,0.3947657597472232,1.0,1.0,1.0,1.0,1.0,0.3952111691124808,0.8561627982300428,1.0,1.0
26,1,0.9291826017828766,1.0,0.2908366815823657,1.0,1.0,1.0,1.0,1.0,0.3280032389601931,1.0,1.0,0.4473658132042727
27,1,0.7889456808116831,1.0,0.2761737717510825,1.0,1.0,1.0,1.0,1.0,0.4170726665225273,1.0,1.0,0.7622411789025155
28,1,1.0,1.0,0.4196480862555844,1.0,1.0,1.0,1.0,1.0,0.6280915648117767,1.0,1.0,1.0
29,1,0.9699277208612824,1.0,0.4561084627701916,1.0,1.0,1.0,1.0,1.0,0.6660160888848629,1.0,1.0,0.8955435318645754
30,1,1.0,1.0,0.6264273173492118,1.0,1.0,1.0,1.0,1.0,0.5828501725369782,1.0,1.0,0.7873117199920127
31,1,1.0,1.0,0.4917847112899004,1.0,1.0,1.0,1.0,1.0,0.3277300072211335,1.0,1.0,0.6586068278094056
32,1,1.0,1.0,0.6856030355923329,1.0,1.0,1.0,1.0,1.0,0.4037351702888926,1.0,1.0,0.7346096012236755
33,1,1.0,1.0,0.4231841962799321,1.0,1.0,1.0,0.9118840351217988,1.0,0.3638393605951697,1.0,1.0,0.5221421001567632
34,1,0.9855506580297118,1.0,0.3342462061989054,1.0,1.0,0.9910703051235746,1.0,1.0,0.264382674191716,1.0,1.0,0.4453211232545497
35,1,0.897083584339727,1.0,0.3346598309309188,1.0,1.0,1.0,1.0,1.0,0.4739929332452612,1.0,1.0,0.9281602522755744
36,1,1.0,1.0,0.3313991810367083,1.0,1.0,1.0,1.0,1.0,0.4471696024620695,1.0,1.0,0.6527393970086612
37,1,1.0,1.0,0.3684668514370736,1.0,1.0,1.0,1.0,1.0,0.8321451929411565,1.0,1.0,1.0
38,1,1.0,1.0,0.5139190735893543,1.0,1.0,1.0,1.0,1.0,0.5394946745824751,1.0,1.0,0.6731794928415841
