,bucket,delayline,maglattice
0,0.10062604405264773,0.017215928702890026,1.5808334652571316
1,0.1276386153730467,0.08032143773131233,1.5295796590845883
2,0.0756094071122372,0.06802608545977594,0.554166446213477
3,0.11377762665348336,0.006130004956703909,2.1025757332505974
4,0.13448922476418726,0.007776488417082154,1.163155766640271
5,0.23877134273103956,0.05503363096546829,0.8771312286755251
6,0.09953836497763817,0.06933109868216071,0.5538701166498664
7,0.0393295607765292,0.0900513063020186,0.22758082727240134
8,0.18017419438105742,0.07423888463307064,1.0128479642019985
9,0.14235301098161038,0.08806319721226405,0.05710263924025181
10,0.06246472205737406,0.008676195299469006,1.842463031967579
11,0.17050792594327638,0.03158611018419955,0.22585951467240767
12,0.08286851403770507,0.017968564350101707,4.704895228876163
13,0.03143204618191663,0.006266447346674044,0.1239870371749931
14,0.1973921806428139,0.06840335173873802,0.14156771888646713
15,0.17440592073158132,0.026726959322052823,0.14075759621947362
16,0.3945187140967452,0.017375135045195826,0.13436916575115393
17,0.11885021712007085,0.06446857654303999,1.1744286535081043
18,0.1304453797107823,0.05136299639094556,2.687297760223323
19,0.09305863602238315,0.010817397730729069,0.3613041369086104
20,0.04297281352489964,0.02157270218668078,0.2686338790885469
21,0.17310922215676483,0.03132482161219789,0.20952395394944978
22,0.07375741657686526,0.022913818203439733,2.2095425190453155
23,0.1411825904008438,0.07016949326314596,0.11145843020822925
24,0.07358966463564254,0.0834531214690612,0.32771500604607173
25,0.07368218173737329,0.02184795446025615,0.19237692433715214
26,0.0481425096648879,0.027911014141192677,2.3525824259953323
27,0.2077731421219157,0.02521920309137914,0.12637586915904708
28,0.12692163054948466,0.011665537634495163,0.6285270273094828
29,0.27698434615140405,0.016537382807653562,0.4010662206884172
30,0.0691465307052933,0.0369444635008036,0.19387849048460848
31,0.4683908112072794,0.0373786465581689,0.8332407597631772
32,0.09225355077626977,0.06720819771339091,0.36799272059963023
33,0.09430626310035228,0.04212895527866174,0.1110588439788237
34,0.09369502672904279,0.03149601018905504,3.5897632295876294
35,0.00880380587593392,0.040364052840546956,0.9538029944461138
36,0.26740876127742913,0.01595852319192213,0.21210378593216533
37,0.09063784269452285,0.05934980818555634,0.2429919991004579
38,0.14094102667404135,0.018246689193974736,0.5572894849488824
39,0.09499686617191709,0.1091842288834287,1.7874603389031545
40,0.07442323978953569,0.05593795122589101,0.02523471189443008
41,0.07194550081352385,0.0379594501390987,5.3883764717546185
42,0.3100560166346364,0.023687934106980106,2.5539767482863565
43,0.0972341110816359,0.017128211193275556,0.5993449485640977
44,0.15023353165250347,0.034934081078660195,0.34844250347440997
45,0.12068495903109568,0.010477221771238904,0.17335458920336813
46,0.03180330662298172,0.04763962777001184,2.1511657069112737
47,0.19482329527473477,0.09340417930378184,0.49512285624448926
48,0.14771508489185042,0.04025134568346023,0.8512426951484908
49,0.13888487841889613,0.05375444750725212,0.22381709286266
