,strain,stest,rtrain,rtest,ctrain,ctest,gtrain,gtest
0,,0.38641339100231986,,0.41761906226763224,,0.6535737902392588,,0.6525838518851648
1,,0.4488972890432601,,0.5074752002498012,,0.6372628204339905,,0.6300218196708277
2,,0.3874431300639804,,0.43451658251889846,,0.5955119454023183,,0.5799276441001433
3,,0.4572396362584287,,0.5288389287732896,,0.7802890318706105,,0.7938776035920416
4,,0.4731805739718172,,0.4226851243594545,,0.6162773063480608,,0.6105338054732132
5,,0.4538643157657925,,0.4952165824138287,,0.594164032894323,,0.5941116766657323
6,,0.45989379274446585,,0.42528209587947463,,0.5088952937266493,,0.5073767984347524
7,,0.45276073296182445,,0.4061806203924301,,0.690568065983603,,0.6837763762472071
8,,0.4469813325016265,,0.40538097590744865,,0.4932652461989363,,0.47531024654255616
9,,0.3810855533576983,,0.4283389545627715,,0.6299355436279851,,0.635931228171681
10,,0.37284859612148635,,0.39751999169769164,,0.5750831595647186,,0.5626286474618835
11,,0.3067206418024113,,0.4440079917440732,,0.518725554705406,,0.5152722267872183
12,,0.5609577578927061,,0.46439549062403235,,0.7210376471643747,,0.7028308964364515
13,,0.4274590429428013,,0.4184377192301146,,0.5536288106860205,,0.5510303652519962
14,,0.37673643288331987,,0.5121550555124094,,0.6636305033031556,,0.6644440017629867
15,,0.41289901708640725,,0.38510465518309683,,0.5960335882163802,,0.6153681998254138
16,,0.39934275185354806,,0.42147323019888266,,0.6143557809890547,,0.6078503639491853
17,,0.40890948724663706,,0.5055764634212168,,0.6054680639240686,,0.6128282375765581
18,,0.3942014454505028,,0.45313955235556336,,0.5551507472373639,,0.5461426903066285
19,,0.49172600367683095,,0.4114302872495874,,0.6383455271790125,,0.6356708469593766
20,,0.4726873080043294,,0.4296289946026324,,0.6481473976364563,,0.6513679818503713
21,,0.4020073528220848,,0.4113266604319555,,0.5253110767174939,,0.5245145711308298
22,,0.43121690003343055,,0.5105971081341953,,0.6440054578304516,,0.6495818346234914
23,,0.33253552681826704,,0.4529801340098679,,0.6264446215427737,,0.6268744523211011
24,,0.3881104883039604,,0.4444064628807213,,0.6622837699630896,,0.6556000829606993
25,,0.4047599201853184,,0.4155610995832976,,0.7247044236258288,,0.7182980714034547
26,,0.49781974862127437,,0.4098283895065038,,0.7301310990684781,,0.7091885467679906
27,,0.4254541285759478,,0.4160718674765152,,0.6809281923317513,,0.6771854225428507
28,,0.44227814626858575,,0.4612627403956107,,0.6465076712028446,,0.649066570460843
29,,0.44636962625165266,,0.42860432662251513,,0.6453554165651089,,0.6496522735348729
30,,0.42645567430244047,,0.39335499699701376,,0.6619505908220752,,0.6568444078126312
31,,0.42732878800499774,,0.39441138050588886,,0.5494714561578201,,0.562920250687995
32,,0.42575467211943546,,0.416895480234029,,0.625209008919507,,0.6220042966530006
33,,0.44367756111681905,,0.4613165072296562,,0.7556889528393874,,0.7498950335641058
34,,0.37576047507702337,,0.3607679509876121,,0.5961468405749722,,0.605142434543588
35,,0.4011818306360015,,0.4013723393587887,,0.4979858014006198,,0.4943002878169687
36,,0.3855362593471965,,0.3917403521062018,,0.6873767032135757,,0.6898985742864587
37,,0.4398162787035002,,0.36508402842854787,,0.6963941816336796,,0.7343917892497397
38,,0.398450701013754,,0.44581192976151635,,0.5911368740329351,,0.5982315054568381
39,,0.35920992338697966,,0.4492411373816563,,0.6614562343374674,,0.6648313664441541
40,,0.4824754699643204,,0.4004127274694727,,0.6885939759210795,,0.6795281522484992
41,,0.43463527340456853,,0.43282165781777976,,0.6396524717977761,,0.6342686574912759
42,,0.3195146177997178,,0.38159369279606437,,0.6166712945541474,,0.6155119235105089
43,,0.42706414689697086,,0.3595589248455094,,0.46697609251177513,,0.48378854749797445
44,,0.4117820783545187,,0.40769866050432885,,0.5446401879758078,,0.5420107311878468
45,,0.5135591509682268,,0.5587554998364836,,0.6797731895866356,,0.6725853168575926
46,,0.3716372984332814,,0.39085084638236595,,0.5858291981553061,,0.5899001902578647
47,,0.3801974178543749,,0.4962472962959329,,0.5883440623511363,,0.5922285761173077
48,,0.4027041015286865,,0.44118979669037317,,0.5938812410266225,,0.5998446986240803
49,,0.4281513995861753,,0.39906533761132956,,0.578792649732042,,0.5720616507165501
