,gtrain,gtest,ctrain,ctest
0,,0.6282569440507758,,0.6304756712313209
1,,0.6513105880377746,,0.6586564012760444
2,,0.5270737268325367,,0.5450501487903455
3,,0.621577850535694,,0.6357667914080101
4,,0.5804961831838809,,0.5852268037504689
5,,0.6491077221489968,,0.656233758896015
6,,0.554670191538647,,0.578121461691996
7,,0.6683228662115103,,0.6798775019298574
8,,0.5412741034650003,,0.5556769803683923
9,,0.6078704377218564,,0.6062190378189174
10,,0.5789155466925965,,0.5905054342002946
11,,0.5440554859233732,,0.5361740718890005
12,,0.7916597204187018,,0.80972506897487
13,,0.7011828203618937,,0.7090552404009649
14,,0.5790412072875654,,0.5837497577781476
15,,0.6755954197565458,,0.683459062133633
16,,0.6285569785844821,,0.6442914337829335
17,,0.7736247926142765,,0.7574684399887783
18,,0.6849454922331469,,0.6855385298274808
19,,0.5731863054064881,,0.5801393921322081
20,,0.6179303257283505,,0.6295238167233518
21,,0.605867377926729,,0.6006576429549361
22,,0.5724695401354912,,0.5778653942229663
23,,0.7182095441065748,,0.7253131742554165
24,,0.6662173449064904,,0.67082413094143
25,,0.8215561246033545,,0.8197498982269511
26,,0.6795368946290831,,0.6952596343937844
27,,0.543837760069765,,0.5491818648258707
28,,0.5469807306583135,,0.5514803426587335
29,,0.5638848760529018,,0.5590356525067154
30,,0.789756248930346,,0.7870987263264566
31,,0.5231176468590301,,0.5280980959540658
32,,0.6379914043778246,,0.6382840808959012
33,,0.6296887176425284,,0.629318282925406
34,,0.4894125476909661,,0.5028977660735529
35,,0.6303726196530541,,0.644380962145293
36,,0.5157145246831952,,0.5137854832778117
37,,0.6437696198384882,,0.6420023678705571
38,,0.5427607933692106,,0.5444520764242262
39,,0.6213966018662741,,0.6327912782557875
40,,0.681632463646634,,0.6894575972649437
41,,0.49745933417395033,,0.5061246851450913
42,,0.6153419128157527,,0.6215751744976903
43,,0.611331063787439,,0.614996268075833
44,,0.6097973310620057,,0.609343554585972
45,,0.7473435977183011,,0.7537280144136789
46,,0.5706935028923279,,0.5644469532387811
47,,0.6043068097030001,,0.6218600808065474
48,,0.6377733580550867,,0.6488282013311194
49,,0.5797814004328066,,0.5980430826443045
