bucket,delayline,maglattice
0.0122246453544644,0.0046318937806671,1.0
0.0165427148627367,0.0085580048021382,0.242193566665049
0.0285570091782868,0.0021401710652882,0.0585726890129804
0.0355382719630557,0.0024424962540557,0.0202112115781455
0.0047838357379791,0.0009638149885689,0.0732250655540917
0.0230461681009194,0.0023136510279543,0.0532768207230588
0.0408823193382457,0.0027639918379532,0.0360365283038133
0.0388253919195214,0.0047592488385745,0.0087889760080231
0.0035966802865378,0.0061566704560081,0.3259027395216356
0.0261338733436929,0.0102859080225734,0.0808477779420096
0.0328203514348981,0.0049423919822377,0.0815713499250806
0.0010180500828781,0.0024206700304036,0.4847759574673518
0.0220123245507827,0.0052702080180693,0.0357230670056656
0.0077536000435257,0.0010519194640792,0.0123153830274124
0.0047077670612777,0.005356641829678,0.02277243049102
0.0439264148935828,0.0022626854545297,0.0430116357015005
0.0499964567681201,0.0054147457232369,0.039196885724686
0.0258492108495083,0.0035076768676412,0.4268184301758518
0.0384750347663933,0.0042799067719932,1.0
0.0356720044479903,0.0023626029108858,0.0486246789712589
0.0036352062976303,0.004863260120948,0.0994503872000205
0.0172342364328098,0.0040942104822188,0.1946184070232803
0.0177869030011167,0.0034681031446978,0.666413869872134
0.0429402257017405,0.009636532122772,0.0569077255844573
0.0251372116354385,0.0020557341086285,0.1152580754733586
0.0263358233420384,0.011082275115216,0.4153529614925161
0.012033062609493,0.0045182365426601,0.0221159799663292
0.0257986111141324,0.0028577069232311,0.0629338037217417
0.042437369912368,0.0088125364838704,0.1223758021233191
0.0216211458592267,0.0031422615630948,0.0586851646571712
0.002571765792923,0.0039631673951343,0.2118214872545625
0.0128338932242092,0.0030389947828883,0.8672246068429315
0.0198397244132164,0.0017722692727755,0.0422414736016143
0.0065691507209059,0.0058239424367953,0.0332859681682103
0.0263147750476702,0.0100971452452763,0.2529210228454696
0.0010412262200313,0.003477374760579,0.6898476898756448
0.0274966328279788,0.004411157911139,0.0171747006675251
0.0365093465162115,0.0031392397970442,0.0384989009442152
0.0158136956371376,0.0023491126380736,0.4569776581701117
0.0578206734641206,0.0016834746350634,1.0
0.0315617179621953,0.0055502834691656,0.0018829284562667
0.051401159547354,0.0026780485735378,0.1049286655081561
0.010913395695376,0.0022577498698754,0.0459026916236031
0.0134466396371045,0.0040105397861151,0.0197136649212935
0.0273468694625355,0.0041975344404207,0.0603926804493384
0.0129018148130687,0.0039574127956017,0.0539278363766546
0.0007742237814315,0.0068509536928029,0.0337897595518807
0.0010200676927975,0.0038519530212737,0.1638243867178978
0.0196757571802697,0.0036520266576828,0.1547764956624175
0.0222779844519494,0.0167467355872416,0.4728353663709534
