bucket,delayline,maglattice
0.0204354419756565,0.0176424895600811,0.8529854273227381
0.0262023737860678,0.0241478091997901,0.472445833412576
0.0467868020346912,0.0072853728039748,0.1836147074929601
0.0369184784734649,0.0181264915332796,0.2878854275065011
0.0131299130602203,0.0044839366641102,0.6595065590449705
0.5160249983273728,0.0133537635284127,0.0784932497097019
0.0236937946074517,0.0097783225367983,0.1904054971152879
0.127729867836451,0.0119832511850945,0.03858333911957
0.0230339518986197,0.0160792679765526,0.3430039982311381
0.1365647329348614,0.0115334422596558,0.0323035029429817
0.1652238187231506,0.0054781173697462,0.078808134952535
0.0025487702936243,0.0400088990495518,0.1772254926472154
0.2288051593915504,0.0225041196116343,0.1664031843199649
0.0370071838226278,0.0089090419365218,0.0402819281579485
0.008575672698533,0.0043651579519595,0.0617264171792012
0.0477630831068309,0.0180010565802038,0.0574079768116289
0.0604507959210236,0.0156631162715589,0.0560699399095535
0.0373645703640385,0.010084860148994,0.8739378926421025
0.0275394702101466,0.0172502537417661,1.0
0.0692201511617533,0.0250136211695698,0.162040902282019
0.004272736344399,0.0088093844210982,0.2046098853975537
0.1236378688311125,0.0085268245807604,0.1026183625848869
0.0227279559224031,0.0037962870594735,1.0
0.1446084175123296,0.0081994266716944,0.1648695024281709
0.0639736163464118,0.0113018925577827,0.3747563114646582
0.0164113711707014,0.0081616360904358,0.0560524872340737
0.0223544768048587,0.017261281882226,0.0984402161417332
0.0427063752783371,0.0211437119092463,0.0953068662772618
0.1154805077248225,0.0314569293133392,0.2525733521573258
0.1109290563167221,0.0141959604376192,0.3223777768358625
0.019423465817758,0.0123023005555519,0.1181132377529119
0.0478463812837779,0.0136204511320062,0.5858021560151054
0.0707052550381326,0.0104489216836327,0.0786850605918718
0.0310820370445164,0.0166454016067303,0.5563096903414727
0.0270837634151738,0.0451311418139221,0.5191019762813056
0.0025879137996912,0.0111744530994081,0.4574344165295337
0.0293585304804842,0.0110663784669352,0.083610848576877
0.1147714493047384,0.0062212975281628,0.161995741488688
0.0481895135182422,0.0220455919532844,0.5915389829395673
0.1347370245601931,0.0211361560410197,1.0
0.1834408331736832,0.0132217929859981,0.0119895143281878
0.1111504246747519,0.0060520628033107,1.0
0.0888200658330183,0.0042256645665204,0.1213889523771133
0.0247519111604311,0.0154229906016322,0.0557774279828764
0.0349290954836025,0.010590878877314,0.1319386595343326
0.0184608141423278,0.0257137152825245,0.2275490754348644
0.0042592495554543,0.0084314170381732,0.3861632068702809
0.0096753668457748,0.0085658014507693,0.1853916810621586
0.0527261955017181,0.0098342084510351,0.7015969679982227
0.0264341697020618,0.0436138277643428,0.6928034225271705
