bucket,delayline,maglattice
0.1006260440526477,0.01721592870289,1.0
0.1276386153730467,0.0803214377313123,1.0
0.0756094071122372,0.0680260854597759,0.554166446213477
0.1137776266534833,0.0061300049567039,1.0
0.1344892247641872,0.0077764884170821,1.0
0.2387713427310395,0.0550336309654682,0.8771312286755251
0.0995383649776381,0.0693310986821607,0.5538701166498664
0.0393295607765292,0.0900513063020186,0.2275808272724013
0.1801741943810574,0.0742388846330706,1.0
0.1423530109816103,0.088063197212264,0.0571026392402518
0.062464722057374,0.008676195299469,1.0
0.1705079259432763,0.0315861101841995,0.2258595146724076
0.082868514037705,0.0179685643501017,1.0
0.0314320461819166,0.006266447346674,0.1239870371749931
0.1973921806428139,0.068403351738738,0.1415677188864671
0.1744059207315813,0.0267269593220528,0.1407575962194736
0.3945187140967452,0.0173751350451958,0.1343691657511539
0.1188502171200708,0.0644685765430399,1.0
0.1304453797107823,0.0513629963909455,1.0
0.0930586360223831,0.010817397730729,0.3613041369086104
0.0429728135248996,0.0215727021866807,0.2686338790885469
0.1731092221567648,0.0313248216121978,0.2095239539494497
0.0737574165768652,0.0229138182034397,1.0
0.1411825904008438,0.0701694932631459,0.1114584302082292
0.0735896646356425,0.0834531214690612,0.3277150060460717
0.0736821817373732,0.0218479544602561,0.1923769243371521
0.0481425096648879,0.0279110141411926,1.0
0.2077731421219157,0.0252192030913791,0.126375869159047
0.1269216305494846,0.0116655376344951,0.6285270273094828
0.276984346151404,0.0165373828076535,0.4010662206884172
0.0691465307052933,0.0369444635008036,0.1938784904846084
0.4683908112072794,0.0373786465581689,0.8332407597631772
0.0922535507762697,0.0672081977133909,0.3679927205996302
0.0943062631003522,0.0421289552786617,0.1110588439788237
0.0936950267290427,0.031496010189055,1.0
0.0088038058759339,0.0403640528405469,0.9538029944461138
0.2674087612774291,0.0159585231919221,0.2121037859321653
0.0906378426945228,0.0593498081855563,0.2429919991004579
0.1409410266740413,0.0182466891939747,0.5572894849488824
0.094996866171917,0.1091842288834287,1.0
0.0744232397895356,0.055937951225891,0.02523471189443
0.0719455008135238,0.0379594501390987,1.0
0.3100560166346364,0.0236879341069801,1.0
0.0972341110816359,0.0171282111932755,0.5993449485640977
0.1502335316525034,0.0349340810786601,0.3484425034744099
0.1206849590310956,0.0104772217712389,0.1733545892033681
0.0318033066229817,0.0476396277700118,1.0
0.1948232952747347,0.0934041793037818,0.4951228562444892
0.1477150848918504,0.0402513456834602,0.8512426951484908
0.1388848784188961,0.0537544475072521,0.22381709286266
