,bucket,delayline,maglattice
0,0.02885699733886185,0.019958528612694308,1.5721372333633623
1,0.08267994380904113,0.030331714241597717,1.7150231316378646
2,0.0163157853977743,0.07812894751359079,0.5952714718255714
3,0.003759119659472465,0.021930153267312524,0.6804347564645339
4,0.01100071791120188,0.023988920933676685,0.7211730102492558
5,0.017217770385880623,0.125892449864188,0.29976408553090783
6,0.015966275307924646,0.03650312485112191,2.4621418816367373
7,0.005652818520064071,0.09499395678894,0.2976074974174544
8,0.0053093870735831565,0.051958879108559154,3.6269702617690056
9,0.011087210454015612,0.0390193193330914,0.15000920266698145
10,0.011001580845895236,0.014193002442325697,1.1011806937913564
11,0.023501691789844244,0.018760281229318408,1.8930285477927158
12,0.003926490989259502,0.034146296768542125,0.3029482598013401
13,0.029397504608487578,0.021393126396868585,0.08308731609427766
14,0.003845748000769832,0.024138137996358913,0.189112230796747
15,0.017970403161992204,0.04207565318201246,0.669569966151052
16,0.02229013820034953,0.07029292564916756,4.500244532007554
17,0.023497819293605435,0.04025247845637803,1.6933878822373005
18,0.01776826143231099,0.10281383121099583,1.1259401506408786
19,0.02373753782131677,0.03179563687701703,0.29756005394752605
20,0.033757730520105035,0.10181949879863289,0.3655770143442715
21,0.024349086324307115,0.03672939313333016,0.3672426838701048
22,0.022605334023289465,0.02890017719156502,3.3120074381107463
23,0.02033769807152377,0.027907937336235627,0.12623931439588054
24,0.023858233039601523,0.058661224582331514,0.06645517890117601
25,0.011051251079698978,0.026889026350419686,0.06527285723763852
26,0.025789933013975034,0.07006159810939078,0.24773422018624547
27,0.0160474687908742,0.03405141263225703,0.1505681454335704
28,0.038530114775340914,0.03232009280085153,1.3779865760598102
29,0.0293480242026711,0.06549946520424753,0.9902768001315433
30,0.030438029088639237,0.05998799860785712,0.4822683515708607
31,0.019473176431981598,0.10734098476480927,1.3275523215414127
32,0.018125921846683886,0.010019514939375883,1.0511842893555519
33,0.009625298472287795,0.04704570926770354,2.034040823511882
34,0.013843465456195504,0.04868060330366904,3.826052482932309
35,0.009494047627385637,0.04664236394037027,0.6808282244334342
36,0.007957777206432547,0.06372298186522427,0.6693359860419809
37,0.011586709078636105,0.023955057859886632,0.5736256283806225
38,0.04291736236371331,0.01701287508553576,0.31661585226735767
39,0.015241667392342138,0.047145074302812506,0.08228152009707781
40,0.02305306181179506,0.08188018391915027,0.0925654585765485
41,0.004964848751366069,0.059417152706247686,0.33454254893883834
42,0.044469960379743434,0.020061975305429677,0.2987942133834081
43,0.02952303705778767,0.11685955366796662,0.11398647081641132
44,0.04016100046364758,0.030036668883571278,0.435727505164978
45,0.023486061515501956,0.059061249343399715,0.20207148389622334
46,0.03120039644514695,0.0523001199166139,0.06780301022631463
47,0.010437787427730298,0.021828486861608223,3.394712120687251
48,0.021798745160280946,0.04224937617376868,0.824754555717181
49,0.014291176805348714,0.03214433611550643,1.082896929756172
