,bucket,delayline,sdelayline,maglattice,mixed,mixed-symmetrical
0,0.0747851719486081,0.034282958293504,0.0339890330738804,0.7262346354519144,0.0690757426981644,0.0671271041468165
1,0.0614481235820238,0.0252596346154588,0.0158782526952185,1.0,0.0179827820764811,0.0339702894808904
2,0.1085156009196666,0.0788475040253387,0.0789317174891891,0.99871655690477,0.6264392837687377,0.5721078344278626
3,0.0502914472773912,0.0253205809691768,0.0424649895038745,0.2436480359885941,0.1624842287315333,0.0095480248791189
4,0.0229620911847555,0.0267864205268915,0.0273622689217709,1.0,0.0452694786874601,0.048733259580304
5,0.1577686084805001,0.1171559391058345,0.0625182633577343,0.2554097992464696,0.0797115035256546,0.0438544416356699
6,0.2015256532134791,0.0423387584678356,0.0717036522312934,0.8432591077381344,0.4043147168478039,0.3615161380769597
7,0.088119175991322,0.0853647109506095,0.0253664926860194,0.2855191427613159,0.1178044452741044,0.0361885745806827
8,0.0242246205935486,0.0409097207683345,0.0711270280570057,1.0,0.0699126174137816,0.0499237367616865
9,0.4116217418049449,0.0416921115019788,0.3290090573086335,1.0,0.0343808108272741,0.0515009703583504
10,0.0440088339627074,0.0118715981289029,0.0159108243423166,1.0,0.3294070291163616,0.5176640737244984
11,0.0128789231496223,0.0170705908599798,0.021967305359489,0.6574764273227314,0.0820465585249141,0.3182690921281309
12,1.0,0.0340213703463423,0.0337805532007083,0.4144787441977576,0.0335369115815807,0.063287081953046
13,0.1211072193829767,0.0397824414276352,0.0292928776839709,0.07822453589397,0.0406717797589303,0.0475466212118188
14,0.0082462024672904,0.029725841572017,0.0323037498920155,0.2776742498453964,0.033673959760876,0.0336282515495617
15,0.3629632817591081,0.0420963436117875,0.0434859595399942,1.0,0.0563488050311062,0.0756258287037099
16,0.4564129704795214,0.0331723767268907,0.03089080085187,0.4931607489663974,0.0681980859187173,0.019174744577594
17,0.1364530886751843,0.046713357054661,0.0881860902575941,1.0,0.0775957543634763,0.0284356945337391
18,0.0815371359939477,0.1024536891387362,0.0973300337204846,1.0,0.038473168657554,0.0240979852087014
19,0.1644148773681528,0.0395055873366794,0.0426052896857979,0.0958138900125102,0.1641099921778585,0.1271210979051743
20,0.013134237557155,0.0975523019169229,0.0650795395028174,0.1698235791023435,0.1926943093983638,1.0
21,0.4826687633797542,0.048740283892496,0.0666627365614149,1.0,0.0938938654481091,0.0505539165530591
22,0.0949876493056239,0.0415298942937535,0.0306766804691246,0.6440711087060899,0.0752781083797896,0.0684551061504042
23,0.032887498985871,0.0290126000810494,0.0506537578475048,0.0611764553739934,0.0422350787612383,0.1541373602589212
24,0.1792741902101501,0.0547190128245207,0.0276575865360963,0.097554735712414,0.0817196948753201,0.0341802305848194
25,0.5883449664719501,0.0309296439607745,0.0173497750473674,0.1840365284822097,0.0317187325328503,0.0406843717035381
26,0.0495871717433443,0.0705512590526675,0.0712852129155576,0.5662415953902553,0.3523516617571093,0.2952791744808901
27,0.0545452180470742,0.0360434744103821,0.0388877362392039,0.7075375127769928,0.041645289753319,0.042967769637918
28,0.2634217255441572,0.0352105430568612,0.0458007012270785,0.3410911401749585,0.0610501120529087,0.0679723614020834
29,0.0926830870394566,0.0687595593509572,0.0253772015111519,0.4678403612369349,0.132007184870234,0.5835908966149344
30,0.3215095018659006,0.0694603517498173,0.0536946576007108,0.559134201655008,0.1153930462243713,0.0207514793752805
31,0.0622903767635616,0.1062699348786818,0.1088610561823171,1.0,0.0306432900394995,0.0340505076486481
32,0.0736764556518276,0.0126650359628279,0.0338512029081686,1.0,0.9178177920124976,0.9359882977081824
33,0.1309911665552052,0.0359838786638412,0.0224333331398471,1.0,0.0306007797533375,0.0368412840481052
34,0.1428972908826451,0.047086183816558,0.0989220895151385,1.0,0.0578772749486093,0.0428861538173083
35,0.0394655860850576,0.0445056844732459,0.0309442233329024,0.1890236266277833,0.0678963342921278,0.0999546661941621
36,0.1067309607382162,0.059701966420365,0.0576608887301338,0.5520787135376324,0.048308445370248,0.0225598170189878
37,0.0160038643416639,0.0262908644024287,0.0150511524201749,0.700734067963181,0.0532821639473726,0.0912592133311806
38,0.10564820289764,0.0165807023233469,0.0200643011475286,0.116373518006801,0.1243701842361346,0.0642756738987463
39,0.0300520154824284,0.062996680345707,0.0532212698229548,0.141985475344148,0.0345062342670859,0.122505349361734
40,0.1603122977883705,0.0795547484139177,0.0559485832791658,0.0964071971256681,0.0929938587522442,0.0446356921092349
41,0.0578800836412883,0.07627841946778,0.0652070648958576,0.1503697912479797,0.1052858085561477,0.0541881958381376
42,0.0591264816178062,0.0179723206689947,0.0294956733452223,0.0979289534410538,0.0910291580339131,0.0582782299810303
43,0.0377355790531349,0.0599382195775351,0.0951903891482937,0.139575726140549,0.0258395254702037,0.0339925679267578
44,0.0859856346748111,0.0309255688269802,0.0253747084971052,1.0,0.0428775791479126,0.0985806340840674
45,0.2327032510534302,0.0441668095646916,0.0339238076279721,0.0710525534721162,0.0482620949041156,0.0719398646070973
46,0.0487686539638534,0.0511142636816858,0.0962102850334963,0.3385112392110103,0.0844591271739611,0.0496562660457077
47,0.1059110069917186,0.0266192158103867,0.0238369167834118,0.4510997977045297,1.0,1.0
48,0.4394009144864201,0.035007899870166,0.0475427460489905,1.0,0.0537946519746307,0.043836276306445
49,0.047755369063127,0.0232169104006641,0.0223429521191124,0.2236420029425721,0.1208079802208717,0.077297082914058
