,bucket,delayline,sdelayline,maglattice,mixed,mixed-symmetrical
0,0.0288569973388618,0.0199585286126943,0.0139421536584892,1.0,0.0547586627449018,0.0891975280815509
1,0.0826799438090411,0.0303317142415977,0.033777796806121,1.0,0.0564490499881329,0.0406271233570038
2,0.0163157853977743,0.0781289475135907,0.0784122121760218,0.5952714718255714,0.110791388204376,0.2740155928011301
3,0.0037591196594724,0.0219301532673125,0.0443920299279462,0.6804347564645339,0.1186395793127941,0.1776267401591077
4,0.0110007179112018,0.0239889209336766,0.034687696737207,0.7211730102492558,1.0,0.0639566947309828
5,0.0172177703858806,0.125892449864188,0.0747934303848627,0.2997640855309078,0.0776692126117508,0.0804924457428449
6,0.0159662753079246,0.0365031248511219,0.0548185301285367,1.0,0.9174183260922472,0.665756873667927
7,0.005652818520064,0.09499395678894,0.0408413284013351,0.2976074974174544,0.0452309905691486,0.0525482519387981
8,0.0053093870735831,0.0519588791085591,0.0558168011578353,1.0,0.0451214996034605,0.0662040726948395
9,0.0110872104540156,0.0390193193330914,0.0487912269423248,0.1500092026669814,0.0333994032122769,0.0331888524699311
10,0.0110015808458952,0.0141930024423256,0.0126616592610999,1.0,0.1414831320426259,0.1317185784883523
11,0.0235016917898442,0.0187602812293184,0.020024940452342,1.0,0.0418648546260645,0.0369090300485363
12,0.0039264909892595,0.0341462967685421,0.0258802680418125,0.3029482598013401,0.061505415527204,0.049616520096758
13,0.0293975046084875,0.0213931263968685,0.0193929946436795,0.0830873160942776,0.0700451614390852,0.0724089460667813
14,0.0038457480007698,0.0241381379963589,0.017469016685308,0.189112230796747,0.0365652940965502,0.0367043377081567
15,0.0179704031619922,0.0420756531820124,0.0496294486034709,0.669569966151052,0.2683615503712286,0.019292427943132
16,0.0222901382003495,0.0702929256491675,0.0329910508471954,1.0,0.1252130571549308,0.1634207902427678
17,0.0234978192936054,0.040252478456378,0.0375250939451038,1.0,0.0635403378585016,0.0614155936362448
18,0.0177682614323109,0.1028138312109958,0.1286151715136465,1.0,0.0232495453841873,0.0375774234076418
19,0.0237375378213167,0.031795636877017,0.0713080320108981,0.297560053947526,0.0906152874039774,0.0801166433743724
20,0.033757730520105,0.1018194987986328,0.0650871878866858,0.3655770143442715,0.5041594751617463,1.0
21,0.0243490863243071,0.0367293931333301,0.0699855137525473,0.3672426838701048,0.1029328410354953,0.1005488373857376
22,0.0226053340232894,0.028900177191565,0.0440901648572235,1.0,0.0325789454620192,0.0676037621286837
23,0.0203376980715237,0.0279079373362356,0.0405339096461137,0.1262393143958805,0.0376692434124791,0.0524517631819003
24,0.0238582330396015,0.0586612245823315,0.0330156281490085,0.066455178901176,0.0528666579792795,0.0638599842284685
25,0.0110512510796989,0.0268890263504196,0.016884419488853,0.0652728572376385,0.0457209552217292,0.0481136602491742
26,0.025789933013975,0.0700615981093907,0.0715998222145665,0.2477342201862454,0.946252186250387,0.8545191552296028
27,0.0160474687908742,0.034051412632257,0.0258142079005829,0.1505681454335704,0.0555293083674924,0.0636956560776226
28,0.0385301147753409,0.0323200928008515,0.0499424212811918,1.0,0.1229924414737395,0.1133148622494959
29,0.0293480242026711,0.0654994652042475,0.0700794807060712,0.9902768001315432,0.2675385130154267,0.3462634451225118
30,0.0304380290886392,0.0599879986078571,0.0557614482495863,0.4822683515708607,0.0303349868840889,0.0557923783098334
31,0.0194731764319815,0.1073409847648092,0.105953224975816,1.0,0.0220244022753863,0.0182932248933564
32,0.0181259218466838,0.0100195149393758,0.0766010705628105,1.0,0.5971376687256211,0.6542692064257661
33,0.0096252984722877,0.0470457092677035,0.0562338654896271,1.0,0.0926237508187441,0.1041160622377067
34,0.0138434654561955,0.048680603303669,0.0495276774552947,1.0,0.0650957430372303,0.0781657776811085
35,0.0094940476273856,0.0466423639403702,0.0402245653581218,0.6808282244334342,0.1014555143211606,0.1033415217998528
36,0.0079577772064325,0.0637229818652242,0.0662154640620004,0.6693359860419809,0.0247864724714545,0.0283357988584653
37,0.0115867090786361,0.0239550578598866,0.0218481181658381,0.5736256283806225,0.0223088354449275,0.0235710187945285
38,0.0429173623637133,0.0170128750855357,0.0171101987514145,0.3166158522673576,0.0362809926629244,0.0191386647462042
39,0.0152416673923421,0.0471450743028125,0.0542639188416581,0.0822815200970778,0.0481590971416601,0.0302235219772217
40,0.023053061811795,0.0818801839191502,0.0630377984689129,0.0925654585765485,0.0764782234598933,0.0720294358615338
41,0.004964848751366,0.0594171527062476,0.0588943676919395,0.3345425489388383,0.0475253115800749,0.0423667384895606
42,0.0444699603797434,0.0200619753054296,0.0227150479942121,0.2987942133834081,0.070527758803186,0.1195735117597142
43,0.0295230370577876,0.1168595536679666,0.1017281414821602,0.1139864708164113,0.0208492370696241,0.0184499458888643
44,0.0401610004636475,0.0300366688835712,0.027296135803975,0.435727505164978,0.04104572138825,0.0538714403144812
45,0.0234860615155019,0.0590612493433997,0.0261975862833756,0.2020714838962233,0.04240099879464,0.0752203063138701
46,0.0312003964451469,0.0523001199166139,0.0529347423588225,0.0678030102263146,0.0801139809387501,0.0998649989987395
47,0.0104377874277302,0.0218284868616082,0.0215644402402234,1.0,0.1037177122129368,0.3789804124994804
48,0.0217987451602809,0.0422493761737686,0.0446083812147646,0.824754555717181,0.0515556827101394,0.0482391597313636
49,0.0142911768053487,0.0321443361155064,0.0415061835364696,1.0,0.0937403249908883,0.102886979380205
