,Unnamed: 0,rlb,rbl
0,0,0.1689369392623756,0.0484034804415892
1,1,0.0423336950721698,0.2174259182555566
2,1,0.1263290227052084,0.1477888954612505
3,1,0.3466764667372538,0.0305099708549568
4,1,0.1013902777727986,0.2308450437090546
5,1,0.0124598553048042,0.2467818057581236
6,1,0.1709051644206194,0.3137281690994962
7,1,0.303447987636213,0.2363034313485391
8,1,0.1965757327873079,0.2651762216885238
9,1,0.3215052982303031,0.1866145032082445
10,1,0.3851948980382078,0.1880053083739131
11,1,0.0993099225839544,0.2271390571182754
12,1,0.2064039418035391,0.090331888412509
13,1,0.2762608146627818,0.248528064827511
14,1,0.014618862164133,0.1235571567901254
15,1,0.1158841100663307,0.1339923065739608
16,1,0.059043015092572,0.1714741981418654
17,1,0.0317264976009494,0.2417383532650279
18,1,0.2760253830696725,0.0545143670130131
19,1,0.1010960746239163,0.255939214983836
20,1,0.1600910413887557,0.147360787240757
21,1,0.0107913452456976,0.142368722083806
22,1,0.2462532333953082,0.1820656367315161
23,1,0.3394122168699848,0.1404615377311673
24,1,0.0057034701902,0.1715608821989523
25,1,0.1542435740093898,0.1813167722737916
26,1,0.1497971902740262,0.1639304475853812
27,1,0.0983855894017405,0.0618978745604012
28,1,0.2450484196103833,0.1275229279415941
29,1,0.028483989342523,0.0168747221670225
30,1,0.0049810392507103,0.1860812212225101
31,1,0.2813965243217486,0.0997368628462611
32,1,0.1714438588576464,0.1035724120232896
33,1,0.2425382335877236,0.207538021841586
34,1,0.1285579722542554,0.2234642851879642
35,1,0.0165744661083311,0.0950366467080646
36,1,0.2518008605894695,0.0619968666010176
37,1,0.2705571096108352,0.1850322730280308
38,1,0.2286848922616708,0.1392511335474938
39,1,0.2466006361944507,0.1977005902113466
40,1,0.1601363153979094,0.2258042765367556
41,1,0.2446596834310287,0.0776211303808598
42,1,0.0165817013266582,0.1782693944892747
43,1,0.249680741412671,0.1668595128239685
44,1,0.2554334815426835,0.2599026923632367
45,1,0.2838835095067471,0.2788027653937815
46,1,0.0860118106790197,0.2219926677853501
47,1,0.2105331190774291,0.2151600557474761
48,1,0.2972303863280852,0.2758062093079144
49,1,0.2063137848879967,0.6213751632065371
