,Unnamed: 0,bucket,ring,lattice
0,0,0.6753777844858401,0.0007285521765689,0.0959609580375204
1,1,0.3482517567188025,0.0007376833102275,0.0007529083374307
2,1,0.4045905690366339,0.0007342641651822,0.047936968412344
3,1,0.5002664765423765,0.0007335653805271,0.0688176981820577
4,1,0.5964299276794365,0.0007556349240065,0.0996201217572722
5,1,0.2911627553259646,0.0007326256624132,0.0435092211869623
6,1,0.5747331294734359,0.0007398230807065,0.1204548623163196
7,1,0.7179806628063892,0.0007370384537991,0.0292928345443128
8,1,0.61002474976771,0.0007320325802828,0.063212839059293
9,1,0.6457247548617505,0.0007347332793782,0.0866609391605613
10,1,0.7114749777670833,0.0007329324602356,0.0398685196882115
11,1,0.4213292923907207,0.0007398753815746,0.1032077293707392
12,1,0.693278765859295,0.0007338201536912,0.147176096680164
13,1,0.5443421476492438,0.0007345030644489,0.0819802489075253
14,1,0.4379879931952427,0.0007319486609259,0.0832358541969987
15,1,0.3907332528891299,0.0007298564390445,0.0439434552529826
16,1,0.3470986156533088,0.0007320912824694,0.0374332013100933
17,1,0.5019629247255949,0.0007297704807406,0.1241326424362366
18,1,0.6028752461868034,0.0007337825638959,0.087065214403704
19,1,0.4500865238357763,0.000732009884029,0.1304300867130401
20,1,0.4409724469570188,0.0007315067117615,0.0860134654564523
21,1,0.519757152413733,0.0007184554560924,0.0414498256984582
22,1,0.6788256524341388,0.0007299350724064,0.1227078002200868
23,1,0.7922876920472782,0.0007259446013977,0.1160082965671385
24,1,0.5586546986377602,0.0007297111633083,0.0712650815430442
25,1,0.6436940103656015,0.0007428861017988,0.0316060085910416
26,1,0.6582629986483642,0.0007291663103147,0.0065775251337506
27,1,0.3101138063287346,0.0007491373953332,0.0333841908341555
28,1,0.4635852446932014,0.0007320167981249,0.1657578195312687
29,1,0.4287699336920368,0.0007313552554741,0.0075622398066302
30,1,0.0465742502210726,0.0007320390666278,0.1302852609408445
31,1,0.5842951735604865,0.0007331331700805,0.0867705757912766
32,1,0.5004579436482014,0.0007337921398702,0.0867154066560804
33,1,0.4020174404540983,0.0007547931612932,0.0222949331369046
34,1,0.5193483095293258,0.0007286541662364,0.0119814194653331
35,1,0.7190053315796257,0.0007363244454301,0.0183738156014171
36,1,0.1954010966056295,0.0007300157234154,0.0275784641747109
37,1,0.6329049829881281,0.0007355715566717,0.0074810615131101
38,1,0.5524728648650526,0.0007347029102552,0.0207015870636272
39,1,0.7080538483503723,0.0007350587364904,0.0122432910603608
40,1,0.5570084702445751,0.0007296814950207,0.0561211167426001
41,1,0.5128007167114687,0.0007352870227222,0.0096472457922123
42,1,0.3705847217946092,0.0007432644430183,0.0253657530109421
43,1,0.4124645047578737,0.0007334495633085,0.0044900367226607
44,1,0.7255740096403342,0.0007335126212446,0.0496296165608271
45,1,0.4634743123725727,0.0007276911657249,0.0434114504121887
46,1,0.6558039646914934,0.0007361379133791,0.0506993175979619
47,1,0.5766854142189245,0.0007344505638635,0.0873894430460107
48,1,0.6566842392784131,0.000735155905164,0.064041637836532
49,1,0.5398342828979367,0.0007379261030655,0.0267367109030967
