,Unnamed: 0,bucket,ring,lattice
0,0,0.2617090663593401,0.6247712061669102,0.5254540253554323
1,1,0.1424635235499342,0.6235104494362703,0.0712532702998503
2,1,0.256261703428013,0.6353327416749274,0.0730335125136008
3,1,0.3223200186259436,0.6405910183054522,0.4536527093328444
4,1,0.3166136522285462,0.6324642295596159,0.0958140447066977
5,1,0.2413391139499571,0.6255555119524898,0.4010012009082567
6,1,0.1505071126215646,0.637306761144703,0.2694023278821164
7,1,0.346521927574361,0.6383151961502511,0.4637194907877179
8,1,0.387244442507085,0.631278158610625,0.6167531985010318
9,1,0.3960246148706142,0.6418786637694618,0.5404104536919588
10,1,0.448839820775992,0.6624609593806545,0.2080054785642086
11,1,0.207397026335964,0.6343319662382035,0.5157509263283415
12,1,0.3834953860739112,0.6292828205462873,0.4170888333079411
13,1,0.4056505491160153,0.6238274782362317,0.5318269810374392
14,1,0.2706342535602161,0.6384162765000203,0.355269854733662
15,1,0.1570420444530846,0.6319692995455696,0.1117005962103336
16,1,0.1889915153668492,0.6333083295823617,0.1768646929723676
17,1,0.3187794212810757,0.6376346822021913,0.5637617559134787
18,1,0.3592354524846889,0.6439338546397708,0.618050258950184
19,1,0.1082470432729417,0.6332078362263759,0.5506773735883241
20,1,0.2740149723952093,0.6438023489137938,0.2975807130862001
21,1,0.3015899055025531,0.6387598704728739,0.2391463192620831
22,1,0.3640871571649442,0.6397728016930454,0.3856824691634368
23,1,0.3946245207155292,0.6354513137591038,0.1448943118352231
24,1,0.3745556198664891,0.62369009816129,0.5181419801180713
25,1,0.3556128859930496,0.6497559942174903,0.5798475116747938
26,1,0.3521111135984184,0.604271427233225,0.1370289931239773
27,1,0.2262563344365987,0.6794128671209113,0.3380921133569977
28,1,0.3193714448630594,0.6503290035349704,0.3229232244889033
29,1,0.3585403601808576,0.62871800749141,0.1610810523863888
30,1,0.1610835379131491,0.6395165049564528,0.6154727160930256
31,1,0.3078755995393673,0.6360573310980933,0.3842264381125477
32,1,0.3348777314028295,0.6453120370568978,0.2481318938248198
33,1,0.2155714072693016,0.6566021281377525,0.4326041791338099
34,1,0.2557191588683851,0.6446755298862417,0.4339498797476516
35,1,0.4628110485503499,0.6314813511733368,0.2179622595685442
36,1,0.2603774402194552,0.6336026750151061,0.0795811597592761
37,1,0.3181565236525486,0.6239475604575325,0.1607369218099981
38,1,0.3883909949368561,0.634077812715967,0.4046570974244945
39,1,0.3820082557051699,0.6291517194559479,0.1657225548771743
40,1,0.3247892159661062,0.6395156566140154,0.3339170620628827
41,1,0.2871932996213275,0.6358929015457131,0.2827145972571528
42,1,0.0398858032780211,0.6720640109656095,0.224195799586631
43,1,0.3302020210925024,0.6384753580182184,0.2569065578750177
44,1,0.3585538160128627,0.6421901873833052,0.2786543087119526
45,1,0.2400532983146989,0.6379022702490171,0.2197744254903669
46,1,0.3091966421059032,0.6292705254216339,0.6267993674792415
47,1,0.0823575564303266,0.6231837485820949,0.3144757271564235
48,1,0.3796282358048046,0.6293898637128107,0.4078323918313111
49,1,0.2387750847989299,0.627446508209833,0.5474439767031538
