,Unnamed: 0,rlb,rbl
0,0,0.000747229857747,0.000737882819497
1,1,0.0007380877164237,0.0007376350674005
2,1,0.0007364003964011,0.0007422804387427
3,1,0.0007387766909753,0.0007388051971498
4,1,0.0007346420805349,0.0007330930948401
5,1,0.0007437312072965,0.000737796391951
6,1,0.0007433479882832,0.0007377781532971
7,1,0.0007522024318444,0.0007441542677515
8,1,0.0007332663983207,0.0007305520926498
9,1,0.0007422173325933,0.0007529392103768
10,1,0.0007335307308667,0.0007334411609347
11,1,0.0007442098150392,0.0007308187987651
12,1,0.0007324839005123,0.0007335264042431
13,1,0.0007299709526729,0.0007318141118146
14,1,0.0007422330330722,0.0007355605784269
15,1,0.0007328476405108,0.0007370028132352
16,1,0.000737924621527,0.0007357038294081
17,1,0.0007239673360258,0.0007225919008413
18,1,0.0007327193069525,0.0007557928575943
19,1,0.0007403017621413,0.0007309286638041
20,1,0.0007379813091257,0.0007383888625239
21,1,0.0007818331024811,0.0007433934543001
22,1,0.0007442403202391,0.0007454384349108
23,1,0.0007717168444975,0.000735969155737
24,1,0.0011738463974728,0.0007405050355183
25,1,0.0007312021092049,0.0007368910512391
26,1,0.0007336568140434,0.0007300552898263
27,1,0.0007300054972908,0.0007344920722428
28,1,0.0007442564161736,0.0007319919569911
29,1,0.0014686691652303,0.0007878220034131
30,1,0.0008014995941203,0.0007360759111759
31,1,0.0007407557573244,0.0007270446729077
32,1,0.0007577548359906,0.0007478496411138
33,1,0.0007538105873651,0.0007510665121511
34,1,0.0007372950289544,0.0007335326495042
35,1,0.0007325383059,0.0007361460574182
36,1,0.0007296044928629,0.0007332356204843
37,1,0.0007379947253901,0.0007320423988175
38,1,0.000731694292394,0.0007329883725929
39,1,0.0007506193953009,0.0007490174288198
40,1,0.0007434979336202,0.0007499530799841
41,1,0.0007291107163354,0.0007346126564757
42,1,0.0007536355151853,0.0007360971238354
43,1,0.000737379962133,0.0007337088588124
44,1,0.0007418737942013,0.0007514951124956
45,1,0.0007470098487363,0.0007375409111175
46,1,0.0007326089888463,0.0007339079820609
47,1,0.0007360884862346,0.0007446308953072
48,1,0.0007322979162041,0.000728848670499
49,1,0.0007260951382476,0.0008038089745683
