,Unnamed: 0,rlb,rbl
0,0,0.1843330141977725,0.0362024508000026
1,1,0.1020939105217563,0.0167410423293432
2,1,0.2100198634930469,0.0119919216907171
3,1,0.238077136792677,0.0566602875589124
4,1,0.2881129554932373,0.0420116099706735
5,1,0.2730013675599185,0.044289214668306
6,1,0.2127091082925004,0.0331414227539005
7,1,0.2983342301384997,0.0253433389680759
8,1,0.103780681049358,0.0482959540006749
9,1,0.2678673915113038,0.0392567629468582
10,1,0.2537716640566237,0.0570132328311369
11,1,0.2636853458286812,0.0518664014855786
12,1,0.2076437273912485,0.0197661961067471
13,1,0.254024164770489,0.029947588951927
14,1,0.1871888769928926,0.0167414077522789
15,1,0.138039686298398,0.0094126193460204
16,1,0.0980606894588249,0.0430796232378888
17,1,0.0830788052136823,0.0703087339272862
18,1,0.3285677690346259,0.0446365785474905
19,1,0.0867740057661384,0.0361116117701483
20,1,0.1911916988494962,0.0172830930170468
21,1,0.1924997085897965,0.0486142916984369
22,1,0.2528171287641766,0.0690958577158822
23,1,0.2668700040775777,0.0018786319079909
24,1,0.1862575143505201,0.0896878971738255
25,1,0.1315843353012489,0.0630447745482935
26,1,0.1264320871911388,0.0060370947205233
27,1,0.1800863220026287,0.0042577424716347
28,1,0.22663238415619,0.0471575062079757
29,1,0.1783265740556978,0.0129497986736312
30,1,0.099593461239787,0.0526818515278091
31,1,0.1795533273081905,0.0355015200148216
32,1,0.1361030132290164,0.0187002325889867
33,1,0.2715032337388163,0.0063995050288668
34,1,0.1764212681135716,0.0238079232739556
35,1,0.220937455752479,0.027518864663262
36,1,0.230052051311125,0.0140744711012555
37,1,0.2236796569591078,0.04762744870837
38,1,0.2549378560580015,0.0145056760176773
39,1,0.2169696358896581,0.1140035934493623
40,1,0.3859426874347069,0.0831779050917677
41,1,0.2116200506560933,0.0164053140275888
42,1,0.1780866769234038,0.0348720804743899
43,1,0.2804782658858329,0.0473687247932564
44,1,0.3006327602201768,0.0082318122789117
45,1,0.3520010614493316,0.0391825369040478
46,1,0.1951565981298272,0.0560055925753184
47,1,0.1356698341699613,0.1566079213521756
48,1,0.2607803612312851,0.0203931826820641
49,1,0.2648550969535116,0.0224868948635934
