,Unnamed: 0,brl heart,lrb heart,brl chest,lrb chest,brl blood,lrb blood
0,0,0.4589586696999704,0.3668123177449414,0.8199321614034552,0.8118791929856743,0.1437146559616965,0.2270154430499611
1,1,0.3586493825769979,0.402456679435532,0.849041466190674,0.8013090893701221,0.1233721435077943,0.207840598632735
2,1,0.4746883072653488,0.3972430316035534,0.7939490748438424,0.7968391683170514,0.1129730278983212,0.2515435478241544
3,1,0.4491047561302628,0.3662362467583636,0.8860985900293571,0.8645534895934824,0.1542974960123166,0.1209477140759935
4,1,0.4780709015110829,0.3667273898448628,0.8429458189772383,0.8125252652459581,0.1102468221777581,0.2822582044941787
5,1,0.5342119148739212,0.3758130138882629,0.869829536652035,0.8118624754094832,0.1967772855724287,0.2642533862578731
6,1,0.4903824756714791,0.374074222994311,0.79409520019979,0.7982939356859984,0.1049523586536666,0.1759736461681844
7,1,0.5421669410233946,0.4179813621269888,0.854959924125044,0.9819264512837969,0.1131963532522569,0.4365732693429612
8,1,0.4507469802186576,0.3742216888512914,0.7941053534603533,0.7849292260464631,0.1212503169876622,0.2576045483277061
9,1,0.5014151542722202,0.37483873290503,0.8159693490687804,0.8375791045144073,0.1324847418059235,0.3128677225520123
10,1,0.4810443895504166,0.37675080504304,0.979745711695812,0.8414967737721895,0.2053750967790967,0.121535309823084
11,1,0.5330819279573039,0.3824186873416621,0.7862800071744578,0.7793709275317474,0.1709337314037087,0.1905381953294053
12,1,0.3710979576359854,0.3727492292615141,0.8179518060152844,0.8469268842544759,0.1043775425351916,0.3453442230815794
13,1,0.4180927652745279,0.3792453218907389,0.8757869432687138,0.8336175766806925,0.1305256964216814,0.2299304745759608
14,1,0.5718527125009129,0.3737238469184422,0.8844668983280763,0.8082448747590494,0.1781359292475462,0.2265353943177912
15,1,0.3916501413993155,0.3857648079625392,0.8263389141130613,0.8252364567500029,0.1193586706778765,0.2893692953180473
16,1,0.5032164256707586,0.3700329891928393,0.8077520964712296,0.8470125499736467,0.1213861438729953,0.2421112859147263
17,1,0.425338846454426,0.3883240049514621,0.8080622968181456,0.8196344253597713,0.1656884715814416,0.1973902947608286
18,1,0.4693776711416845,0.3711077832897507,0.8079905226388678,0.7994939738264507,0.1222273084245384,0.3104827976242142
19,1,0.4722933136858055,0.4580314119520476,0.79243166553476,0.7819687999890894,0.1244696395471238,0.2517638751849608
20,1,0.5514967845493981,0.3923971763909122,0.8364175902770437,0.8576183764745174,0.1403470621664068,0.1788583824235494
21,1,0.4047456886890533,0.3793480053045204,0.7991327019158382,0.7990992989393803,0.175804305122275,0.2708265563667133
22,1,0.4561921709905377,0.5565465541384917,0.7885022236949472,0.996832154331604,0.1602514383358363,0.2295508277751743
23,1,1.0,0.418306280738052,1.0,1.0,0.3233518665581027,0.6160967511365791
24,1,0.4141640983260707,0.4151002795840547,0.788605619094386,0.7854596791048667,0.1042461481694558,0.3608094480762516
25,1,0.5187264809407065,0.3860360467644014,0.7959550914699802,0.7966894140116566,0.1126103492195537,0.2907418401149392
26,1,0.4630612288206075,0.3913109302677624,0.7897640968627058,0.8623370272846959,0.1064552087263948,0.1793371425173109
27,1,0.4216532041180261,0.3815195324315715,0.8242149699091301,0.8256457832078059,0.1187346639528538,0.3439469774308875
28,1,0.421519523190655,0.3876571771338132,0.8412824488747763,0.8151957307646903,0.1275355456062882,0.1655879025517964
29,1,0.4640189481204167,0.3661472720188696,0.8163838972310045,0.8370904520702318,0.1155786886064762,0.2112574049748783
30,1,0.4767166790704179,0.5248967564940764,0.7907137541225746,0.9873724554026956,0.1503362195882223,0.1838593819221417
31,1,0.4594300124407635,1.0,0.8154145991875902,1.0,0.1160092577238058,1.0
32,1,0.4281662150366715,0.4115661074482703,0.8137601263612145,0.7753767345450978,0.107426863458324,0.2803702601963434
