,Unnamed: 0,brl heart,lrb heart,brl chest,lrb chest,brl blood,lrb blood
0,0,0.3612817938335649,0.3544870487323842,0.935603726401101,0.9697673656691947,0.1172768984178879,0.250989012276235
1,1,0.3628247835311047,0.3578672797097755,0.8994428229316482,0.8666860115883455,0.1236849857536955,0.1157417999929566
2,1,0.3593578365957627,0.3677736777384705,0.8298716825592348,0.8620430058967155,0.1193181621424997,0.118508922456858
3,1,0.3672032970139308,0.3537424459534834,1.0,1.0,0.1205623074705354,0.1093132705087333
4,1,0.3572721364312365,0.3660868873714214,1.0,1.0,0.1131652909537316,0.2334199739854
5,1,0.3585733570255295,0.3504167228528275,0.9567841072854814,0.9576999254024392,0.1100062957763535,0.1141475412836573
6,1,0.3676959413020169,0.3644783229091833,0.9275231446010526,1.0,0.1379691918294741,0.1140606516038086
7,1,0.3523439289975358,0.3448369209047856,1.0,0.8988047877234965,0.1144462744923584,0.1140129031682895
8,1,0.35959856890099,0.3624592347326065,1.0,0.8807371459001229,0.1153650191159434,0.1193377469290103
9,1,0.354252220402269,0.3568551929983508,0.9118892715775782,0.919404593029574,0.1188669406455466,0.118083833490806
10,1,0.8604124584623614,0.3665306890579729,1.0,0.9408755063481858,0.3808108538663993,0.1162620832857486
11,1,0.3609796023804645,0.364093058426585,0.9949448625335796,0.9125585996090366,0.1129124155105208,0.1166568337283567
12,1,0.3596006389425158,0.4742616594741743,0.9336940261026314,1.0,0.1123781806200761,0.3137238782373003
13,1,0.3689744176220568,0.3603895260495631,1.0,1.0,0.1198082164200437,0.1161947519570256
14,1,0.352020028952155,0.3498649879254615,0.982358009359244,0.964725231857962,0.1206421901163122,0.1199808675787296
15,1,0.5613047591028214,0.3526747358621108,1.0,1.0,0.185748300330183,0.1207260697938089
16,1,0.3642558883757709,0.3663048844227587,0.9523321205593692,1.0,0.1158181237277041,0.1141436445882913
17,1,0.3704453990901431,0.3549221656314823,1.0,1.0,0.109435269484605,0.1189240610576691
18,1,0.3529489766904036,0.4219698505161864,0.8532336287214067,1.0,0.1139890624841629,0.1178936404800364
19,1,0.3630534220689586,0.3666755951269286,0.9630577251468532,0.8923218503903964,0.1131127225690328,0.1166616405647159
20,1,0.3419077646447654,0.45042851083215,1.0,1.0,0.1095737953191764,0.1170224074673818
21,1,0.3787008860705303,0.3456454910953785,1.0,0.999373845470952,0.1765055702798363,0.1197280503237821
22,1,0.3752444564893789,0.3522094000937135,1.0,0.9627015120173692,0.1197228968866947,0.1185365607524636
23,1,0.3558571855613664,0.3558181169032022,0.954258386180413,1.0,0.1135938108629801,0.1126591153341761
24,1,0.366450994840992,0.3754865697899842,1.0,1.0,0.1181785407920003,0.1202601963085159
25,1,0.3693662786967367,0.3651392047134854,0.9568347221564036,1.0,0.1150114849195233,0.1220838315790233
26,1,0.3585887099438959,0.3594501291986161,1.0,1.0,0.1129166384242787,0.1070507146513201
27,1,0.3621622654393431,0.3484003290795173,0.9259291555316752,0.9762728961945348,0.1152098083628787,0.1181318166804626
28,1,0.3683188663376544,0.3594915924151997,0.9612984765213312,0.8950103660961444,0.117058863057395,0.1122713251610339
29,1,0.3666344583281362,0.3552146450938265,1.0,0.8804778893836162,0.1166481549172677,0.1135211309508502
30,1,0.3492602644253458,0.4695398864426418,1.0,1.0,0.1137201852575327,0.1287195696117176
31,1,0.35573498542836,0.3608101615840325,0.9990904739097328,1.0,0.1155823374922229,0.1173407321827239
32,1,0.3541593114285999,0.3551966559739327,0.8743995461556735,0.961920712659356,0.1192021519799415,0.1166041900808148
33,1,0.3603051901623872,0.3620261268291533,1.0,1.0,0.1227265276385607,0.1058554057002856
34,1,0.3594881976490572,0.3588281257688194,0.985001975740992,0.8572990803864985,0.1190793665958695,0.1202415645568462
35,1,0.3524137551979084,0.3642488185054743,1.0,1.0,0.1159340183644305,0.1166192916295636
36,1,0.3482123113908562,0.3499374228240297,0.9071705300492828,1.0,0.1164241480365729,0.1159245365540295
37,1,0.3481163951496132,0.3630969720321542,1.0,1.0,0.1131143422162299,0.1188876904973326
38,1,0.3590241051922495,0.3652312474146028,0.9136449501208262,1.0,0.1157918597874543,0.150711747371345
39,1,0.3528834509133236,0.3532795924446746,0.9566367189071724,1.0,0.124225382989042,0.1205612515700337
40,1,0.3615632255793721,0.3555331403083251,1.0,0.9779303913876374,0.1264397637485661,0.1168855786113795
41,1,0.3509190456459902,0.3466608836724838,0.8975075810539511,0.9814842944003928,0.1165474570014009,0.120885644737845
42,1,0.3739218171091549,0.3816119105080343,0.970670293257652,1.0,0.1093669430567384,0.1134922214310052
43,1,0.3519598805396758,0.3566375310044958,0.9030681911502758,0.9615684121390988,0.1144356446267749,0.1126914854050012
44,1,0.3762925120347146,0.3710572267515092,1.0,0.935749786709992,0.1438226388936105,0.1255516704255071
45,1,0.3694511765372075,0.3564173964811186,1.0,0.9135964716578312,0.1181423149623885,0.1149102399979859
46,1,0.3531671728728957,0.3779339868818327,0.9470564179143486,1.0,0.1132208718873666,0.1916483689161077
47,1,0.3872932344358057,0.3620004613385827,1.0,0.8790914829723252,0.2109066349744823,0.1240358896738156
48,1,0.3754475683139778,0.4850588785660021,1.0,1.0,0.1105258728332917,0.1501382283563007
49,1,0.3677182769316716,0.3832634450395203,0.9592260376278912,0.856993310571595,0.1187913115762638,0.1234276017579896
