,Unnamed: 0,brl heart,brl chest,brl blood,lrb heart,lrb chest,lrb blood
0,0,0.3604805085320413,0.8540559212950875,0.3259370001047469,0.4729865610816598,0.8182039881174223,0.1310333663340464
1,1,0.3618852336925167,0.8205804321577447,0.459827502884829,0.4398442163383881,0.8161239581151559,0.135906334710844
2,1,0.3657472767603497,0.8152129373171347,0.3844987434361591,0.4471701282022666,0.8234293113703777,0.1233089412663172
3,1,0.3664084114429343,0.8304232393069036,0.3775951807411898,0.4523966866094246,0.8442867826650132,0.1364876056398143
4,1,0.3635839054199699,0.8161194054069248,0.4061015607937364,0.4338476326097006,0.8288266426098928,0.1242181267888678
5,1,0.3648787055933554,0.808343933597489,0.3672806775579915,0.4332266575769916,0.8397648262308248,0.1240116784527284
6,1,0.3627358292735748,0.7747786774587659,0.2385381825073135,0.4339719501793874,0.7744163644191033,0.1268097858578979
7,1,0.3681760765366576,0.8253132710804394,0.4566216834912305,0.4590182557550842,0.8261660168171269,0.1273474535779447
8,1,0.3668200954004282,0.8010195237475388,0.4088658428914081,0.4376444584516518,0.8019338947997995,0.1266369679748429
9,1,0.3626299805969645,0.8507087660209177,0.3657484993916643,0.4421065933180487,0.9127048082134788,0.1464970675537986
10,1,0.3639338639885112,0.7824117263216045,0.3339374682647355,0.4415086943824139,0.8683330382293187,0.1230417636573025
11,1,0.3715044019059659,0.8060989395284613,0.3683964681975259,0.4572216009330349,0.7621371236755387,0.1302375344158736
12,1,0.3645739588433822,0.7749273413052672,0.4357771803756471,0.4645991922810632,0.8005394609353177,0.1305941138375385
13,1,0.3639159225779351,0.8418175525590149,0.4215546041212765,0.4610554518858773,0.8277778748204746,0.1288943527143624
14,1,0.371492026942034,0.8404133520375995,0.393495378013426,0.4699654274407706,0.8066293973609928,0.1469150282215831
15,1,0.367913751781417,0.8061932420691323,0.5080439307876227,0.4703617282084406,0.8138281821623083,0.1327883690652069
16,1,0.3635482289228012,0.8188075405436702,0.3057962640148656,0.4457391882713835,0.7974331331437953,0.1254062884989162
17,1,0.3610865543040651,0.7922173251177252,0.3004031315754468,0.4294597251278157,0.8286008566014536,0.1218468714375573
18,1,0.3750250471626887,0.8045647954114608,0.4577019310845312,0.4620328503227442,0.8025677079046862,0.1420663134235237
19,1,0.3635661756839871,0.7742144554662883,0.3426777664251684,0.4772150395338752,0.7987559900755219,0.1234136277991963
20,1,0.3635773956237423,0.7944911931425399,0.4691661739074341,0.4368584574167736,0.8108784169550448,0.1135122224144869
21,1,0.3695032548083748,0.7782499604799548,0.447505489122376,0.4604466533570675,0.77096862659626,0.1318017799568527
22,1,0.3628673493142058,0.8878079787701004,0.3937302338547404,0.4369386219807881,0.7735322635124798,0.1294658299779034
23,1,0.355131856763039,0.7767593728631261,0.4177273282474856,0.4386824892767124,0.7685501169989305,0.1263035666004436
24,1,0.3637367271949028,0.7877498604307188,0.3457100837605729,0.4556888238634434,0.7675217092964263,0.1192686872610197
25,1,0.3652370004367129,0.7809204238384727,0.3543247343661224,0.4374066508256239,0.7776192609655711,0.1194952413001137
26,1,0.362721837970044,0.766520110283591,0.5028508845374139,0.4722364839610644,0.7914860910084011,0.117393103787437
27,1,0.3631354383799051,0.856107371245294,0.456567275760883,0.4817453574095937,0.8406280285019078,0.1327380403017797
28,1,0.3729249992438552,0.8276423868549204,0.3609959633846847,0.4459064016150912,0.793978402489848,0.1274882677921615
29,1,0.3729788579096019,0.7825470630079441,0.411392779952012,0.4400121870114455,0.7950882598505612,0.1218703224721571
30,1,0.3678564031044106,0.7975499774224709,0.4667130957365518,0.4334021014826929,0.8145092994542419,0.1269784022556039
31,1,0.3703742303527924,0.7965734130263754,0.4235385616269768,0.5080960872038055,0.7779950231913478,0.1205679117129544
32,1,0.3654386933308567,0.7994409876475993,0.3800352329392124,0.4518174296004171,0.7832000060142918,0.1249825705976974
33,1,0.365904152391593,0.8155240479804828,0.4167163791106676,0.4577867429136615,0.834075816672491,0.138619496939166
