,Unnamed: 0,bucket heart,ring heart,lattice heart,bucket chest,ring chest,lattice chest,bucket blood,ring blood,lattice blood
0,0,0.5909768486502052,1.0,0.3594479423522145,0.9681008286500342,1.0,0.9245366231557436,0.3899772956529299,1.0,0.1711488462919783
1,1,0.4076347440607455,0.4049380367374795,0.3749965137447397,0.9490179255676274,1.0,0.8828890521395398,0.2858127173790366,0.2091361905786984,0.1051187111709251
2,1,0.4941123933759795,0.3731379383389978,0.3730593285269165,1.0,0.9140564254653794,0.8571212957789363,0.2903026566312625,0.1308881329100665,0.1239599707866576
3,1,0.493569921177705,0.3651029334763601,0.3588982202711793,1.0,0.9516686475322668,0.8192082000067583,0.4090650923194596,0.1311388862130524,0.1530617666271029
4,1,0.6447896787446619,1.0,0.363622105247733,1.0,1.0,0.9809376028866756,0.3963088882750276,1.0,0.116692842920714
5,1,0.4285772258521013,0.3531017679020556,0.3792503400299154,0.9339266781287114,0.8934208904818881,0.8734911645243257,0.2928025216493751,0.1223610007419343,0.1163498302754164
6,1,0.60845420280545,0.4097224709824213,0.3663614091374037,1.0,0.936520109328062,0.8777230636217184,0.26081801315813,0.1660235124919785,0.1166756391417047
7,1,0.6745642709877194,1.0,0.3871693321826371,1.0,1.0,0.8374611668452547,0.4927383975439102,1.0,0.1155244970011954
8,1,0.5541468621944261,1.0,0.3900344554798016,1.0,1.0,0.8803698996139359,0.4179103426393631,1.0,0.1540565350621234
9,1,0.641569411192873,0.456582467554535,0.3597018161162583,1.0,1.0,0.8705869251534981,0.5132889393055342,0.1552798015160612,0.1380219257567026
10,1,0.5626964412658704,0.3628442118555979,0.3639704705049976,1.0,0.8284717848540293,0.8605545996510896,0.5528327978854517,0.1278073586206302,0.1228226056274364
11,1,0.5330690891753856,1.0,0.3877184628886535,1.0,1.0,0.9224004159431304,0.2821734386041756,1.0,0.7292434714002952
12,1,0.65065660195489,1.0,0.3655235698939268,1.0,1.0,0.9702883837515582,0.5194535793847477,1.0,0.1163302014772867
13,1,0.538099181413589,0.3977986981554317,0.3909378676514858,1.0,0.934633333966156,0.9002466768004789,0.5718905214899476,0.1183627688957299,0.1439643234178249
14,1,0.4987494675733588,0.3840760442256588,0.3771652091526392,1.0,0.9028269140313704,0.9078122948559564,0.3285357300235921,0.1374557175373666,0.1179229115725727
15,1,0.470575436323873,0.3942035840289198,0.3799009798492986,1.0,0.8819591957918982,0.8663292662552352,0.2738202627524235,0.1184784962162556,0.1118882337186762
16,1,0.5008218015264577,1.0,0.3617528553918354,1.0,1.0,0.8641272525039141,0.3173858968865581,1.0,0.1162562585043408
17,1,0.5208319453084078,0.348242054700102,0.3862970499854264,1.0,0.8969104014513684,0.8558567570658623,0.484502216071648,0.1283391108739108,0.1871815252309217
18,1,0.5405655881516839,0.3641300414433825,1.0,0.8904415113037405,0.822294421156252,1.0,0.4067541789774646,0.1450438269101625,0.3436664598652121
19,1,0.5181601832791533,0.3753896413246294,0.4183270222239619,1.0,0.9544893258251472,0.8531657960493437,0.334135272714995,0.1311146755930014,0.1276020849340474
20,1,0.5639216593039748,0.485637616149233,0.3914918335047549,1.0,1.0,0.8958990108699602,0.3465395919967886,0.1539068717864767,0.1214980116509175
21,1,0.501309870444074,0.502254947857051,0.3695017748822678,1.0,1.0,1.0,0.3649632697707194,0.1942322118218905,0.1749808978088846
22,1,0.6146645616718088,0.3748674459427811,0.3884459374064024,1.0,0.9762497098465508,0.8927071313115686,0.4569445374813225,0.1459802806477254,0.1512006610803238
23,1,0.591619111573814,1.0,0.4168152549511153,1.0,1.0,0.8984362062869489,0.5021369998987669,1.0,0.1114455812752681
24,1,0.6043530217316302,1.0,0.3757206651633704,1.0,1.0,0.8815118958033435,0.5430051548503648,1.0,0.1107951814217858
25,1,0.6205591661739281,1.0,0.3829287434105529,1.0,1.0,0.8436835196115215,0.4228006133830941,1.0,0.1209197286334317
26,1,0.6234776643413664,0.3494456506349091,0.3830846660855396,1.0,0.9281852861951044,0.878431239627268,0.40939771273754,0.1243037627314174,0.1114981642620604
27,1,0.4645527616577734,1.0,0.3884552201848667,1.0,1.0,0.980694774859621,0.3135700964466787,0.310426902998563,0.1315678976874415
28,1,0.4939748337187421,1.0,0.3678184274652853,1.0,1.0,0.8226491584990119,0.3953391262620929,1.0,0.1499932613549451
29,1,0.4912428856442343,0.768986707592235,0.3967821929244235,0.9553652340529686,0.9528566944126396,0.98088881231152,0.2485801066392497,0.2353204357384197,0.1664691119615455
30,1,0.3853699277276837,0.4526598248037264,0.3989262969046321,0.8896587714984149,0.9676324114681896,0.8117488891903415,0.1121433710954111,0.1687656985010354,0.2019201476321237
31,1,0.5595391778537016,0.4595837152364931,0.3703461447685032,1.0,0.933830625815924,0.9349726983221448,0.5058150076909234,0.1512732936982407,0.1203088115476397
32,1,0.5313502912816105,0.4525011042959249,0.3921368627595577,0.975218827997292,1.0,0.8276544988489409,0.4451506020210964,0.1466959852152441,0.1085387629863513
33,1,0.4716922934209807,0.4257435451480802,0.366051264526284,1.0,0.8564939161975704,0.8113237973941646,0.2849889065353189,0.1423813715115454,0.1248154454593922
34,1,0.4874121513434946,0.4033591746643261,0.5542204695101532,1.0,0.8270929609627357,1.0,0.3245324394228224,0.1494145093690627,1.0
35,1,0.66565047740837,0.5158679344674795,0.3700492624912797,1.0,1.0,0.8684121423133803,0.6059089741444642,0.230963453096026,0.1238273083365271
36,1,0.4408070947991805,0.3577927633656707,0.3624033598908541,1.0,0.8814538820317513,0.8476598354157807,0.2262870004144974,0.1324584815951355,0.1092508125951672
37,1,0.5649378664888057,0.3862208590511584,0.4012721733061224,1.0,0.929531770055376,1.0,0.4101446339255824,0.1259862636735078,0.1887923606749935
38,1,0.6420178123171324,0.3754547226720255,1.0,1.0,0.9270264046770126,1.0,0.4402328488730082,0.1433696992177809,0.1265083372943309
39,1,0.5657342627877304,0.802264656670094,0.3759463695775087,1.0,1.0,1.0,0.5498298524122986,0.1756980405170774,0.111295483873363
40,1,0.5646074118914908,0.3654887404090575,0.3820868260537359,1.0,0.914877968123746,0.9325175979725352,0.4450225910365614,0.1405387266050359,0.1754051635078665
41,1,0.5966754691482008,0.3881399447653752,0.7386644350852853,1.0,0.8859717984312966,1.0,0.3755941042065154,0.1257986471318107,0.6144172387682617
42,1,0.495308974136504,1.0,0.3699888004955476,1.0,1.0,0.8472150144280082,0.2713267561550919,1.0,0.1215800192168778
43,1,0.4610189733876056,0.3526431027010604,0.3673173637264602,1.0,0.8683631637149214,0.8510323441471632,0.3392586901701288,0.1264906492785329,0.1179736626040056
44,1,0.6038773624816821,0.3752277801533529,0.7899889043348169,1.0,0.923386596613298,1.0,0.5020192306070096,0.1682027476793096,0.3190750924160968
45,1,0.4910654789518261,0.3526406012673274,0.3616434698122358,1.0,0.8664379437423779,0.8687310957050001,0.3472929031659414,0.1280057756113229,0.1335861928496235
46,1,0.670167564224388,1.0,0.3702897043732794,1.0,1.0,0.8435595004473565,0.4810104132665369,1.0,0.167126587254704
47,1,0.5761887325073005,0.6130533475596657,0.3754348768282406,1.0,1.0,0.8862651587901436,0.3490299060404273,0.1555937290988766,0.1135159530685975
48,1,0.5643516536668647,0.4408169472112109,0.3846205852494995,1.0,1.0,0.832984561516683,0.5409368743112414,0.1193965690812205,0.1230081911215126
49,1,0.4840509648774666,0.3801736554162237,0.35729220028025,1.0,1.0,0.8406260619620145,0.3256974426416498,0.1277673854189994,0.1220832379474307
