,strain,stest,rtrain,rtest
0,0.47744108912615585,1.1830459886497744,0.4054359378844181,1.1984001139023341
1,0.5616551236132494,1.1028944848083972,0.641586078767091,1.0834812149941233
2,0.4658354860906899,1.1697389682664707,0.44163722655699883,1.1654397345557959
3,0.5391675550543605,1.1119969024920646,0.5459317740838496,1.104953372857808
4,0.5146264488108405,1.1146775612826587,0.5089435435223502,1.120459030472944
5,0.6831956585142868,1.0853417231908715,0.450089840716903,1.1618945344012603
6,0.4636752282129098,1.1988154049478472,0.4318040833563316,1.178940272269812
7,0.42903803916211103,1.1980007301639974,0.44455768186724304,1.1676307987497774
8,0.5244630411002263,1.1535801930702863,0.44455214540073484,1.1669969113388763
9,0.4862663478432868,1.1489453731329982,0.42321830294149104,1.1773981421125668
10,0.7875340948007719,1.093106756815297,0.7168153774659318,1.0928702493392417
11,0.5160102602064957,1.1259539699936552,0.4945770034248929,1.1559685102735797
12,0.4785302631995207,1.139650510293555,0.43634918431270336,1.185385474594769
13,0.5682195145949603,1.1031655575599688,0.516470491522952,1.1419574007197135
14,0.5930935866458439,1.0936065433414377,0.5783313471959084,1.1111765701387017
15,0.452859302544672,1.1764292161635,0.48921563230684356,1.1396747034915586
16,0.5626779499253052,1.0922751479949493,0.5448093695659871,1.1010271786454338
17,0.528297433087451,1.1363866280003776,0.42217046583573764,1.193294943480479
18,0.6316906766317588,1.0977923318848797,0.533310808768209,1.1021897136954628
19,0.4328337480887051,1.173044587961473,0.42200078087352566,1.1916797259799563
20,0.4414737068579847,1.1700152833930326,0.4153202530288116,1.1826136743103974
21,0.6699426313025467,1.0824487512862178,0.7448915879149031,1.085217579661706
22,0.5454890327195586,1.1085154253179033,0.5797132456002472,1.092809591855685
23,0.6243427984051197,1.0873454590759566,0.6192498902835747,1.0911807163987148
24,0.6269490292738967,1.0887701976002873,0.628191907196415,1.099637938662328
25,0.6315357838307399,1.0886446732507944,0.5242964997353986,1.1180273686765445
26,0.44284336934484736,1.1680231117433049,0.4470500808819308,1.1762676945436914
27,0.6036592088203613,1.0933680230504963,0.5313716475127677,1.10536024848462
28,0.4920308202280009,1.148569809895713,0.41103946627336185,1.1894152400220308
29,0.5762434082689512,1.0953519598204033,0.5221164817496954,1.1241029040268091
30,0.6050611551820315,1.0935004162151598,0.6493059649495776,1.0884349971661362
31,0.6054125622132495,1.0909211578771807,0.6083379470488792,1.0928970899423778
32,0.47504225627920976,1.1870782612553181,0.43188035348078413,1.178719378903551
33,0.5867516980301765,1.0932300993142057,0.5782661735364295,1.099853323731862
34,0.492905377095273,1.153126112652532,0.4191435371397972,1.1978220917725466
35,0.45274034695478516,1.1512688932021657,0.49944037142561104,1.1314280656738027
36,0.6994874018791428,1.0848196880124603,0.5783710991087335,1.0927034442161347
37,0.4725516265931537,1.1623773588787616,0.44887248260078294,1.1681335379438373
38,0.5387119128463488,1.1034831317936766,0.4402213585808827,1.1786306533734807
39,0.5081125019574285,1.1229981734777281,0.5023359759565035,1.1292111439804764
40,0.4580848813608709,1.1768125666575244,0.45766169769441223,1.1576981403821105
41,0.5009015571468312,1.1731839559191655,0.45231462843134923,1.15161972765876
42,0.42569540094754166,1.191063025935638,0.48075717859684086,1.1432619259562626
43,0.6921091291249748,1.1034569171073871,0.44762086041969795,1.1769983014996286
44,0.4966561467896597,1.1359302187619382,0.4301309577455191,1.1884150033051182
45,0.47488103896334005,1.1371173571321675,0.42356872167490184,1.170329622964379
46,0.6153631243021295,1.0915887140937188,0.6277368714204279,1.0882713933436747
47,0.4663608201239157,1.1467373658032858,0.4863295472117585,1.1585308807672892
48,0.5271023611900935,1.1117491892252922,0.4914795653424231,1.1305226495739553
49,0.46328937933521086,1.1643259195291344,0.41532945379515057,1.2060632276001155
