,heart,chest,blood,input type
0,0.5664932905640561,0.7834149081272278,0.10835628547192776,hbrlbr
1,0.5558751336282592,0.832198662298156,0.10692186514061496,hbrrbl
2,0.5601392933280681,0.8057478789617502,0.09834315928998312,hbrlbr
3,0.5486897718784695,0.8601566035109351,0.10910132960506641,hbrrbl
4,0.5491897285508553,0.8403239705683726,0.10604013576399901,hbrrbl
5,0.5671601337896679,0.8732921047061254,0.09438600910749166,hrrbbl
6,0.5807831579093712,0.8349565808595854,0.09507997175289486,hrrbbl
7,0.5717583449333786,0.9027939561583601,0.10521061815562291,hlrrbb
8,0.5500617195350663,0.9343536394593578,0.11109857036215999,hbrrbl
9,0.5593465614033918,0.8419750532706298,0.10512372935850216,hbrrbl
10,0.5789389327980234,0.833034250383098,0.09724582527253645,hbrrbl
11,0.5307575318376616,0.8780947096856352,0.10769727346422311,hlrbbr
12,0.5632408213687399,0.8637325491134953,0.09967822832708223,hlrrbb
13,0.551350692637954,0.8257594534398721,0.10104228502722389,hlrrbb
14,0.5663576487242846,0.9492587591539637,0.10007053607353146,hlrrbb
15,0.5587826615046462,0.8022964050409629,0.10124157463288021,hrrbbl
16,0.5474439217801066,0.7838620500236306,0.09849780645184497,hbrlbr
17,0.5373743085288518,0.8346981955506256,0.09870246742897552,hlrbbr
18,0.5674801501390134,0.8633705496205435,0.12662475835315534,hlrrbb
19,0.5275646491778381,0.8640461115310395,0.10178068843546288,hlrbbr
20,0.5961460364657756,0.8405855623968433,0.1001336223638123,hlrrbb
21,0.5390219363743686,0.8008342424876482,0.10644044205491175,hbrlbr
22,0.5435817758872116,0.774361879839916,0.09967254172968186,hbrlbr
23,0.5880421089256045,0.8430086630118245,0.08972580701202165,hrrbbl
24,0.5597384560923155,0.8517315343032663,0.09568683657040623,hrrbbl
25,0.549574804019521,0.8472725646818883,0.1152463706506551,hbrlbr
26,0.5610550979562654,0.8339787480361639,0.11024768255282599,hrrbbl
27,0.5564207668391326,0.8786306706734037,0.09472398414472419,hlrrbb
28,0.5897023761065153,0.9087899185659513,0.11785867284247262,hbrrbl
29,0.5418678557000552,0.7493108889432295,0.10064252566359423,hlrbbr
30,0.5439019238813583,0.868312238762764,0.09991996152070012,hbrlbr
31,0.5678607006811502,0.8821305315256195,0.10867805976392335,hlrrbb
32,0.5558302376876393,0.856202373288682,0.09014934945457805,hbrrbl
33,0.5398625657212752,0.7566854196593311,0.09959676229691368,hbrlbr
34,0.5481247910755426,0.8861211782237886,0.10990294176338158,hbrrbl
35,0.5559052750054185,0.8615657430189448,0.09586983747584787,hrrbbl
36,0.5417164168146035,0.7394317034652876,0.09922832604878844,hlrbbr
37,0.5494971107283669,0.835277437110899,0.10017261091057791,hlrrbb
38,0.5407922550530032,0.8817396165792435,0.09648669948656197,hlrrbb
39,0.5814429031618195,0.8892610605737016,0.10920235600507726,hbrrbl
40,0.5485790192616756,0.8333324475413144,0.11893351355840173,hrrbbl
41,0.5171933858092138,0.7844679264541777,0.10791196100338567,hlrbbr
42,0.5581559861560899,0.8131040196900972,0.10818720442939084,hbrlbr
43,0.5748254181517969,0.8886833976989873,0.10984436427566534,hrrbbl
44,0.5530975072345808,0.8113966093736495,0.10325940933179682,hlrbbr
45,0.5532590011029173,0.8333780201282521,0.10174270077615757,hrrbbl
46,0.5374350673952437,0.848416253610872,0.09661430201222514,hbrrbl
47,0.569987336596498,0.8524869968474367,0.09957839470902337,hbrrbl
48,0.5490247274826962,0.8236337744000143,0.103056664412405,hlrbbr
49,0.5463897591782539,0.8287205486862227,0.11955886693011386,hbrrbl
50,0.5145632307157247,0.7583530769043437,0.10125659765048543,hlrbbr
51,0.5437907308111186,0.7585043596049424,0.09514888564851147,hbrlbr
52,0.570475820463276,0.8643863703648172,0.10231802864682674,hbrrbl
53,0.5418626661234903,0.8290166625034847,0.10608698450357996,hbrlbr
54,0.5758312031610366,0.8508972195484228,0.10660229674456194,hbrrbl
55,0.5564675036967102,0.8905137246950098,0.09562602436645296,hrrbbl
56,0.546006106308128,0.7913106110429347,0.1024961088120341,hbrlbr
57,0.5812172915517193,0.7997471787281825,0.09543595917836777,hrrbbl
58,0.5753855232915286,0.83587047004516,0.10349442771675478,hlrrbb
59,0.5516904313023941,0.8602790309522214,0.09780140059714018,hbrlbr
60,0.5596557327769432,0.8943636244395154,0.11757299388487777,hlrrbb
61,0.538381730291705,0.7482625155414551,0.09424335347191944,hlrbbr
62,0.5486398338294508,0.7805564890119119,0.10536210628116016,hbrlbr
63,0.5644810341390778,0.8469764983744978,0.0966551723261159,hrrbbl
64,0.5505890039620032,0.9234309966327313,0.10140780874276312,hlrbbr
65,0.558928323578292,0.8042561216629804,0.09568385156117382,hrrbbl
66,0.6019434250446675,0.909259634497113,0.11096489779857588,hlrrbb
67,0.5284387297484895,0.8713172252073536,0.11076715369577315,hbrrbl
68,0.5608157975147271,0.8462252781394443,0.101602720315011,hbrrbl
69,0.5626435098260631,0.8276377232788082,0.1012374319709571,hrrbbl
70,0.5635828353518835,0.8601384476430821,0.09543620621704003,hlrrbb
71,0.5579944436647647,0.8969271204556803,0.10641193072133572,hrrbbl
72,0.5576783217721348,0.762247309875926,0.09759006476296762,hbrlbr
73,0.5664212727902705,0.8261825023442549,0.10509444711672182,hbrlbr
74,0.5706494034233011,0.9228371233524538,0.09150983309549127,hlrrbb
75,0.5439104120064697,0.8399408777434263,0.10339420031378556,hbrrbl
76,0.5466786064792665,0.8505770114751346,0.10392041423097945,hrrbbl
77,0.5245630709371114,0.7794326328384386,0.10822171025749636,hlrbbr
78,0.5612141268681475,0.857100721160956,0.09748000695132872,hlrrbb
79,0.5531869611777451,0.9010412001936566,0.09843767577225175,hbrrbl
80,0.5473618156952879,0.844756296302866,0.10871560034244651,hrrbbl
81,0.5457567756949634,0.7767104797389125,0.11021579968796089,hlrbbr
82,0.5523861207979325,0.7905680781397011,0.09744283032624816,hbrlbr
83,0.5468011003895238,0.851803677990006,0.11479976566720194,hbrrbl
84,0.5200991319050046,0.7341417826696292,0.09699562635184711,hlrbbr
85,0.5418706258326533,0.8093647607418332,0.0972865013837719,hlrbbr
86,0.5491739335365321,0.7666388516275809,0.09864010621999282,hlrbbr
87,0.553479040494144,0.8756290153362142,0.10826661170485373,hrrbbl
88,0.5737783386471781,0.8689495530326942,0.09705454979629895,hrrbbl
89,0.5447909195350935,0.8332172475261824,0.09587885591980237,hrrbbl
90,0.5560568256024755,0.7494213033638993,0.10147115203287167,hbrlbr
91,0.588847497029408,0.8772801796327946,0.11369361412110442,hlrrbb
92,0.5536045600054961,0.7994237577579699,0.11069318128330197,hbrlbr
93,0.537604706753878,0.7638659671004883,0.09838731773757554,hlrbbr
94,0.5482210860242878,0.8271930302574925,0.09188664354463352,hbrlbr
95,0.5408070339719002,0.8667485207883674,0.09447593354646859,hbrrbl
96,0.5259417459765042,0.8279802962066822,0.10113111220484199,hlrbbr
97,0.5546945328071456,0.8682664791188998,0.10086026861467862,hbrrbl
98,0.5429979700478829,0.826049203443474,0.09362803021205,hlrrbb
99,0.5531381305528603,0.825448935801653,0.10360103168989167,hrrbbl
