,brl heart,brl chest,brl blood,lrb heart,lrb chest,lrb blood
0,0.394855403920352,1.074110847907987,0.13310963906178244,0.3961130663665478,1.090742069566829,0.11640032265290466
1,0.37844570932807675,1.0111249937829268,0.11929581247929545,0.3769853115435228,1.0026305374635909,0.11804757600414888
2,0.4258749398450728,1.069793816905808,0.128436156930103,0.37360011974124524,1.1600658851928578,0.12308234968636966
3,0.4089049397514639,1.0348453601390755,0.13104401529951573,0.3601378232291088,1.093751857030194,0.11805764590585305
4,0.40013929507496543,1.0089680113190138,0.13240799535110137,0.37733715108531235,1.0259353101422852,0.12266246098796041
5,0.40230417941020474,0.9603109710695077,0.1248607161885441,0.37236653079753096,0.9726161799012526,0.11865427463304232
6,0.4199461815094836,1.0580172784666195,0.13240555456965242,0.37296375174532,1.0996008630551473,0.11854313866634973
7,0.40079487410503145,0.984072253936901,0.12167319024871545,0.3675681728117331,0.9557384538768205,0.11662492371578606
8,0.4115045822878949,1.024187859143035,0.12356034512698884,0.38062270045325813,1.1053153514368015,0.12276894532554172
9,0.3972317229691018,0.9478739406485056,0.11963408777279409,0.36294379512662306,0.9939957087048616,0.11703424372344406
10,0.3946132590935744,0.9684544756624802,0.1252897346458108,0.35725515401524444,0.9953308409636755,0.12161257017525134
11,0.4094934264840977,0.9735018105255275,0.13430631622043232,0.3699897592399981,1.0082076226205368,0.12130857258549263
12,0.44311680743862436,0.9442854908577576,0.12225582571350473,0.3659054318431977,1.007172847557469,0.1162626366317245
13,0.39579897150005805,1.0416052247695287,0.12143477210866577,0.39106185035154656,1.0391601876567862,0.12002634365831705
14,0.4009493173892726,1.0189215325715382,0.13002408481983255,0.35303417559000644,1.0518268642183188,0.1274945664670742
15,0.4033070893675494,1.0293629590598607,0.12300388979993998,0.35522507537773484,1.0425875632010204,0.1196864342766069
16,0.38895179195785895,1.1024998973912659,0.119334718376715,0.36894638565200405,1.1107601402223264,0.11981022933922922
17,0.4159130907741968,1.0313324269843167,0.12437027598460618,0.3723766927798746,1.0816698066358454,0.1103761791917774
18,0.4103793252253547,1.0458835586852129,0.12487555151017084,0.37578308268209637,1.013668655645862,0.12680412538143968
19,0.42153330148632917,1.0006411175255143,0.12992247431659784,0.3606149733233086,1.0231590966887605,0.12048916064196709
20,0.40932369769444793,1.0351802695420627,0.1337402406538664,0.35034358145971095,1.0253675431966534,0.11784631448456306
21,0.4151694284807009,0.9923204453874678,0.12594475521722476,0.37972329834214463,1.023140167602169,0.11817285095452007
22,0.4236889552543387,0.9797370627622557,0.12382174388895198,0.3757001183055147,1.0197672621607539,0.12092485903823273
23,0.39994558781068706,0.9881830882539285,0.12234088959051972,0.3638125070456279,1.0200947911806697,0.12230617157681645
24,0.4372051261157392,1.1282207672454045,0.1266407414028778,0.38563800010770155,1.0773169722584368,0.11340564657725653
25,0.40944859519045085,0.9351933938016304,0.12396341276048653,0.37574472425791566,0.9446851961318395,0.12030711737034783
26,0.3788477762582494,1.0085288869446039,0.1171944022635991,0.3777629455338006,1.0771312026518494,0.10933170261496612
27,0.39154755443589545,0.9887743683075838,0.12032018754541943,0.3756499092565593,1.0148026453873384,0.1196015269391742
28,0.4192214274977539,0.9066516786735758,0.1384872377570624,0.3583460609441455,0.9365569346726946,0.12011220682476885
29,0.37212798336664715,0.9519795362681593,0.13039555330987154,0.348041081847355,0.9417450902938898,0.12219117223075399
30,0.37472410114336585,1.029277829856232,0.12341611353388592,0.36814883603016657,1.0591037621973307,0.11338815227909649
31,0.39943009888867015,0.9581137541712841,0.12800498001026572,0.3662303689368306,0.9552812840179765,0.11796543218978099
32,0.381883833310612,0.9832243619887341,0.1197290780057449,0.36486491362057616,0.9623272524511264,0.11989631008645542
33,0.3862240090856341,1.0162014577790905,0.1395391663257318,0.3569193243325067,1.0047517298907769,0.11568795526914967
34,0.40285805750291254,0.9320535206669989,0.1318993246571975,0.4290588246660777,0.9631142755498153,0.11706646353152143
35,0.3807103515262002,1.0119284851729733,0.1331518612703104,0.3801505589489934,0.9986451507129723,0.12007189412444076
36,0.3856140468043528,1.0749990249105663,0.12692495821069247,0.3616125207520631,1.0606269115685747,0.1209612286079724
37,0.3866638167638976,1.0054528086900731,0.12324655547047003,0.34771733031996704,1.0345951004811804,0.11524135188177409
38,0.4453048620418381,1.0089554050243579,0.1344889268241671,0.3672929057462087,1.0403485182777845,0.12068599627086819
39,0.41413728514669207,1.035123638137193,0.14641650467433848,0.38552023931127377,1.0787923331081597,0.1261966578978117
40,0.4254390975810176,0.9704294528239368,0.12169164242281576,0.3862022580419585,0.9729228681820903,0.12209922840313679
41,0.39954847181430625,0.9835666052253726,0.11868205615746295,0.35579157834054337,0.9692749332865657,0.11754475149520577
42,0.3965590176721962,1.051309931400276,0.1167845540174182,0.3829223971148082,0.9987929133477693,0.11036873206204714
43,0.4281016437688666,0.9419853158557877,0.11983675112961496,0.3626393293094887,0.947348903074404,0.11566070185399324
44,0.42736952611386764,0.9561616806080737,0.1300609048248813,0.36671838489490144,0.9780471432460671,0.13130212863665883
45,0.40293028729418473,0.9935429338310288,0.1333423019952742,0.3643572130750253,0.9909683090593215,0.11456859005596294
46,0.3873179170337786,0.9539622681128767,0.12010752356401733,0.3735645090171299,0.97502314937997,0.12278659304137689
47,0.3912542788519704,1.0213841020193344,0.13102244469895233,0.3758026605936222,1.0385922893789348,0.12981360842787934
48,0.4220846191415741,1.071276107649375,0.12539226585848354,0.38352507514341544,1.090482284982154,0.11456757613557751
49,0.39806883583811625,0.9147298557049032,0.12229409210983518,0.37370681658133387,0.9560669146764844,0.1169944052580605
