,brl heart,lrb heart,brl chest,lrb chest,brl blood,lrb blood
0,0.45895866969997046,0.36681231774494144,0.8199321614034552,0.8118791929856743,0.14371465596169652,0.22701544304996113
1,0.35864938257699797,0.402456679435532,0.849041466190674,0.8013090893701221,0.12337214350779438,0.207840598632735
2,0.47468830726534883,0.3972430316035534,0.7939490748438424,0.7968391683170514,0.11297302789832121,0.25154354782415445
3,0.4491047561302628,0.3662362467583636,0.8860985900293571,0.8645534895934824,0.1542974960123166,0.1209477140759935
4,0.4780709015110829,0.3667273898448628,0.8429458189772383,0.8125252652459581,0.11024682217775816,0.2822582044941787
5,0.5342119148739212,0.37581301388826294,0.869829536652035,0.8118624754094832,0.1967772855724287,0.26425338625787315
6,0.49038247567147913,0.37407422299431103,0.79409520019979,0.7982939356859984,0.10495235865366667,0.17597364616818448
7,0.5421669410233946,0.4179813621269888,0.854959924125044,0.9819264512837969,0.11319635325225696,0.43657326934296126
8,0.4507469802186576,0.3742216888512914,0.7941053534603533,0.7849292260464631,0.12125031698766221,0.25760454832770613
9,0.5014151542722202,0.37483873290503,0.8159693490687804,0.8375791045144073,0.1324847418059235,0.3128677225520123
10,0.4810443895504166,0.37675080504304004,0.979745711695812,0.8414967737721895,0.20537509677909674,0.12153530982308401
11,0.5330819279573039,0.3824186873416621,0.7862800071744578,0.7793709275317474,0.17093373140370877,0.19053819532940536
12,0.37109795763598546,0.37274922926151416,0.8179518060152844,0.8469268842544759,0.10437754253519164,0.3453442230815794
13,0.4180927652745279,0.37924532189073895,0.8757869432687138,0.8336175766806925,0.13052569642168146,0.22993047457596083
14,0.5718527125009129,0.3737238469184422,0.8844668983280763,0.8082448747590494,0.1781359292475462,0.22653539431779127
15,0.3916501413993155,0.3857648079625392,0.8263389141130613,0.8252364567500029,0.11935867067787652,0.2893692953180473
16,0.5032164256707586,0.37003298919283933,0.8077520964712296,0.8470125499736467,0.12138614387299533,0.24211128591472636
17,0.425338846454426,0.38832400495146213,0.8080622968181456,0.8196344253597713,0.16568847158144165,0.19739029476082867
18,0.4693776711416845,0.3711077832897507,0.8079905226388678,0.7994939738264507,0.12222730842453841,0.3104827976242142
19,0.4722933136858055,0.4580314119520476,0.79243166553476,0.7819687999890894,0.12446963954712384,0.2517638751849608
20,0.5514967845493981,0.39239717639091226,0.8364175902770437,0.8576183764745174,0.14034706216640686,0.17885838242354946
21,0.4047456886890533,0.3793480053045204,0.7991327019158382,0.7990992989393803,0.175804305122275,0.2708265563667133
22,0.45619217099053777,0.5565465541384917,0.7885022236949472,0.996832154331604,0.16025143833583638,0.22955082777517435
23,1.0422508556136625,0.41830628073805204,8.023415958661095,1.0893589185671575,0.3233518665581027,0.6160967511365791
24,0.4141640983260707,0.41510027958405477,0.788605619094386,0.7854596791048667,0.10424614816945588,0.3608094480762516
25,0.5187264809407065,0.3860360467644014,0.7959550914699802,0.7966894140116566,0.11261034921955378,0.29074184011493925
26,0.4630612288206075,0.3913109302677624,0.7897640968627058,0.8623370272846959,0.10645520872639484,0.17933714251731098
27,0.4216532041180261,0.38151953243157155,0.8242149699091301,0.8256457832078059,0.11873466395285381,0.34394697743088753
28,0.421519523190655,0.38765717713381326,0.8412824488747763,0.8151957307646903,0.1275355456062882,0.1655879025517964
29,0.4640189481204167,0.3661472720188696,0.8163838972310045,0.8370904520702318,0.11557868860647624,0.21125740497487838
30,0.4767166790704179,0.5248967564940764,0.7907137541225746,0.9873724554026956,0.15033621958822238,0.18385938192214177
31,0.45943001244076354,1.6479182252393574,0.8154145991875902,2.092775512670355,0.11600925772380587,1.0668107106662816
32,0.4281662150366715,0.4115661074482703,0.8137601263612145,0.7753767345450978,0.10742686345832406,0.2803702601963434
33,0.4509545619215691,0.3758752001814951,0.8279021297385862,0.8718719872439573,0.12559117477564383,0.11488287055168822
34,0.38322722000306014,0.3610943957703103,0.8469892684963647,0.8086588249293358,0.12375342733031307,0.3062737185957163
35,0.744920907056017,0.37035978309500256,0.8057933225445578,0.7918608131673789,0.2342044721338785,0.34381489592838566
36,0.4429870623943888,0.385922036332766,0.7976661662290979,0.7862253819275837,0.1056783096550972,0.2320925814744667
37,0.5034108373768321,0.6412503156286877,0.7897807731186581,5.318268326380368,0.1096785078618594,0.3541886370419509
38,0.46318760815515725,1.7142037776174692,0.8258215651739662,4.00536838050051,0.12385683172367905,0.3839547867145185
39,0.47433026742087747,0.3702824191765624,0.8206617054806087,0.8566632683231228,0.1108845901302496,0.2207670373168653
40,0.43190160640338815,0.38023614197610756,0.8421596085972599,0.8132306623890472,0.13647433903551226,0.3058066532397352
41,0.5073617419349783,0.37332973472941633,0.791488785227486,0.8207139553951532,0.12736044274754868,0.22827872210290998
42,0.48177853217780453,0.3713354982399485,0.7789673435021226,0.791297926055298,0.12419180215601879,0.11222269466175057
43,0.37670701970040155,0.3783577081309655,0.8462184323056503,0.7918816802101672,0.1133588058896455,0.32863607054289395
44,0.4388876916508675,0.3766332516726758,0.809046734954125,0.7770305459320553,0.11310565330202116,0.38168542691150786
45,0.5463512290469971,0.37329730620578055,0.8792786217166533,0.7772104826616064,0.16350461202995706,0.4238633525213201
46,0.5701475393138781,0.365247634730365,0.8153585321904365,0.8318883467450724,0.13253564506049678,0.26128698867847205
47,0.5104152978268306,0.38332000871136024,0.8059260553871674,0.8064762792730117,0.11126676069791272,0.19161080108271153
48,0.42771510749848496,0.36285487368541697,0.8184666904903978,0.7937463384156973,0.12843083163325758,0.41127651494818146
49,0.5044981973500448,9.1514308225299,0.843323989616665,11.57849719077834,0.12051034919183137,1.56261469396304
