,brl heart,brl chest,brl blood,lrb heart,lrb chest,lrb blood
0,0.36048050853204133,0.8540559212950875,0.32593700010474697,0.4729865610816598,0.8182039881174223,0.13103336633404644
1,0.3618852336925167,0.8205804321577447,0.45982750288482904,0.43984421633838816,0.8161239581151559,0.135906334710844
2,0.3657472767603497,0.8152129373171347,0.3844987434361591,0.4471701282022666,0.8234293113703777,0.12330894126631722
3,0.36640841144293435,0.8304232393069036,0.3775951807411898,0.45239668660942467,0.8442867826650132,0.13648760563981438
4,0.36358390541996993,0.8161194054069248,0.40610156079373644,0.4338476326097006,0.8288266426098928,0.12421812678886784
5,0.36487870559335545,0.808343933597489,0.36728067755799154,0.4332266575769916,0.8397648262308248,0.12401167845272848
6,0.36273582927357484,0.7747786774587659,0.2385381825073135,0.4339719501793874,0.7744163644191033,0.12680978585789796
7,0.3681760765366576,0.8253132710804394,0.4566216834912305,0.45901825575508426,0.8261660168171269,0.12734745357794475
8,0.3668200954004282,0.8010195237475388,0.4088658428914081,0.43764445845165184,0.8019338947997995,0.12663696797484292
9,0.3626299805969645,0.8507087660209177,0.3657484993916643,0.44210659331804875,0.9127048082134788,0.14649706755379868
10,0.3639338639885112,0.7824117263216045,0.3339374682647355,0.44150869438241397,0.8683330382293187,0.12304176365730254
11,0.3715044019059659,0.8060989395284613,0.3683964681975259,0.4572216009330349,0.7621371236755387,0.13023753441587368
12,0.36457395884338223,0.7749273413052672,0.43577718037564717,0.4645991922810632,0.8005394609353177,0.13059411383753852
13,0.3639159225779351,0.8418175525590149,0.42155460412127654,0.4610554518858773,0.8277778748204746,0.12889435271436245
14,0.37149202694203404,0.8404133520375995,0.39349537801342604,0.4699654274407706,0.8066293973609928,0.14691502822158317
15,0.36791375178141705,0.8061932420691323,0.5080439307876227,0.4703617282084406,0.8138281821623083,0.1327883690652069
16,0.3635482289228012,0.8188075405436702,0.3057962640148656,0.4457391882713835,0.7974331331437953,0.12540628849891622
17,0.36108655430406517,0.7922173251177252,0.30040313157544685,0.4294597251278157,0.8286008566014536,0.12184687143755732
18,0.37502504716268875,0.8045647954114608,0.4577019310845312,0.46203285032274427,0.8025677079046862,0.14206631342352372
19,0.36356617568398714,0.7742144554662883,0.3426777664251684,0.4772150395338752,0.7987559900755219,0.12341362779919635
20,0.3635773956237423,0.7944911931425399,0.46916617390743415,0.4368584574167736,0.8108784169550448,0.11351222241448691
21,0.3695032548083748,0.7782499604799548,0.447505489122376,0.4604466533570675,0.77096862659626,0.13180177995685274
22,0.3628673493142058,0.8878079787701004,0.39373023385474043,0.43693862198078814,0.7735322635124798,0.12946582997790346
23,0.355131856763039,0.7767593728631261,0.41772732824748565,0.4386824892767124,0.7685501169989305,0.12630356660044367
24,0.3637367271949028,0.7877498604307188,0.3457100837605729,0.4556888238634434,0.7675217092964263,0.11926868726101973
25,0.3652370004367129,0.7809204238384727,0.35432473436612244,0.43740665082562397,0.7776192609655711,0.1194952413001137
26,0.36272183797004404,0.766520110283591,0.5028508845374139,0.4722364839610644,0.7914860910084011,0.11739310378743706
27,0.3631354383799051,0.856107371245294,0.456567275760883,0.4817453574095937,0.8406280285019078,0.1327380403017797
28,0.3729249992438552,0.8276423868549204,0.36099596338468476,0.44590640161509126,0.793978402489848,0.12748826779216152
29,0.37297885790960195,0.7825470630079441,0.41139277995201207,0.4400121870114455,0.7950882598505612,0.12187032247215711
30,0.36785640310441065,0.7975499774224709,0.46671309573655184,0.4334021014826929,0.8145092994542419,0.12697840225560394
31,0.3703742303527924,0.7965734130263754,0.42353856162697684,0.5080960872038055,0.7779950231913478,0.12056791171295446
32,0.3654386933308567,0.7994409876475993,0.3800352329392124,0.4518174296004171,0.7832000060142918,0.12498257059769745
33,0.365904152391593,0.8155240479804828,0.4167163791106676,0.45778674291366156,0.834075816672491,0.13861949693916606
