,brl heart,lrb heart,brl chest,lrb chest,brl blood,lrb blood
0,0.3612817938335649,0.35448704873238424,0.935603726401101,0.9697673656691949,0.11727689841788792,0.25098901227623505
1,0.3628247835311047,0.35786727970977555,0.8994428229316482,0.8666860115883455,0.1236849857536955,0.1157417999929566
2,0.3593578365957627,0.36777367773847053,0.8298716825592348,0.8620430058967155,0.11931816214249974,0.11850892245685804
3,0.3672032970139308,0.3537424459534834,1.0730990471820852,1.0128586198795582,0.12056230747053545,0.10931327050873337
4,0.35727213643123656,0.3660868873714214,1.0252827942367366,1.209750790436029,0.11316529095373165,0.23341997398540001
5,0.3585733570255295,0.35041672285282754,0.9567841072854814,0.9576999254024393,0.1100062957763535,0.11414754128365738
6,0.3676959413020169,0.3644783229091833,0.9275231446010526,1.0447116418824896,0.13796919182947415,0.11406065160380865
7,0.3523439289975358,0.3448369209047856,1.1625456262569167,0.8988047877234965,0.11444627449235847,0.1140129031682895
8,0.35959856890099,0.36245923473260655,1.053446087958904,0.8807371459001229,0.11536501911594345,0.11933774692901036
9,0.354252220402269,0.35685519299835083,0.9118892715775782,0.9194045930295739,0.1188669406455466,0.11808383349080608
10,0.8604124584623614,0.3665306890579729,1.9565637685945159,0.9408755063481858,0.3808108538663993,0.11626208328574865
11,0.36097960238046456,0.36409305842658507,0.9949448625335797,0.9125585996090366,0.11291241551052088,0.11665683372835674
12,0.3596006389425158,0.47426165947417437,0.9336940261026314,1.8086877696362489,0.11237818062007617,0.3137238782373003
13,0.3689744176220568,0.36038952604956315,1.0393638119207527,1.0454167866272472,0.11980821642004376,0.11619475195702564
14,0.352020028952155,0.3498649879254615,0.9823580093592439,0.9647252318579619,0.12064219011631223,0.11998086757872961
15,0.5613047591028214,0.3526747358621108,2.180749800791104,1.055856297207043,0.18574830033018302,0.12072606979380895
16,0.3642558883757709,0.36630488442275877,0.9523321205593691,1.0254205241653551,0.11581812372770411,0.11414364458829133
17,0.3704453990901431,0.3549221656314823,1.2225325535235527,1.0175613647865678,0.109435269484605,0.11892406105766912
18,0.3529489766904036,0.42196985051618646,0.8532336287214067,2.2926130452330318,0.11398906248416295,0.11789364048003646
19,0.36305342206895863,0.3666755951269286,0.9630577251468531,0.8923218503903964,0.1131127225690328,0.11666164056471595
20,0.34190776464476547,0.45042851083215,1.0278257863691433,1.5678436309024495,0.10957379531917645,0.11702240746738181
21,0.3787008860705303,0.3456454910953785,1.1144781550673466,0.999373845470952,0.1765055702798363,0.11972805032378218
22,0.37524445648937893,0.3522094000937135,1.0654578058942614,0.9627015120173691,0.11972289688669477,0.11853656075246363
23,0.3558571855613664,0.3558181169032022,0.954258386180413,1.001863404674752,0.11359381086298011,0.11265911533417618
24,0.366450994840992,0.3754865697899842,1.1054437531334858,1.08907934453006,0.11817854079200038,0.12026019630851598
25,0.36936627869673677,0.36513920471348543,0.9568347221564037,1.3722113059954961,0.11501148491952333,0.1220838315790233
26,0.3585887099438959,0.35945012919861613,1.04437369377415,1.0111765244618494,0.11291663842427872,0.10705071465132018
27,0.3621622654393431,0.3484003290795173,0.9259291555316751,0.9762728961945348,0.11520980836287872,0.11813181668046263
28,0.3683188663376544,0.35949159241519973,0.9612984765213313,0.8950103660961444,0.11705886305739502,0.11227132516103393
29,0.3666344583281362,0.35521464509382655,1.2153764653638197,0.8804778893836162,0.11664815491726771,0.11352113095085022
30,0.3492602644253458,0.4695398864426418,1.0823266311277404,1.0288024731742518,0.11372018525753272,0.12871956961171763
31,0.35573498542836,0.36081016158403256,0.9990904739097327,1.062130331385756,0.1155823374922229,0.11734073218272392
32,0.3541593114285999,0.35519665597393274,0.8743995461556735,0.9619207126593561,0.11920215197994159,0.11660419008081487
33,0.3603051901623872,0.3620261268291533,1.2953229753532682,1.0475842760904914,0.12272652763856072,0.10585540570028568
34,0.3594881976490572,0.35882812576881945,0.985001975740992,0.8572990803864985,0.11907936659586954,0.12024156455684623
35,0.35241375519790846,0.36424881850547436,1.0109164852076529,1.1036675266437619,0.11593401836443054,0.11661929162956364
36,0.34821231139085623,0.34993742282402973,0.9071705300492828,1.081688079083938,0.1164241480365729,0.11592453655402953
37,0.34811639514961323,0.3630969720321542,1.0052562513228702,1.060485777484331,0.11311434221622998,0.11888769049733261
38,0.35902410519224953,0.3652312474146028,0.9136449501208262,1.0383629404787487,0.11579185978745431,0.150711747371345
39,0.3528834509133236,0.35327959244467466,0.9566367189071723,1.0660195264092704,0.12422538298904201,0.12056125157003379
40,0.3615632255793721,0.35553314030832517,1.0413802747319643,0.9779303913876374,0.12643976374856614,0.11688557861137953
41,0.3509190456459902,0.3466608836724838,0.8975075810539511,0.9814842944003929,0.1165474570014009,0.12088564473784501
42,0.37392181710915495,0.3816119105080343,0.9706702932576521,1.0653563198564109,0.1093669430567384,0.11349222143100529
43,0.35195988053967586,0.3566375310044958,0.9030681911502758,0.9615684121390988,0.11443564462677494,0.11269148540500121
44,0.3762925120347146,0.3710572267515092,1.0559648742922196,0.9357497867099921,0.14382263889361058,0.1255516704255071
45,0.36945117653720755,0.35641739648111864,1.0762989180232776,0.9135964716578311,0.11814231496238856,0.11491023999798598
46,0.3531671728728957,0.3779339868818327,0.9470564179143486,1.4368826257689347,0.1132208718873666,0.19164836891610773
47,0.3872932344358057,0.3620004613385827,1.8648599043440182,0.8790914829723252,0.2109066349744823,0.12403588967381567
48,0.3754475683139778,0.48505887856600216,1.062589375637662,2.666670889192401,0.11052587283329172,0.15013822835630072
49,0.3677182769316716,0.38326344503952037,0.9592260376278912,0.856993310571595,0.11879131157626382,0.12342760175798966
