,bucket,delayline,maglattice,mixed
0,0.13437321394238902,0.1549095651001793,0.5060551391308724,0.14501881307310582
1,0.1343731843181957,0.1549095650995857,0.5060551392251524,0.14501881560027224
2,0.134373205991616,0.15490956510203177,0.5060551391661259,0.14501881378505313
3,0.13437319866661,0.1549095651011973,0.5060551390138293,0.14501881238932976
4,0.13437318814092267,0.15490956510114945,0.5060551394965912,0.14501881566446642
5,0.1343732954136715,0.15490956510134024,0.5060551392001654,0.1450188127140236
6,0.1343731929335383,0.15490956509929743,0.5060551390871096,0.14501881318838739
7,0.13437329396260728,0.1549095651023076,0.5060551392152596,0.14501881347921486
8,0.13437319553438556,0.1549095650997715,0.5060551390456064,0.14501881304662465
9,0.13437670946604485,0.15490956510044604,0.506055139083315,0.1450188120475938
10,0.13437324424776909,0.1549095651023757,0.5060551391422875,0.14501882342180872
11,0.1343732347899764,0.15490956510204565,0.5060551409242373,0.14501882347995268
12,0.13437320877079056,0.15490956510139675,0.506055139090436,0.14501882363646915
13,0.13437337840032687,0.1549095651019321,0.5060551390373579,0.14501881196355054
14,0.13437326201002878,0.15490956510228032,0.5060551390535633,0.14501882123963952
15,0.13437320221166266,0.1549095651008837,0.5060551390313919,0.1450188120927182
16,0.13437319287760688,0.15490956510092097,0.5060551390728021,0.14501881510432815
17,0.1343732213424705,0.15490956510105391,0.5060551393683824,0.14501881243833176
18,0.13437391936494159,0.15490956510250423,0.5060551390703444,0.1450188141050227
19,0.1343731705759067,0.15490956509982262,0.506055139050681,0.14501881453451623
20,0.1343733584838546,0.15490956510500226,0.5060551391857089,0.14501881636367558
21,0.13437321565679336,0.15490956509991663,0.5060551392826225,0.1450188135296485
22,0.13437317862277776,0.1549095651018571,0.5060551391288889,0.14501883404621102
23,0.1343735172668832,0.15490956510152756,0.5060551390882257,0.14501881276101675
24,0.1343738970718755,0.1549095650998084,0.5060551389965394,0.1450188125021623
25,0.13437341934235206,0.15490956510320777,0.5060551391322031,0.14501881260087354
26,0.13437320118264304,0.15490956510091344,0.5060551390403171,0.14501881252553234
27,0.1343731936747308,0.1549095651020131,0.5060551391200718,0.14501881479616083
28,0.13437319563466568,0.1549095651025791,0.5060551390930617,0.14501881214213963
29,0.13437321241753916,0.15490956510448362,0.5060551393556003,0.14501881822001808
30,0.13437320700358288,0.15490956509936493,0.5060551389993668,0.14501881245844803
31,0.13437337815790493,0.1549095651009344,0.5060551393066197,0.14501881429876273
32,0.13437319394796288,0.1549095651026158,0.5060551391314831,0.14501881281811857
33,0.1343732034628568,0.1549095651016042,0.5060551391144575,0.14501881794265759
34,0.13437319386976926,0.1549095650990004,0.5060551390539413,0.14501882999569746
35,0.13437337007724842,0.15490956510324722,0.5060551391578672,0.1450188143040769
36,0.13437318369701248,0.1549095651019402,0.5060551393442752,0.14501881355110885
37,0.134373194334493,0.15490956510424564,0.5060551390702481,0.14501881184215373
38,0.13437325258679206,0.15490956509911358,0.5060551390307528,0.14501881522829763
39,0.1343732230460254,0.15490956510089185,0.506055139177119,0.1450188130126499
40,0.13437355408086535,0.15490956509967987,0.5060551392575872,0.14501881427412402
41,0.13437321406585462,0.15490956510096043,0.5060551391828476,0.14501881322815754
42,0.13437321060062696,0.15490956509976336,0.5060551390196567,0.14501881250160395
43,0.13437320546765108,0.15490956509910897,0.5060551392548878,0.1450188140778741
44,0.13437319851009094,0.1549095651059026,0.5060551391752951,0.14501881520652418
45,0.13437494532861455,0.15490956510155388,0.5060551391273923,0.14501881521778584
46,0.13437319711723195,0.15490956509975679,0.5060551390888952,0.1450188219093671
47,0.13437318690973443,0.15490956510149664,0.5060551391172959,0.14501881434598385
48,0.13437318957438416,0.15490956509880263,0.5060551395164474,0.14501881299360542
49,0.13437319136105494,0.15490956510235102,0.5060551395015375,0.14501934916315717
