,bucket,delayline,maglattice,mixed
0,0.08251043275946983,0.09526653319999509,0.5023074554114929,0.08910814668262032
1,0.08251045577450307,0.09526653319964652,0.5023074554264733,0.08910814715579064
2,0.0825104514030005,0.09526653320085897,0.502307455412948,0.08910814684606595
3,0.08251044078769589,0.09526653320053828,0.5023074553663486,0.0891081465674611
4,0.08251045820566338,0.09526653320044366,0.5023074555316506,0.0891081471527902
5,0.08251064969567656,0.09526653320064354,0.5023074554394868,0.08910814668268674
6,0.08251053613962461,0.09526653319960779,0.5023074553985608,0.08910814676009361
7,0.08251064750822039,0.09526653320108514,0.5023074554333326,0.0891081467938643
8,0.0825104391784709,0.09526653319976378,0.5023074553789937,0.08910814665789982
9,0.08251331923167543,0.09526653320014367,0.5023074553948332,0.08910814656830822
10,0.08251059888837414,0.09526653320115017,0.5023074554095174,0.08910814848425058
11,0.0825105724443165,0.09526653320079137,0.5023074560804859,0.08910814841218805
12,0.08251043482606694,0.09526653320073274,0.5023074553982974,0.08910814848809946
13,0.08251079773584855,0.09526653320091304,0.5023074553793366,0.08910814653801259
14,0.08251062749166428,0.0952665332011126,0.5023074553810767,0.08910814807903919
15,0.08251043621858088,0.09526653320042942,0.5023074553750807,0.08910814658054766
16,0.08251048167587471,0.09526653320024751,0.5023074553914224,0.08910814695616724
17,0.0825104364211607,0.09526653320031493,0.5023074554854203,0.08910814660270996
18,0.08251124888599577,0.09526653320118934,0.5023074553866403,0.0891081469165268
19,0.08251047540059353,0.09526653319973041,0.5023074553797523,0.08910814699524858
20,0.08251068777046702,0.09526653320247623,0.5023074554186816,0.0891081471788769
21,0.08251043415485022,0.09526653319983751,0.5023074554631414,0.08910814678535126
22,0.0825104530083525,0.09526653320072463,0.5023074553996982,0.08910814983697521
23,0.08251090445577539,0.09526653320072492,0.5023074553970521,0.08910814667796367
24,0.08251125582610688,0.09526653319997001,0.5023074553636274,0.08910814661859057
25,0.08251081825611394,0.09526653320145637,0.502307455404519,0.08910814664579991
26,0.08251043824675387,0.09526653320043126,0.5023074553808049,0.08910814660592628
27,0.08251044651078956,0.0952665332011133,0.5023074554102963,0.08910814698678379
28,0.082510440172918,0.09526653320130515,0.5023074554037735,0.0891081465891774
29,0.08251043437899692,0.09526653320204384,0.5023074554760998,0.08910814746653258
30,0.08251047316568613,0.09526653319962491,0.5023074553616477,0.08910814666544141
31,0.08251076230038054,0.09526653320034974,0.5023074554401081,0.08910814681536866
32,0.08251044371735185,0.0952665332013123,0.5023074554032616,0.08910814662670541
33,0.08251043909096045,0.09526653320072156,0.5023074553945883,0.08910814743093522
34,0.08251043703937044,0.09526653319937722,0.5023074553841985,0.08910814955242187
35,0.08251080414579193,0.09526653320140019,0.5023074554130057,0.08910814691908013
36,0.08251045126279732,0.09526653320092279,0.5023074554696206,0.08910814682822221
37,0.08251043640085841,0.09526653320205074,0.5023074553874395,0.0891081465073121
38,0.08251045444200492,0.09526653319949063,0.502307455376518,0.08910814699012791
39,0.08251046927963755,0.0952665332004757,0.5023074554294383,0.08910814677322429
40,0.08251093205163242,0.0952665331998334,0.5023074554339768,0.08910814685309983
41,0.08251043293797941,0.09526653320043146,0.5023074554152922,0.08910814676687134
42,0.08251043783187026,0.09526653319984842,0.5023074553716044,0.08910814664312895
43,0.08251047404811698,0.09526653319946678,0.5023074554387292,0.08910814700425079
44,0.08251046885662726,0.09526653320293686,0.5023074554088747,0.089108147051763
45,0.08251213854162764,0.09526653320073403,0.5023074554024747,0.08910814709214152
46,0.08251044632416514,0.09526653319987789,0.5023074553971489,0.089108148239082
47,0.08251044980216836,0.09526653320071778,0.5023074553975861,0.08910814689846816
48,0.08251044740263277,0.09526653319933154,0.5023074555099534,0.08910814675438836
49,0.08251047352635577,0.09526653320103476,0.5023074555104928,0.08910823656808568
