,Unnamed: 0,heart,chest,blood
0,0,0.7559122993288218,1.0,0.2612488742405148
1,1,0.7965268876328926,1.0,0.158668335694981
2,1,0.7257622124465686,1.0,0.2374929556822367
3,1,0.7710300551278573,1.0,0.3166504869501876
4,1,0.6957929367474248,1.0,0.198408656220313
5,1,0.7678746677844622,1.0,0.20251021858631
6,1,0.7004827415929007,1.0,0.2006643698263472
7,1,0.7719707083604561,1.0,0.3217649214353381
8,1,0.8481646754766373,1.0,0.1729095234630862
9,1,0.7875553717360492,1.0,0.312287017973381
10,1,0.7771986102030473,1.0,0.3672356819048147
11,1,0.7904995471508667,1.0,0.2479471028623762
12,1,0.7586449379233124,1.0,0.261213010645389
13,1,0.7856541014439506,1.0,0.3442871995381361
14,1,0.7625727958254818,1.0,0.3041917126273178
15,1,0.7750399588850869,1.0,0.2306210684687702
16,1,0.7358076789396013,1.0,0.1743473231360043
17,1,0.9152813582680892,1.0,0.2252799642187884
18,1,0.7733996672978084,1.0,0.3272832597495589
19,1,0.7760251946166427,1.0,0.1686129762576019
20,1,0.807485975499692,0.987289776831469,0.169980461954415
21,1,0.7371416781844846,1.0,0.2460144437558148
22,1,0.7771169697278806,1.0,0.2868663395371187
23,1,0.7718163461377692,1.0,0.3375574290588983
24,1,0.7324019373228657,1.0,0.3395362424568791
25,1,0.7905892096593782,1.0,0.2473226000388608
26,1,0.792650688754796,1.0,0.1867739870472912
27,1,0.7313543642929676,1.0,0.2203431735433932
28,1,0.7975666451367732,1.0,0.3315525053926
29,1,0.8170404882312868,1.0,0.1508692035942415
30,1,0.7534597895402722,0.9841109704586948,0.1074931598018774
31,1,0.7585660607357072,1.0,0.2156642149805336
32,1,0.8124835400312036,1.0,0.19899098392199
33,1,0.7671996922337415,1.0,0.3158734218477823
34,1,0.9898766359441284,1.0,0.1968310587159356
35,1,0.8221816725717441,1.0,0.2128763915143609
36,1,0.7125954397808569,1.0,0.2808744235487983
37,1,0.7329938248160465,1.0,0.2962424251242779
38,1,0.7558486848323892,1.0,0.274158420869243
39,1,0.779250080847699,1.0,0.3555660572725886
40,1,0.7957091103805596,1.0,0.2182514482110328
41,1,0.8124937173966578,1.0,0.2568383331048075
42,1,0.8004587482565649,0.980369635405878,0.1121047913220247
43,1,0.7612146452639893,1.0,0.3367895937998858
44,1,0.7449440951592485,1.0,0.3637982383374127
45,1,0.7760221544362905,1.0,0.3664544137398451
46,1,0.7858278288641954,1.0,0.2818489295597133
47,1,0.8781741171482106,1.0,0.1608884813036961
48,1,0.7697137620320981,1.0,0.3418230562023907
49,1,0.783258344467461,1.0,0.3038152060769839
