bucket,delayline,maglattice,mixed
0.0562506498703141,0.0649533533434026,0.502630272749581,0.0607506196976247
0.05625065688025,0.0649533533433994,0.5026302727638856,0.060750620350831
0.0562506558501503,0.0649533533434085,0.5026302727542353,0.0607506199037068
0.0562506513790248,0.0649533533434071,0.5026302727331368,0.0607506195318765
0.0562506579385345,0.0649533533434056,0.5026302728004246,0.0607506203548024
0.0562507500419254,0.0649533533434082,0.5026302727586794,0.0607506196187096
0.0562506917437377,0.0649533533434002,0.5026302727437267,0.060750619739306
0.056250747373904,0.0649533533434111,0.5026302727615468,0.0607506198115791
0.0562506509839037,0.0649533533434005,0.502630272738113,0.0607506196902087
0.0562518220492416,0.0649533533434039,0.5026302727434002,0.0607506194723114
0.0562507240447565,0.0649533533434119,0.5026302727516273,0.0607506222350837
0.0562507113690087,0.0649533533434071,0.5026302729891808,0.0607506222652154
0.0562506497323983,0.0649533533434096,0.5026302727434383,0.0607506223634863
0.0562508147328756,0.06495335334341,0.5026302727359444,0.0607506194527421
0.056250737353862,0.0649533533434117,0.5026302727386592,0.0607506217887049
0.0562506504466004,0.0649533533434067,0.5026302727360189,0.0607506194892688
0.0562506694771496,0.0649533533434032,0.5026302727421079,0.0607506201802234
0.0562506504498257,0.0649533533434037,0.5026302727847887,0.0607506195723488
0.0562510306982551,0.064953353343412,0.5026302727398377,0.0607506199546285
0.0562506642929555,0.0649533533433996,0.5026302727390916,0.0607506201481791
0.0562507703958125,0.0649533533434221,0.5026302727569646,0.0607506204990682
0.0562506505418189,0.0649533533434011,0.5026302727701755,0.0607506198075651
0.0562506561817636,0.0649533533434069,0.5026302727499964,0.0607506247079363
0.0562508674838846,0.0649533533434087,0.5026302727426891,0.0607506196616028
0.0562510288436065,0.0649533533434041,0.5026302727314518,0.0607506195827913
0.0562508279550138,0.0649533533434131,0.5026302727496135,0.0607506196323688
0.0562506502855971,0.0649533533434066,0.5026302727368003,0.0607506195967067
0.0562506532941886,0.0649533533434132,0.5026302727484346,0.0607506201253674
0.0562506509266932,0.0649533533434137,0.5026302727445671,0.0607506194981354
0.0562506496151385,0.064953353343417,0.5026302727821907,0.0607506209467603
0.0562506654223627,0.0649533533434002,0.5026302727312287,0.0607506195971087
0.0562508041205982,0.064953353343405,0.5026302727779631,0.0607506199762621
0.0562506514628137,0.0649533533434136,0.502630272749766,0.060750619646073
0.0562506507742275,0.0649533533434082,0.5026302727482642,0.0607506208721352
0.0562506496979357,0.0649533533433976,0.5026302727393644,0.0607506239449657
0.056250819730699,0.0649533533434118,0.5026302727539593,0.0607506199836544
0.0562506555457724,0.0649533533434101,0.5026302727816638,0.0607506198396278
0.0562506492543782,0.0649533533434184,0.5026302727409606,0.06075061941302
0.0562506589790733,0.064953353343399,0.5026302727361024,0.0607506202363413
0.0562506642159873,0.0649533533434075,0.5026302727548952,0.0607506197001583
0.0562508820920454,0.0649533533434023,0.5026302727697569,0.0607506200109713
0.0562506499294238,0.0649533533434064,0.5026302727592376,0.0607506197856289
0.0562506506333127,0.0649533533434021,0.5026302727343671,0.0607506195893818
0.0562506659698679,0.0649533533433986,0.502630272769217,0.0607506199543899
0.0562506626636801,0.0649533533434257,0.5026302727586892,0.0607506202428533
0.0562513859805981,0.0649533533434087,0.5026302727491142,0.0607506202520913
0.0562506547819352,0.0649533533434027,0.5026302727437377,0.0607506219534673
0.0562506548003165,0.0649533533434087,0.5026302727496428,0.0607506200341682
0.0562506535344594,0.0649533533433978,0.5026302728086525,0.0607506197164674
0.0562506656860685,0.06495335334341,0.5026302728039205,0.0607507502637015
