,bucket,delayline,maglattice,mixed
0,1.0,1.0,0.0757611599512241,0.1528524428116789
1,1.0,1.0,1.0,0.1412830239384325
2,1.0,1.0,0.6861097921185564,0.4914690850513922
3,1.0,1.0,0.490253246383927,0.4602811999923502
4,1.0,1.0,0.025572450147217,0.2316979449844446
5,1.0,1.0,0.1436292745512289,0.2507674922924779
6,1.0,1.0,0.0966459356027041,0.199856615232423
7,1.0,1.0,0.2187709915607711,0.3976268153375261
8,1.0,1.0,0.130138709271942,0.2713872471055967
9,1.0,1.0,0.0494644492094996,0.1982011592467044
10,1.0,1.0,0.158068876676465,0.2179033774279583
11,1.0,1.0,1.0,0.3933143028912508
12,1.0,1.0,0.14334347799136,0.1683336418830181
13,1.0,1.0,0.187196997752537,0.3188261297546428
14,1.0,1.0,0.6238747762112404,0.3080399440510608
15,1.0,1.0,0.161634546687154,0.2687290723588544
16,1.0,1.0,0.2308649179647442,0.2104182637807473
17,1.0,1.0,0.2898958689259006,0.1936264173610464
18,1.0,1.0,0.2449954131371882,0.2907087883752958
19,1.0,1.0,0.5803014801400597,0.8414471883788822
20,1.0,1.0,0.1130692485155857,0.1548117600632551
21,1.0,1.0,0.1044670681823106,0.2196386585637249
22,1.0,1.0,0.860538164015902,0.3012482405892598
23,1.0,1.0,0.1030701152739211,0.2556564410907598
24,1.0,1.0,0.0747288182041338,0.1116951614269326
25,1.0,1.0,0.2758309144160033,0.3614560553260577
26,1.0,1.0,0.3078018181341925,0.1456572250408517
27,1.0,1.0,0.1138911729432189,0.2187030138011489
28,1.0,1.0,0.1240849973557344,0.3130512401010416
29,1.0,1.0,1.0,0.2704074075094526
30,1.0,1.0,0.2720947418432649,0.4105115323724724
31,1.0,1.0,0.8750582553430292,0.1272658679532159
32,1.0,1.0,0.3309383862593577,0.3112643248186633
33,1.0,1.0,0.1827766317158153,0.4122950674154163
34,1.0,1.0,0.0255484552509035,0.2355109434029811
35,1.0,1.0,0.0701048467225323,0.498907641473915
36,1.0,1.0,0.0362084741981243,0.4058052266331886
37,1.0,1.0,0.7693348176688953,0.3329700748777378
38,1.0,1.0,0.1618378099266545,0.0910632062616485
39,1.0,1.0,0.0948969691894114,0.8711115144258806
40,1.0,1.0,0.323104858982418,0.2455335717525993
41,1.0,1.0,0.0208187602169146,0.244088173627392
42,1.0,1.0,0.1726591388673776,0.3471666187324237
43,1.0,1.0,0.44527753553689,0.4229979132631672
44,1.0,1.0,0.0824313635469467,0.6798635968267028
45,1.0,1.0,0.2028432913859463,0.2551089781127446
46,1.0,1.0,0.0219328020848483,0.1979351015013704
47,1.0,1.0,0.2372471420253096,0.2715120886322353
48,1.0,1.0,0.100042387817779,0.3083724856952929
49,1.0,1.0,0.3417047996955053,0.3181391593846217
