,bheart,bchest,bblood,dheart,dchest,dblood,mlheart,mlchest,mlblood,mheart,mchest,mblood
0,0.46472969791693997,0.8824839939757161,0.41301300528094564,1.6531117842945595,1.005266070454867,0.4653003803304726,0.48220728748874836,0.8271758034814588,0.5264447148066831,0.4685152112658095,0.9335073550175831,0.5373019464105308
1,0.4685634713743942,0.8601212017700348,0.3085381197674749,1.437131185170727,0.9947424445363214,0.7400577138482554,0.47745886357610046,0.893596344315854,0.15560601601805307,0.46614215694884653,0.8500863623568692,0.22312165371330941
2,0.4488213840984929,0.9726947718625023,0.27636239402026397,0.46006248555198415,1.0232634715010662,0.5090309064335655,0.47777363538507606,0.8840593797799234,0.23565802297101587,0.4586775396046328,0.8765183794974623,0.32186999564768753
3,0.46214326093046526,0.9523749142342784,0.280759642658384,0.5151138892025425,322.2229791976774,0.3043428314952523,0.4814298558653389,0.8816678935896595,0.18033288784793441,0.4610378350370008,0.8733317679451829,0.185204668144684
4,0.46692491144063736,0.9045728413566847,0.2630821660752014,0.4816264020531331,0.9393572866555497,0.347330710682569,0.47364937068123875,0.8458373145725433,0.4936470843632096,0.46956111808803214,0.9437044472324314,0.27367317267411106
5,0.47041375428876114,0.8340057420447856,0.30451982150517287,1.64671349759544,47.96376708756409,0.4001126154113366,0.46726530846572467,0.8624385477869837,0.14428463206622308,0.4615572709916741,0.8824946377112814,0.39718344745629525
6,0.46932428394705694,0.8653558436407347,0.5378758786016092,0.505033858536992,0.8987552314556324,0.6673875088356013,0.4896799500630554,0.9001576483676068,0.4435599463162528,0.47142669614208693,0.9132214556614946,0.4473283554999803
7,0.4726957762776232,0.8607423753512924,0.27415399952191566,0.47006957911742775,1.0691721774165515,0.6177439739550078,0.4714470462583902,0.8737752248943711,0.4866455738579164,0.4671710925334042,0.9271527000901932,0.824356340257435
8,0.4567971550150155,0.9204644854249339,0.14340413764362892,0.48029891783687195,0.9823084566809225,0.422943180978291,0.4631824738114861,0.8713083336965691,0.5050673351553373,0.4540331815584566,0.8829559978234235,0.2745639718639451
9,0.4660901040405232,0.9404456029748051,0.48319432555717706,0.47282694404138986,0.8838442614315831,0.6763658292283614,0.4666285790998776,0.8683388001599156,0.3368340163110519,0.48488889366839416,0.9118501198177857,0.2231334108562841
10,0.46194414226116304,0.9343383869580132,0.27343151540045896,0.49495416678580917,0.8611147949302683,0.3971071079075208,0.4606468013877006,0.8838206257543815,0.13629249338044322,0.4619494347802376,0.8940504797341061,0.7047560432993668
11,0.4597389971357736,0.9040850332222005,0.24181129724858855,0.46102486112525204,1.0820156186622674,0.4442800245712663,0.45423449512598113,0.9035454163531399,0.18872939455739998,0.460051398674712,0.9060669289787159,0.16807825627538792
12,0.4627673061561437,0.9376694030191158,0.22848600796180765,0.4754623797748787,0.9714168793410819,0.6006172453778272,0.462499648495589,0.9052687909449463,0.35338991135853176,0.4548444347496948,0.904104778076783,0.1768963474871167
13,0.47337532651918884,0.8826697363729977,0.3906589670908908,0.7992781424761268,17.217305804761295,0.2736804164832003,0.462761507095335,0.951662728130116,0.16866149715092024,0.4628498925104567,0.9030477143630569,0.25855185439181555
14,0.4589503239000204,0.90539350488557,0.17475081826583536,0.4940244570298979,27.794607082764475,0.304772993767318,0.4586527777502971,0.8363577741713997,0.30791549354721526,0.46030633461594855,0.9305996719275215,0.15451905138935673
15,0.47976304345583953,0.9043605562088396,0.24551512653063717,0.46827235709087633,10.47944309129195,0.4971946660504824,0.44140434776322995,0.8987489098537622,0.3201975237018225,0.46879656693631055,0.9230545217483836,0.3505506717699014
16,0.45295801779055467,0.9197129219472063,0.5118305301047436,0.45526207871724483,0.8855910063530316,0.6884332037317694,0.4546977072090248,0.8990429248901387,0.21552025077450554,0.44303444541001913,0.8751748051335846,0.6230670429196693
17,0.4703423985760199,0.905658844513722,0.5307613786113496,0.4676561377318963,0.9145601342588547,0.6921889434136667,0.6400136462281876,0.8793212223051049,0.15162982017864565,0.485258001408616,0.8442096482941875,0.3765778857221499
18,0.4643954878543565,0.8396345731180619,0.17330186354879598,0.49717548198051,0.9096250677973988,0.35791049444572093,0.4715610790780914,0.8851867379628848,0.13219867489462242,0.4746291279350794,0.922766423382482,0.20386464132260476
19,0.455944624978257,0.8747822584410545,0.32347019718349135,0.5227577788282879,0.9481709598312621,0.6316155865658026,0.471699025793332,0.9216564267335807,0.2770208377294092,0.45119069243454785,0.9087181845173091,0.4072603995737132
20,0.5504088475664752,0.8904540000878381,0.3735735790333017,0.4779897588776462,1.0198376075347289,0.8169132840245501,0.48723247733099295,0.9001124682076782,0.17452061986057446,0.4722502444572411,0.8928896738737566,0.18952246787463986
21,0.4835717151448245,0.8643895466347917,0.21580176529501505,0.5617961934464475,0.9567248852718291,0.3526103315814236,0.48714443399508633,0.8769815101993501,0.4591196060951694,0.47287392134505546,0.9020746479135072,0.6593678410054992
22,0.4636337470948553,0.8897668769024237,0.471156692800461,0.49514631861806013,1.0888281385875775,0.5448750527484172,0.46898403280013073,0.8473810485820928,0.9421255162745055,0.46856920191796864,0.8741172868202037,0.2787180890763038
23,0.4646020962789453,0.8880685952944314,0.224801763470181,0.48732234833800575,1.1163255585779355,0.7036818257167367,0.46486159506868324,0.9044478526215433,0.2756435976993639,0.4471682096111025,0.8866123547048963,0.26512033931371826
24,0.461044420750367,0.9190960257495989,0.3946527921353401,0.4889024749683525,0.9637831450430281,0.5413776981476397,0.44182724668227535,0.878255669795473,0.2966583764859271,0.4627108645995239,0.9218834618333281,0.4445679144143533
25,0.4636783590300365,0.9039558206618444,0.269109365935768,0.510331626190717,1.5920472903332332,0.7547241703049584,0.46536320453444036,0.8505587179422114,0.49972706757239455,0.45946191656670987,0.859609529141269,0.2344134562244064
26,0.467119435596701,0.8860856067119285,0.22165125528914673,0.46369896642287706,0.8609836255020543,0.4679246779515816,0.46883432495301464,0.8536717803337506,0.21756954538989653,0.4731610128762932,0.9240236405752147,0.28991377128743573
27,0.4628474378188496,0.9375590190684098,0.15596620915721937,0.5110286930927536,3.9052920351760365,0.9808150271234332,0.48464749511401845,0.8971256512634506,0.19391703768584528,0.4645097860763894,0.8359982081509963,0.5858527318034777
