,heart,chest,blood
0,0.8343438953101071,0.7990697248490528,0.3417344006744853
1,0.8550702652830159,1.0155645705771734,1.0051767074828706
2,0.8104038344752444,0.9939587434072604,0.7206006854298869
3,0.8740129797087078,0.9529522622589812,0.6651644186231624
4,0.8717202979207352,1.0170831479760982,0.9404835656513728
5,0.8718667022959156,0.9300321247861518,0.7579072956849352
6,0.7994815748337056,1.067358803184751,0.9878903624239292
7,0.8403985900346497,0.8649213629668185,0.75921375305555
8,0.8432429630260972,1.0463761521487032,0.9808219172607276
9,0.7836653327351955,1.022712654165534,0.9743173714925886
10,0.82102226552313,1.0181024688621565,0.9055438183501581
11,0.813903825357712,1.0867862622274855,1.0473256392547055
12,0.826063835732529,1.031888183083407,0.9744117893897429
13,0.8126658042227439,1.0170884361717696,0.9129079327378021
14,0.8021128715787127,1.0197816698571747,0.8554537941672107
15,0.8178025572660528,0.9434896832822655,0.8524348105555535
16,0.8457874317179936,1.0537812599335175,0.8923125742788447
17,0.8125528545556909,1.0372687770411206,0.7105419554282486
18,0.9049983160080505,0.8070053433004022,0.530232519878555
19,0.8348624089854785,1.045035421373956,1.0286955111120177
20,0.7941217328546201,0.9990272378802854,0.6058434590724378
21,0.890166886459169,0.9194319803495158,0.7516797782509127
22,0.8782950526203801,1.0026548164991393,0.856768759327202
23,0.8058082278336584,1.022388932450794,0.8822056299839406
24,0.8176729181191186,1.0509341885052275,0.9655529095559408
25,0.8692964390946971,0.974073364829032,0.8433342814798241
26,0.8397707171294572,1.010274200896903,1.0226038009382628
27,0.8254600213730642,0.9692559836066559,0.5318258361499633
28,0.8744461322554522,0.9941609608788855,0.9343382612075505
29,0.8330835927660707,0.8055281611418416,0.7762793500303653
30,0.8386632832465524,0.8659605995353185,0.6269749682359929
31,0.8819095598023752,0.7943427535257963,0.46886057941710835
32,0.8413763693898981,1.049554773771291,0.9387083932451908
33,0.8463136605201469,1.0059602019692062,0.8415853405330235
34,0.7985506755318033,1.0705348758943867,1.052657120650711
35,0.8578281650453181,0.9114064745513707,0.6936010308371814
36,0.7937900166255589,1.0464525522509547,1.027623864877935
37,0.8205341757190553,1.0069005414800167,0.9870977169217774
38,0.851399911432419,1.045151170406223,1.0597952843361516
39,0.8187408753875065,1.0414748534936735,1.0738260275315399
40,0.8679403334478587,1.0523398035597984,0.9445449594097489
41,0.8834357348126406,0.9295554620599751,0.798096942390434
42,0.7914264653374634,1.0452774316486242,0.8411898229533605
43,0.9043890919696259,0.8446732594702244,0.5149313658263841
44,0.8447844366050868,1.081348213550128,1.0312213866024456
45,0.8547227394195638,1.0757568868500247,1.0120315328105318
46,0.8483870522812217,1.0345377799383584,1.0703012453066045
47,0.8179859348576743,1.046099806074569,0.9856754310780752
48,0.7597039934273673,0.8231764109656694,0.5120013417140251
49,0.7998681466307923,1.0799757038024245,1.012674844147976
