,Unnamed: 0,heart,chest,blood
0,0,0.5233272746110756,1.0,0.1140211152193165
1,1,0.5253837509811234,0.9811347425523,0.1239092190028011
2,1,0.476858361704216,0.9701481814031552,0.1185940184209959
3,1,0.4442084902789783,0.8889447912491155,0.1159273769666653
4,1,0.4943408882051558,0.991577651552948,0.1122722897018649
5,1,0.4661298920440166,0.9813764453559266,0.117686366663996
6,1,0.4848377760258909,0.966005132899488,0.1149077925008336
7,1,0.4758138880125599,0.9875411669829548,0.1177961560762636
8,1,0.4912201792989969,1.0,0.1123272823836909
9,1,0.5056854805380963,0.9193818091706404,0.1182725520390909
10,1,0.4728899501218279,0.9381539288288538,0.1127732589863833
11,1,0.4850776940769588,0.995867574594724,0.1140209164370989
12,1,0.4600535817594319,0.9342507393463956,0.1124241289906185
13,1,0.4681877194982394,0.9970595758532036,0.1183984750059568
14,1,0.4642020570198887,1.0,0.1106964753373105
15,1,0.4699084742731042,0.9442047759501038,0.1125473890298537
16,1,0.4751585410784896,1.0,0.121493576613711
17,1,0.4383456083040875,0.935060472970578,0.1054866293458348
18,1,0.4595974252380731,0.8628423239486132,0.1132549168105073
19,1,0.4700884595193095,0.9620907711072724,0.1199372679903369
20,1,0.4676596672688271,0.9504726585294424,0.1212124800105224
21,1,0.5135056439604582,0.949881949663736,0.1194773125431892
22,1,0.4728401758696014,0.911096379216367,0.1197492879002863
23,1,0.4593530622951807,0.9317236407067802,0.1083204930831265
24,1,0.4420194015634984,0.9991492344403224,0.1057602562623124
25,1,0.4532578594755436,0.9631466869305332,0.1169751704918943
26,1,0.4621525297173007,0.9792856171394144,0.1143845938657614
27,1,0.4829513128071206,0.9555607594122664,0.1128711152641532
28,1,0.5169884978360104,1.0,0.1145581947100026
29,1,0.5413395901861511,0.9778659813741024,0.1150581517312627
30,1,0.506780899424266,0.8961466563233392,0.1148864052409593
31,1,0.4494079893870911,0.87557275960413,0.1102439682590175
32,1,0.4894177839713273,0.8932409306260903,0.1113635924980736
33,1,0.4758140219162197,0.9523988079450192,0.1173053397201736
34,1,0.4545457053185593,0.9693181655643268,0.1061201918866551
35,1,0.4713767225674855,0.8738559140127218,0.1103707751250806
36,1,0.4977769197272845,0.9321724393297148,0.1126931370041837
37,1,0.487625023653763,0.9983014230533288,0.1177314179883408
38,1,0.4951279275113513,0.9779116969239856,0.114603892548442
39,1,0.4732448636829888,0.9280860634169364,0.1081252695541986
40,1,0.4740018448058778,0.961565293558846,0.1148339679995456
41,1,0.4705216957678912,0.9322047196214804,0.1171155715784432
42,1,0.484722762644946,1.0,0.1106049001613019
43,1,0.4582102064902932,0.8921177023768252,0.1136156403344956
44,1,0.4930121867507249,0.9671564434532292,0.116059314683858
45,1,0.4638526383140148,0.9506189384216676,0.1098141880749126
46,1,0.4572336892770634,0.9563447527055776,0.1171918167674762
47,1,0.5314519148127511,0.9978916131913262,0.1227329859099628
48,1,0.4922140642720145,0.9441058625244584,0.1222601881832468
49,1,0.4938852825938157,1.0,0.1201403968893611
