bucket,delayline,maglattice,mixed
0.1343732182549043,0.1549095651001793,0.5060551389448121,0.1450188116548627
0.1343732123095563,0.1549095650995857,0.5060551389672383,0.1450188118414744
0.1343732116363408,0.1549095651020317,0.5060551389768797,0.1450188117087023
0.1343732133277958,0.1549095651011973,0.5060551389277037,0.145018811561456
0.134373212941958,0.1549095651011494,0.5060551390299783,0.1450188120490048
0.1343732052930851,0.1549095651013402,0.5060551389526656,0.1450188116763943
0.1343732030152363,0.1549095650992974,0.5060551389327527,0.1450188118005228
0.1343732032277534,0.1549095651023076,0.5060551389673943,0.1450188118014052
0.1343732152214527,0.1549095650997715,0.506055138933553,0.1450188117003224
0.1343731798364119,0.154909565100446,0.5060551389352563,0.1450188114952848
0.1343732058266506,0.1549095651023757,0.5060551389495652,0.145018813529163
0.1343732020276617,0.1549095651020456,0.5060551393024958,0.145018813350846
0.1343732151314726,0.1549095651013967,0.5060551389400774,0.145018813663563
0.1343732027492364,0.1549095651019321,0.5060551389312806,0.1450188114072859
0.1343732064920038,0.1549095651022803,0.5060551389340252,0.1450188127665007
0.1343732161698682,0.1549095651008837,0.5060551389274098,0.1450188114054436
0.1343732117630095,0.1549095651009209,0.5060551389347729,0.1450188119786695
0.1343732149795733,0.1549095651010539,0.5060551389917792,0.1450188115094831
0.1343731980641663,0.1549095651025042,0.5060551389478417,0.1450188116652543
0.134373212801403,0.1549095650998226,0.506055138927953,0.1450188117757154
0.1343732073791428,0.1549095651050022,0.5060551389642463,0.1450188121797339
0.1343732171815493,0.1549095650999166,0.5060551389716595,0.1450188118482451
0.1343732121585485,0.1549095651018571,0.5060551389466553,0.1450188140046437
0.1343731906815138,0.1549095651015275,0.5060551389373031,0.1450188116926268
0.1343731944608037,0.1549095650998084,0.5060551389137461,0.1450188116059101
0.1343732006435833,0.1549095651032077,0.5060551389543376,0.1450188115467733
0.1343732137969364,0.1549095651009134,0.506055138929329,0.1450188116261538
0.1343732124871286,0.1549095651020131,0.5060551389362927,0.1450188120045956
0.1343732145053824,0.1549095651025791,0.5060551389337575,0.1450188114510798
0.1343732160998229,0.1549095651044836,0.5060551389943099,0.1450188127682553
0.1343732092942905,0.1549095650993649,0.5060551389244119,0.1450188115028205
0.1343732032863126,0.1549095651009344,0.5060551389797053,0.1450188119897933
0.1343732133627487,0.1549095651026158,0.5060551389526117,0.1450188117017108
0.1343732148933595,0.1549095651016042,0.506055138944099,0.1450188123687035
0.1343732139965296,0.1549095650990004,0.5060551389254423,0.1450188154278887
0.1343732004586551,0.1549095651032472,0.5060551389558376,0.1450188119949672
0.1343732149998107,0.1549095651019402,0.5060551389758188,0.145018811804249
0.1343732150952211,0.1549095651042456,0.506055138934727,0.1450188114340739
0.1343732138538218,0.1549095650991135,0.5060551389238706,0.1450188121472576
0.1343732096589575,0.1549095651008918,0.5060551389594535,0.1450188117106626
0.1343731931815998,0.1549095650996798,0.5060551389668856,0.1450188118219354
0.1343732173613881,0.1549095651009604,0.5060551389524179,0.1450188116566999
0.1343732161901863,0.1549095650997633,0.5060551389215628,0.1450188115508402
0.1343732093973261,0.1549095650991089,0.5060551389671459,0.1450188117716845
0.1343732103653158,0.1549095651059026,0.506055138964115,0.1450188120454183
0.1343731830429577,0.1549095651015538,0.506055138950999,0.1450188117226015
0.1343732161164753,0.1549095650997567,0.5060551389396447,0.1450188136686856
0.1343732136073114,0.1549095651014966,0.5060551389358272,0.145018811911928
0.1343732132653975,0.1549095650988026,0.506055139020098,0.1450188117596925
0.1343732134031767,0.154909565102351,0.506055139017465,0.1450188740338013
