bheart,bchest,bblood,dheart,dchest,dblood,mlheart,mlchest,mlblood,mheart,mchest,mblood
0.6179997447224381,1.0,0.1847171818418134,0.6210059819985676,1.0,0.1873471153806934,0.8616373656388306,1.0,1.0,0.6179938195563645,1.0,0.1884585800810881
0.6177140121749086,1.0,0.1891466934521068,0.6210059819990066,1.0,0.1873471153795569,0.8616374498561556,1.0,1.0,0.6179938158507642,1.0,0.1884585701867564
0.6188029641764119,1.0,0.1830252658562755,0.6210059819984806,1.0,0.1873471153798027,0.8616375298750972,1.0,1.0,0.6179938146541499,1.0,0.1884585692694922
0.618234138570403,1.0,0.1873477875471733,0.6210059819994188,1.0,0.1873471153804064,0.8616377038246057,1.0,1.0,0.6179938244217141,1.0,0.1884585972589771
0.6182032843490153,1.0,0.1836410747929739,0.6210059819992757,1.0,0.1873471153784233,0.8616376588699908,1.0,1.0,0.6179938196555642,1.0,0.188458577101323
0.6180702672113417,1.0,0.1845142585110451,0.6210059819990963,1.0,0.1873471153780549,0.8616376149758092,1.0,1.0,0.6179938180354592,1.0,0.1884585724785607
0.6182332979145129,1.0,0.182527772236237,0.6210059819995769,1.0,0.1873471153795239,0.8616376818446438,1.0,1.0,0.6179938147555234,1.0,0.1884585681795562
0.6175099811307808,1.0,0.1830362417569767,0.6210059819987738,1.0,0.1873471153825814,0.8616375538850327,1.0,1.0,0.6179938159880852,1.0,0.1884585692550354
0.6215575006882245,1.0,0.1815980707066552,0.6210059819996423,1.0,0.1873471153779891,0.8616373897556863,1.0,1.0,0.6179938164781291,1.0,0.1884585709290259
0.6178072533383819,1.0,0.1828534699371058,0.6210059819991189,1.0,0.1873471153774073,0.861637531816314,1.0,1.0,0.6179938114875153,1.0,0.1884585510956914
0.617951497246374,1.0,0.1827160406141917,0.6210059819994594,1.0,0.1873471153784434,0.8616376430404554,1.0,1.0,0.6179938191657032,1.0,0.188458579845699
0.6190971022834497,1.0,0.1808971197575392,0.6210059819988925,1.0,0.1873471153790946,0.861637369724672,1.0,1.0,0.6179938161651525,1.0,0.1884585739968897
0.6172933231983225,1.0,0.1832008525889597,0.6210059819990804,1.0,0.1873471153803694,0.8616376438307015,1.0,1.0,0.6179938219645037,1.0,0.1884586061370031
0.6173727115616348,1.0,0.1863521897734218,0.6210059819995174,1.0,0.1873471153790871,0.8616377018616287,1.0,1.0,0.6179938223806439,1.0,0.1884585898644515
0.6186463410327594,1.0,0.1867687689735757,0.621005981999529,1.0,0.1873471153801082,0.8616374766994194,1.0,1.0,0.6179938157772225,1.0,0.1884585714908994
0.6172834935125491,1.0,0.1841834323760161,0.6210059819990087,1.0,0.1873471153804957,0.861637432718775,1.0,1.0,0.6179938286768548,1.0,0.1884585831247501
0.6184461004001172,1.0,0.1868320998614103,0.6210059819991649,1.0,0.1873471153803493,0.8616374860669588,1.0,1.0,0.6179938153887596,1.0,0.1884585691830192
0.6180975828703921,1.0,0.1865463733587676,0.6210059819996984,1.0,0.1873471153778015,0.8616376462739191,1.0,1.0,0.6179938152289507,1.0,0.1884585695242291
0.6183420112019805,1.0,0.1863190765712705,0.6210059819986163,1.0,0.1873471153804246,0.8616376152581443,1.0,1.0,0.6179938208067589,1.0,0.1884585852595783
0.618828056826576,1.0,0.1849944623951866,0.6210059819992658,1.0,0.1873471153784238,0.8616376120972444,1.0,1.0,0.6179938156972064,1.0,0.1884585711673895
0.6187467232396744,1.0,0.1858780998185539,0.6210059819987127,1.0,0.1873471153787645,0.8616375506611016,1.0,1.0,0.6179938366078189,1.0,0.1884586209848316
0.6183231215632023,1.0,0.1876619641017594,0.6210059819991356,1.0,0.1873471153790163,0.8616375574616784,1.0,1.0,0.6179938285133083,1.0,0.1884585981986007
0.6181316643968447,1.0,0.1844257995977396,0.6210059819993563,1.0,0.1873471153782867,0.8616376752287102,1.0,1.0,0.6179938192524517,1.0,0.1884585784101483
0.6175459033594465,1.0,0.1835307438326673,0.6210059819991894,1.0,0.187347115379622,0.8616377041101451,1.0,1.0,0.6179938172932767,1.0,0.1884585745035587
0.6178161355157564,1.0,0.1834801255705801,0.6210059819990478,1.0,0.1873471153783133,0.8616376502259471,1.0,1.0,0.6179939102724494,1.0,0.1884587682127965
0.6180906628239973,1.0,0.1838788294193694,0.6210059819991878,1.0,0.1873471153771791,0.8616376755206234,1.0,1.0,0.6179938191393674,1.0,0.1884585817125673
