,Unnamed: 0,bheart,bchest,bblood,dheart,dchest,dblood,mlheart,mlchest,mlblood,mheart,mchest,mblood
0,0,0.4430808817345184,0.9346151673631586,0.2485584284326892,1.0,1.0,0.8336680776661287,0.4100520267883371,1.0,1.0,0.3498591938626338,0.9372165966196496,0.1246127728375081
1,1,0.4079353947920997,0.888515716362211,0.2172933975940871,1.0,1.0,1.0,0.3694656757097553,0.906981593636549,0.1516027319292658,0.3540512970998969,0.8753307736263876,0.1251657361414622
2,1,0.4312984624421097,0.9334948583182516,0.224851465562497,0.9073585639705734,1.0,0.1321375649195454,0.3597511875642838,0.9012366067527616,0.1364666103932137,0.3600331375908167,0.8847927044468101,0.1192238053117578
3,1,0.4663829901350971,0.9349056928925684,0.2737260412774735,1.0,1.0,0.2209292087029317,0.3693991669130641,0.9878768875944232,0.1378094833318871,0.3591405741576366,0.9252966579145516,0.1319349182346172
4,1,0.4868213389996513,0.938509889088643,0.2801570161735963,1.0,1.0,1.0,0.3730205990675523,0.8789611831944598,0.1314964757325163,0.3576109909848307,0.9184025841820028,0.126803387152876
5,1,0.4480596437674896,0.9537222983223536,0.2780490162947059,0.8462774116257366,1.0,0.1976397990568685,0.3652422874311966,0.8920657678614355,0.1508990882491637,0.3486661442398245,0.9031923470880578,0.1204902025327347
6,1,0.4482657648166241,0.962263963460536,0.2737179496218895,0.4411959775437631,0.9572140161574744,0.1515347436614022,1.0,1.0,0.917632701861752,0.3629713309640786,0.9231780076209998,0.1261110834056779
7,1,0.5560707876146763,0.9747335789290132,0.3395763846980796,0.3799358660155663,0.9876280289351508,0.137780408840271,0.3869970402905727,0.982344016315694,0.1625828926996861,0.3628330472608201,0.9295862932937776,0.123786603081577
8,1,0.4491509910871967,0.9386863267750128,0.2933113324482289,0.3878173524799345,0.955260465709768,0.1284797411250802,0.5540479675335739,0.9545195142076156,0.2883576555569009,0.3493348903962669,0.9234165809633452,0.1330410269549179
9,1,0.5334545941036358,0.969724665521126,0.3388629071263467,0.406791269665937,1.0,0.1635246493251756,0.3822747269214777,0.9520773474750808,0.1640381672824859,0.3596600014244456,0.8671476662880301,0.1302935684692172
10,1,0.4925122449669135,0.954850319475433,0.3731322797864024,0.3536857233694171,0.9099680309334792,0.1239770498158679,0.3990454636201692,0.9222143502010898,0.136656054477488,0.3621100443633616,0.8880327059245826,0.1304338812122555
11,1,0.4503049606838152,0.9332958901669248,0.2412828578022295,0.3909085908805377,0.933693147851545,0.122463148325224,0.4016081220000644,1.0,0.2129143547685769,0.3508305233698475,0.9542608151162494,0.128519352862696
12,1,0.5274494563643194,0.970747004143286,0.3300475377226524,1.0,1.0,0.2977805518318163,0.4053167669281173,1.0,0.1711812587138864,0.3742922147667705,0.903924310962743,0.1206690032683269
13,1,0.4961715050358665,0.954018788182458,0.316170860489924,0.4030938206202052,1.0,0.1885516416173779,0.3631953548952547,0.8889938686486902,0.1308178142386296,0.3567846266792212,0.9380646662177912,0.1248640519175106
14,1,0.4463492812786272,0.9211791024345888,0.2579168468688703,0.3669945691169596,0.9513376883953966,0.1291606267899235,0.3616921045022734,0.954726877217006,0.1286243544143744,0.3487726889178764,0.9673276491746148,0.1216594615201602
15,1,0.4285108937063112,0.923815528086591,0.2170982361084076,0.3999081599978359,1.0,0.1407316110280845,0.3782994725920402,0.9339517502105312,0.1419149126191468,0.3436792769115645,0.9081502719680092,0.1338286941566073
16,1,0.4213427005092536,0.9017522365823156,0.2200837313834864,0.4135887749585876,1.0,0.3874861199794618,0.367728502080919,0.9075262935360208,0.1332674219125559,0.3594688016153908,0.9223643489645286,0.126438443098088
17,1,0.4594146895322381,0.9712353117777632,0.2940584685760054,0.5815679583040468,1.0,0.2445860787086014,0.3683172433460201,0.8914290766707054,0.1489999471835724,0.3584866608857709,0.8911688128799957,0.1205466539084815
18,1,0.464247300452428,0.9506862059839978,0.2934117392987841,0.3746827059408421,0.945201187483144,0.1296372957626476,1.0,1.0,0.2601449183351628,0.3497520513247859,0.8771495199223186,0.1352128357952997
19,1,0.4500076771946425,0.917108936799177,0.250712869612817,0.3974160311372043,0.944832098662356,0.1435621067284384,0.4417583611980746,0.8996039552745839,0.1772627746006601,0.3495380073580932,0.9153449458366768,0.1246534630210724
20,1,0.4425846140504739,0.9192356970653944,0.2467211936266039,0.3812754774944631,0.9911709310785476,0.1369867257985778,0.41106927820712,0.95572535891098,0.1846756171202111,0.3642072461586757,0.915896479692764,0.1198756337446837
21,1,0.444869590021708,0.9324300598978108,0.2789641324455821,0.3525568452685973,0.855434691189471,0.1182510374374426,0.3716339290895072,0.9659711024377846,0.1645696443631736,0.3575789242970036,0.9110977626460678,0.1247352263354301
22,1,0.4738753407140021,0.962764544226923,0.3594080046570056,1.0,1.0,1.0,0.3869473909621601,0.8960524922534776,0.1632809553780514,0.3762205158994005,0.922027772319036,0.1272694938935131
23,1,0.4956912437414582,0.9316411499003204,0.3072364434479713,0.3996685942728164,1.0,0.1387867673712773,0.3767317604155979,0.8784634769015899,0.1519458817236506,0.3488702074060935,0.9035144628801548,0.1248299531240852
24,1,0.529806331796547,0.9595065625684592,0.2974526609678392,1.0,1.0,0.6917244386088676,0.3660116883180787,0.9278832850359008,0.1382186540564058,0.371721694201917,0.9385223849464044,0.1245521230951265
25,1,0.52693972656783,0.9588995342779126,0.2960117382967613,1.0,1.0,1.0,0.375662280821371,0.935606447753528,0.1402579538798382,0.35685773567116,0.8960540109315794,0.1234196870452253
26,1,0.5027466496833563,0.9465756589900052,0.324776559474834,1.0,1.0,1.0,0.3483811409129912,0.9541546077766392,0.1426595117954675,0.3532125946307337,0.9295248539103088,0.122800603641533
27,1,0.4029902871285992,0.9043649901818543,0.2107506329347102,0.4926079179814996,1.0,0.1450684142112396,0.3616614481869334,0.891506529421234,0.1334624070767631,0.3709798817789634,0.9696095605996542,0.1318254869613751
28,1,0.4482617032255138,0.9090464148626044,0.2485288434129377,0.3720766337553366,0.968933393438048,0.1477541390190938,0.3521507312888395,0.8288638238987074,0.1313342853175008,0.3532614813167849,0.8910471547830044,0.1344245825614587
29,1,0.476502771866941,0.9485940265358528,0.2960374465685361,0.4090523869553694,0.8919773854295665,0.1315404055944025,0.3542367692471505,0.908187394067369,0.1297673364892827,0.3474701252052314,0.8911772157096983,0.1251340141216302
30,1,0.4512944154854437,0.9259980664445312,0.2394996052865294,1.0,1.0,0.3716117520060019,0.3889233179071444,0.920893642948951,0.1279265191618256,0.3558176053905181,0.95805159971354,0.1238125198733066
31,1,0.4945450863897054,0.9661217696814286,0.3279054449815283,0.4173425140561969,1.0,0.2113005462243667,0.3784828293047521,0.9298104188741008,0.1633802998155462,0.3562093905847288,0.8933829791538815,0.1235332458219453
32,1,0.471650487049684,0.9586404140467352,0.3058411841621755,1.0,1.0,0.5107748053448009,0.3703922758422741,1.0,0.1431992498121839,1.0,1.0,0.1319750736460542
33,1,0.4163258917829425,0.9100113143753694,0.2225158344276595,0.7619791619649026,1.0,0.1910083642565542,0.3670270245470959,0.9116105742400672,0.1356333962555154,0.3618695030424549,0.9316963955068022,0.1306163976131456
34,1,0.4350218159993302,0.9353114162924792,0.2517330224794761,0.3771388400492843,1.0,0.1757641201137863,0.3584139876236653,0.894366393080071,0.1366389427759212,0.353208360181661,0.9803384449976936,0.1357444732401594
35,1,0.5326585518377751,0.935730115468286,0.3714568330834916,0.365740055514334,0.9924726405660044,0.1207462553912648,0.4601296964727068,0.9226493134253032,0.2245346238038477,0.3569229368992576,0.9138286724995496,0.1240725427583765
36,1,0.4117258633416178,0.9070471121379512,0.2097121566436245,0.7268159195348335,1.0,1.0,0.3598458808248952,0.9093507116551064,0.122539381228228,0.3670513711540996,0.8824261146882276,0.1189224915625497
37,1,0.4950391044764552,0.96121026592913,0.315820036449411,0.37330225891945,1.0,0.1574796273996183,0.4042249969229184,0.962044901977062,0.1360663081584092,0.3635612159305479,0.8848852248080797,0.1332328306365468
38,1,0.5601813770126106,0.9732034239663784,0.3347071618042297,0.3713211233874899,0.8895287329849672,0.1221535343201934,0.3540433486613592,1.0,0.2675820723612497,0.356003156897287,0.8929799857186997,0.1195688290631923
39,1,0.5301874701519246,0.953361809477116,0.3192003686544594,0.4044866336444808,1.0,0.7483473131358089,0.3551565128934957,0.8831852197678421,0.129945504906132,0.3440357971753844,0.9152843529728174,0.133208688034657
40,1,0.4900912365780629,0.967595484610484,0.2983117410934223,0.383634770492862,0.9488490056215292,0.1436218757173117,0.3574383051556598,0.9120453790324552,0.132187721869937,0.3519060322605896,0.8702056155721363,0.1338331264151217
41,1,0.4485689930435931,0.9386587159056988,0.2885570499464203,0.394261097177181,0.991255062919115,0.1457041667753041,0.9915923617209722,1.0,0.3427217213132701,0.5429498018969497,1.0,0.221643089606078
42,1,0.4133458523012842,0.908225075735229,0.2342942378050413,0.5098855008143091,1.0,0.2973968428976318,0.358526929702792,0.8834927501350672,0.1339925343882618,0.3610438081688493,1.0,0.1207647615725363
43,1,0.427353455131813,0.9239904893708952,0.2572171592697134,1.0,1.0,1.0,0.5278032784392379,1.0,0.2141271069474203,0.3608763284075055,0.8944541792682983,0.1217560666924998
44,1,0.5300908315251763,0.9715050802047956,0.3318259611309858,0.4152499919419281,1.0,0.1855347843314976,0.3550062369414795,0.8915393763311007,0.133306905665479,0.352180225492805,0.9296086741801398,0.1265572881328047
45,1,0.4445594603016536,0.90668925668011,0.2362385599998597,0.3996528573516935,0.9807476170470796,0.1411558674406117,0.3843100226486836,0.8981666376730719,0.1531722597476325,0.3443207114415869,0.9400656936345724,0.1213441774272298
46,1,0.5713788468967748,0.9969022049659404,0.369610499449592,0.3702787868465477,0.9713025242919284,0.13329435419839,0.3948697632206285,1.0,0.2072949771068829,0.3587338980751925,1.0,0.1588398117844292
47,1,0.4841682726718417,0.955073703416648,0.2739592328298887,0.3867546239462199,0.978745649006875,0.1355509965554628,0.3730377651718545,0.8389197517120117,0.1417774063828618,0.3605520734870608,0.8366391264632931,0.121309949187121
48,1,0.5539057284947674,0.9655693484528852,0.306735845439669,1.0,1.0,1.0,0.3589325099009774,0.918763838593436,0.1475100888876995,0.3624541188619101,0.9124830586592516,0.1292329340923587
49,1,0.4475648642189746,0.9077689090658316,0.2317147504840636,1.0,1.0,0.498930218672976,0.3720786834777382,0.9012179160004836,0.1242749225790552,0.3615084030975772,0.9634651612624971,0.1291139947164498
50,1,0.4278326068165325,0.922373138025601,0.2315392271263062,1.0,1.0,1.0,0.3573646659895477,0.9134367871444876,0.140786925456076,0.3568135513185057,0.9069134428904124,0.1222013107349099
51,1,0.4909864801135284,0.9530532384675048,0.3114472636619281,1.0,1.0,1.0,0.3559559781609241,0.8773135630243026,0.1407856379895198,0.3469538421551043,0.8984030222852105,0.1269393034539062
52,1,0.4635372636295312,0.9109086401148452,0.2648103305663476,0.4660448449205952,1.0,0.4625883719068256,0.3606583686992662,0.8982679739173266,0.1388430740645758,0.3510384569356083,0.9000813739855306,0.1227042149829051
53,1,0.4583616442343624,0.9132979203014808,0.2460840676756376,1.0,1.0,1.0,0.3705114709754153,0.8363690450032368,0.1522050802968561,0.372620520999943,0.9175020034826212,0.1220488409664067
54,1,0.4929267103889843,0.9409085819608366,0.3176687030535547,1.0,1.0,1.0,0.3856353192955394,0.9624873155041448,0.1484355753104256,0.3551106360119519,0.9664056682231448,0.126411201331183
55,1,0.500088063361246,0.9297290620959174,0.2550351144345161,1.0,1.0,1.0,0.4059698448329658,0.9627640818681846,0.1768620966407236,0.3472539826676363,0.8729488701109434,0.1248363513029327
