,Unnamed: 0,rlb,lrb,brl,blr,rbl,lbr
0,0,0.0687090773015793,0.3583880443138025,0.70760562169548,0.6408135313472978,0.133462300364829,0.4913945160259433
1,1,0.053581637775574,0.4124160214261259,0.4841969935946582,0.3962084704411238,0.1035553471931132,0.6123605351560418
2,1,0.1084354220709823,0.4415778295042046,0.6326736668854541,0.5195226245865872,0.1397608261950655,0.4660073072769236
3,1,0.071575341127151,0.4633730445897964,0.651903398795068,0.6674066074946725,0.0932581988096105,0.4925706134821349
4,1,0.0760296519760315,0.494039596957734,0.6201298901742122,0.5937501654734298,0.0974360435167489,0.4958533099570615
5,1,0.0782877478923012,0.5098107574474356,0.6968403487610421,0.6585677361459824,0.0875736472755483,0.6599537351486696
6,1,0.0618099988221132,0.5569248342009576,0.6254578748948878,0.7429273583466338,0.0590487365547368,0.4968778511313443
7,1,0.0802590171183185,0.4897221240405737,0.7638541900672898,0.6626475867030609,0.1587212334023748,0.4628582522987293
8,1,0.0627450967458949,0.4792350378425053,0.7775552036005378,0.5532902233587446,0.08834365374696,0.52901680174072
9,1,0.0701461780131929,0.4869005588144628,0.6476707983075892,0.648697434280346,0.1638950613589222,0.4774397080763625
10,1,0.0563207609029226,0.3850001842678803,0.5305491299304524,0.6259360730174318,0.1863931171516164,0.4719722652698324
11,1,0.0405468267533851,0.4198217841391422,0.709563305944504,0.7399613116458588,0.0546032053842405,0.4528032252993859
12,1,0.0696174177021494,0.3894639518109724,0.6417039822605041,0.6658993889195024,0.0987628460313624,0.4999336210322669
13,1,0.0510157496099923,0.4239527664722815,0.669379384553526,0.6723170479827869,0.0640218200016031,0.5055274109752674
14,1,0.0437797989616426,0.4907199826069607,0.6708814692020113,0.6440098816467007,0.0365018425599802,0.7002769783830591
15,1,0.0743034401035338,0.4776411730656029,0.6563802227006728,0.6802005171534026,0.0905888445471952,0.4698884072557016
16,1,0.0578261865766469,0.4936721378364456,0.584840368801701,0.5644804581675749,0.1013838601481021,0.4768684515122112
17,1,0.0625377080427279,0.4584449768030087,0.6205679094654276,0.5479919683627654,0.1402021796756854,0.4477250543757953
18,1,0.0779201849065107,0.4651263770200592,0.7104947677765812,0.6354486500723572,0.1540981374075447,0.493009162574799
19,1,0.0843845578569336,0.4477662752332914,0.5434177707442586,0.4904102046852646,0.1130216015100215,0.5087109757141672
20,1,0.067419373492081,0.4244635327855198,0.5846315414612522,0.6412558485255747,0.174264705025181,0.4787097417598852
21,1,0.073836146218409,0.6432462217586876,0.4453893970124518,0.5620974681546423,0.1745858056546115,0.4324342036047795
22,1,0.0695165372941159,0.6103929388611955,0.6238217288082124,0.7209740491227964,0.1598052912974017,1.0
23,1,0.0811396495221618,0.4049469909506219,0.6991041752024031,0.5808738414417289,0.2306081790350141,0.4454961493986964
24,1,0.0496270511161804,0.4723592975437845,0.6430229965219825,0.6109396683764843,0.1427948921792123,0.5421317229922916
25,1,0.0543989284237235,0.4377985601363483,0.6703637919107639,0.6703538880458982,0.051299519740042,0.8551715047605232
