,Unnamed: 0,rlb,lrb,brl,blr,rbl,lbr
26,1,0.0798298187130996,0.5167581380606339,0.7229042776988678,0.6550973658844369,0.0831893970518019,0.5020334394430221
27,1,0.0733631190303032,0.448879948615443,0.5591656938936191,0.5823105199440942,0.1351821019270005,0.4775125320475992
28,1,0.053548389587275,0.4720104348824445,0.4261399009353843,0.505151762557877,0.1308390905241208,0.4951414241483322
29,1,0.0852266845245059,0.6437168218235649,0.5852114936722498,0.6105438134867505,0.1271691962189108,0.794113435460103
30,1,0.0626136161757303,0.525267709536142,0.5126594726172864,0.5068504125093787,0.1184088536453267,0.501549656038043
31,1,0.0667983147695979,0.4600126619232841,0.6607309929223636,0.5798986571761278,0.2247189020183284,0.4786567834533639
32,1,0.0432278268667438,0.427409524614919,0.4887368649036518,0.5869814930726366,0.0627224311165335,0.4642759285333995
33,1,0.0529157882155743,0.5325966500418754,0.6034474107683254,0.5268899035373381,0.1040129579066662,0.4593123785974984
34,1,0.0727044686393679,0.4599246521353983,0.6156765682906546,0.630235100994446,0.1738834924136692,0.4508653937023112
35,1,0.0668954235878801,0.4451850876664248,0.6637408207713313,0.6974193522203347,0.069214229875989,0.4981802950808054
36,1,0.0829472418119628,0.4308069433529839,0.6124756801552418,0.5845753923604735,0.0740050779506544,0.5350419789832374
37,1,0.0807747864318089,0.4896421477474088,0.7249520595415707,0.6838560036294243,0.1897716258823848,0.5454998817304171
38,1,0.0857892449301464,0.5041919557758677,0.7312292846548405,0.6738993387480743,0.1037225534112304,0.497694469931677
39,1,0.0374359762845176,0.4604002026022198,0.6917917180825629,0.5851296711390166,0.1245604333218426,0.4991587011421122
40,1,0.0345484497910353,0.5154576226437014,0.6245241313120226,0.6553837963926529,0.1170211396837081,0.4538333224441634
41,1,0.0210896267648068,0.4657786030678794,0.6666810761549592,0.6411301786486453,0.0531898441210455,0.5034401430291657
42,1,0.0649363575776769,0.4429538979559651,0.6370666037267336,0.7547135331571163,0.0901761969310042,0.5310361360726299
43,1,0.0848813639970236,0.5833797979626949,0.5742944515750449,0.5563908278354326,0.1147110183147173,0.3925882757815499
44,1,0.0683857973108897,0.4633096154900082,0.3982636495957032,0.5594421043221195,0.1019536611380428,0.6168169842712997
45,1,0.0811462195115678,0.4498991276668439,0.6133175284605327,0.7132138234876951,0.1276107390114474,0.5228337884980432
46,1,0.0719121810112577,0.4680908787887473,0.6509548982357855,0.6936815892153074,0.2125315730452081,0.4781975456566802
47,1,0.0674959678851333,0.4522831643931268,0.7772310473749979,0.7158636902901336,0.0476121319595732,0.5442216224503315
48,1,0.0506984992985228,0.4215774393586561,0.6240414519346906,0.6746230632755595,0.0908780232979756,0.5859638667823782
49,1,0.0307718517416479,0.3976035686996401,0.5694296241457542,0.4782409243040457,0.2370002443771925,0.5133496369300589
