,bucket,delayline
0,0.0035794989641765103,0.0011881058749530517
1,0.01678996933863176,0.0017196454141478316
2,0.010641767788361865,0.0018009758295102953
3,0.005581942830548274,0.018638000374454136
4,0.0030251866106635657,0.0024217459266956476
5,0.002462496400083452,0.0022297800385484945
6,0.003621904214663327,0.001810231245471605
7,0.006621829685240223,0.006348401602123446
8,0.023632921153145765,0.0022494338394657247
9,0.0014785626418175135,0.07250415501258742
10,0.011275161986943673,0.0012627830845394123
11,0.004911288394270412,0.001226144349055335
12,0.0015253139958984435,0.0012364663228620074
13,0.004863733730854789,0.0011858983433467843
14,0.0017013775264320958,0.0014500964571270891
15,0.0027362301181815467,0.0015050399591628103
16,0.00976412119498583,0.001657542297356644
17,0.017519343669335125,0.001402649344539177
18,0.020447553618816373,0.0011163979401927237
19,0.004500182739657474,0.001763386902334318
20,0.0015374165806620987,0.009167217298711314
21,0.012288224116836626,0.008741233129331255
22,0.026131659997122005,0.003856473019034515
23,0.01643568608216526,0.004254210544014481
24,0.0036532084684785943,0.00242164016151151
25,0.005540498059833507,0.013326847601424014
26,0.004222378113190732,0.005718649262809366
27,0.013783145526983768,0.0011887404208973974
28,0.013879983817965782,0.001741078268813746
29,0.014265470194078943,0.004224466196044316
30,0.015244344796130509,0.0016179449798213457
31,0.003915636113527392,0.0020233105416134116
32,0.009931866533387325,0.0013385633634517607
33,0.006847569702224557,0.001529128400393865
34,0.00686776960105919,0.0011318709710976408
35,0.0012347768680111989,0.0013158571594326582
36,0.0035103168327161034,0.0012999020515072357
37,0.004512604521350099,0.001235573628516864
38,0.003942850675339691,0.0019599522596775213
39,0.0028108777483044005,0.0013032994726798423
40,0.0029390998621437133,0.0026875639368340526
41,0.005822283133507763,0.0014851859832739922
42,0.0050769595721174,0.00282923591058625
43,0.0022847736184459407,0.0018552899740542288
44,0.006005484304840668,0.006272024720106777
45,0.0020525754148187584,0.007477834379730039
46,0.0026972305761913907,0.005094465676124008
47,0.002744173220870358,0.0031266979877800807
48,0.011216941791807458,0.0015846627915937683
49,0.01756523140413237,0.008138897904616804
