,bucket,delayline
0,0.00144152552249687,0.0011801642356501013
1,0.00358287687490623,0.0019565564291128047
2,0.0048814316180580105,0.0017111021099305266
3,0.0026765179628835687,0.018502699514505443
4,0.0012013157033565246,0.0032255343506965286
5,0.0011289418152867021,0.0025583294522598127
6,0.0011989737723597093,0.002601519052966672
7,0.001748192273079215,0.0045377851200841144
8,0.023141502153033042,0.0025501347008359213
9,0.0011386603668710731,0.10685251232040267
10,0.006946829218628476,0.0012333661788066009
11,0.0017053044797232695,0.001211586884261657
12,0.001135898986615715,0.0012619417920139706
13,0.004482857218887965,0.00120617952467502
14,0.0011852354881044937,0.0013265953352291856
15,0.0011224066523048948,0.0016813544394312
16,0.0025848213965247824,0.002071710154932696
17,0.010957388009689765,0.001200641502491455
18,0.008377068659591957,0.0011212674903581243
19,0.0016757529035971285,0.002075978162874922
20,0.0011210316036411822,0.004443836441260336
21,0.00814327524904232,0.01260351852468362
22,0.02494703573823934,0.003944525385880786
23,0.015372371741339578,0.007017686580191197
24,0.0012134051590821115,0.002123536164904817
25,0.0017596885343100382,0.010779741195854446
26,0.0017686857305810337,0.00581647456088162
27,0.010253369537695657,0.0018075955593568858
28,0.0035446539725942534,0.0015561026046746352
29,0.0032372667029158405,0.00819216522166242
30,0.006288033311143572,0.0021486439420958683
31,0.0014269615169299936,0.0031913053910857204
32,0.002919148805434981,0.0014988360097541885
33,0.003187370816148372,0.0014596330705769628
34,0.0018907104537875961,0.0011225762804994855
35,0.001109434787200262,0.0024634185034842038
36,0.0028111155662319228,0.0017535929537818534
37,0.0011630864354634216,0.0018694803642603087
38,0.0014839578136137726,0.0018752675042902833
39,0.0011900355052008218,0.0013118949147413032
40,0.0014904622698711089,0.00223800943974842
41,0.0013082981156864286,0.0026105629129259487
42,0.00120573151743393,0.0032633307431896574
43,0.001150296981611798,0.0016770289054802105
44,0.0025208095610874106,0.009886664989918376
45,0.0011262240954271231,0.00767051344846481
46,0.001137820620826657,0.002906935379816644
47,0.0016110159550225191,0.002916789874033726
48,0.0015827004392644105,0.0019456772721389492
49,0.00852622076859219,0.04574330542852802
