,Unnamed: 0,heart,chest,blood
0,0,0.4623758342670677,0.8053881520899803,0.7047007579173313
1,1,0.7988576432971036,1.0,1.0
2,1,0.669662392735909,0.8263865789912355,0.7225250878749269
3,1,0.6700996590294249,0.8694261843018914,0.8106663066299724
4,1,0.8056251032551424,1.0,1.0
5,1,0.5269591079967133,0.825219332012811,0.7360607715777695
6,1,0.825121989788969,1.0,1.0
7,1,0.6852387163230204,0.9020286275015856,0.9065392458498496
8,1,0.8157094811942364,1.0,1.0
9,1,0.5323580772383908,1.0,0.9825354189081112
10,1,0.5879510550891083,1.0,0.8230265402600127
11,1,0.7214006282662834,0.9014805332222382,0.8182823866633502
12,1,0.7463418074702631,1.0,1.0
13,1,0.7973148241255679,1.0,1.0
14,1,0.7657292124555899,1.0,1.0
15,1,0.8263749594527577,0.944102189904627,0.9236857868756372
16,1,0.7059861465063342,0.9914521870447806,0.995835857516416
17,1,0.6456495144727727,1.0,1.0
18,1,0.5631455160555678,0.7952868407660669,0.6910491080804154
19,1,0.79481366614101,1.0,1.0
20,1,0.6367929783239905,0.9973567016034642,1.0
21,1,0.8463469713951276,1.0,1.0
22,1,0.8171478366585947,1.0,0.8860881430367348
23,1,0.7567254460059128,1.0,1.0
24,1,0.8284687421549376,1.0,1.0
25,1,0.686070035702742,0.9976941829605346,0.8228533760945393
26,1,0.7957090788660389,0.9961073802740336,1.0
27,1,0.4493917550255552,0.8408766223625533,0.7821253801901535
28,1,0.7651724907958104,1.0,1.0
29,1,0.7674936621108596,1.0,1.0
30,1,0.7389568475929239,0.8521760465816096,0.754655120368422
31,1,0.6722272259901362,0.8311535190466823,0.8422183040902996
32,1,0.7407503141531254,1.0,0.9033200670532544
33,1,0.6839983880759083,1.0,1.0
34,1,0.7326791795810274,1.0,1.0
35,1,0.8185390842654626,0.9935356159896366,0.9914466387874928
36,1,0.7535140675424873,1.0,1.0
37,1,0.6139002029599895,1.0,1.0
38,1,0.7381950497978308,0.882002022477397,0.8179944114716003
39,1,0.7727709471137345,1.0,1.0
40,1,0.6277938126177653,1.0,1.0
41,1,0.7108399329782353,1.0,0.9885625847970108
42,1,0.8027340634685575,1.0,0.9870695843199832
43,1,0.7569489720626953,0.8422423643502576,0.7084230878896068
44,1,0.7766786766037802,1.0,1.0
45,1,0.7653303019158909,1.0,1.0
46,1,0.7636853365547218,1.0,1.0
47,1,0.8026434521371478,1.0,1.0
48,1,0.7864346700610958,1.0,1.0
49,1,0.8193111536765332,1.0,1.0
