,Unnamed: 0,heart,chest,blood
0,0,0.8343438953101071,0.7990697248490528,0.3417344006744853
1,1,0.8550702652830159,1.0,1.0
2,1,0.8104038344752444,0.9939587434072604,0.7206006854298869
3,1,0.8740129797087078,0.9529522622589812,0.6651644186231624
4,1,0.8717202979207352,1.0,0.9404835656513728
5,1,0.8718667022959156,0.9300321247861518,0.7579072956849352
6,1,0.7994815748337056,1.0,0.9878903624239292
7,1,0.8403985900346497,0.8649213629668185,0.75921375305555
8,1,0.8432429630260972,1.0,0.9808219172607276
9,1,0.7836653327351955,1.0,0.9743173714925886
10,1,0.82102226552313,1.0,0.905543818350158
11,1,0.813903825357712,1.0,1.0
12,1,0.826063835732529,1.0,0.9744117893897428
13,1,0.8126658042227439,1.0,0.912907932737802
14,1,0.8021128715787127,1.0,0.8554537941672107
15,1,0.8178025572660528,0.9434896832822656,0.8524348105555535
16,1,0.8457874317179936,1.0,0.8923125742788447
17,1,0.8125528545556909,1.0,0.7105419554282486
18,1,0.9049983160080504,0.8070053433004022,0.530232519878555
19,1,0.8348624089854785,1.0,1.0
20,1,0.7941217328546201,0.9990272378802854,0.6058434590724378
21,1,0.890166886459169,0.9194319803495158,0.7516797782509127
22,1,0.8782950526203801,1.0,0.856768759327202
23,1,0.8058082278336584,1.0,0.8822056299839406
24,1,0.8176729181191186,1.0,0.9655529095559408
25,1,0.8692964390946971,0.974073364829032,0.8433342814798241
26,1,0.8397707171294572,1.0,1.0
27,1,0.8254600213730642,0.969255983606656,0.5318258361499633
28,1,0.8744461322554522,0.9941609608788856,0.9343382612075504
29,1,0.8330835927660707,0.8055281611418416,0.7762793500303653
30,1,0.8386632832465524,0.8659605995353185,0.6269749682359929
31,1,0.8819095598023752,0.7943427535257963,0.4688605794171083
32,1,0.8413763693898981,1.0,0.9387083932451908
33,1,0.8463136605201469,1.0,0.8415853405330235
34,1,0.7985506755318033,1.0,1.0
35,1,0.8578281650453181,0.9114064745513708,0.6936010308371814
36,1,0.7937900166255589,1.0,1.0
37,1,0.8205341757190553,1.0,0.9870977169217774
38,1,0.851399911432419,1.0,1.0
39,1,0.8187408753875065,1.0,1.0
40,1,0.8679403334478587,1.0,0.9445449594097488
41,1,0.8834357348126406,0.9295554620599752,0.798096942390434
42,1,0.7914264653374634,1.0,0.8411898229533605
43,1,0.904389091969626,0.8446732594702244,0.5149313658263841
44,1,0.8447844366050868,1.0,1.0
45,1,0.8547227394195638,1.0,1.0
46,1,0.8483870522812217,1.0,1.0
47,1,0.8179859348576743,1.0,0.9856754310780752
48,1,0.7597039934273673,0.8231764109656694,0.5120013417140251
49,1,0.7998681466307923,1.0,1.0
