,heart,chest,blood,input type
0,0.3899008540358502,0.8697953410984671,0.1108077168725805,hbrlbr
1,0.5473808472216342,2.4739421431008606,0.5433280467200627,hbrrbl
2,0.38032067391609325,0.8515762382384513,0.11347927859990946,hbrlbr
3,0.4015557523968737,0.8581900246983459,0.12165721511149259,hbrrbl
4,0.3830279701389793,0.8673380179624571,0.11726990997332216,hbrrbl
5,0.4220824520175873,0.8895355373120906,0.1224818316629716,hrrbbl
6,0.4154220701722754,0.8569548101247186,0.11267836914886702,hrrbbl
7,0.41625331251284425,0.8001079046403484,0.12122727886874633,hlrrbb
8,0.40965967676372195,0.830637944679702,0.11366103194730688,hbrrbl
9,0.3890949338016821,0.8382956868270115,0.11249265457879114,hbrrbl
10,0.39813205119136574,0.8512580621300798,0.12129833856385229,hbrrbl
11,0.3879204632761204,0.858974850193262,0.12671517594593634,hlrbbr
12,0.41016017057601145,0.8729189866476539,0.12956065315385717,hlrrbb
13,0.39941151423937393,0.858621133698169,0.11088905928351378,hlrrbb
14,0.4081705573726973,0.8373728601195343,0.12122977512423574,hlrrbb
15,0.40613792593571185,0.8672473317784726,0.11843270323480823,hrrbbl
16,0.40112525082512696,0.8367730418258067,0.11418236873845913,hbrlbr
17,0.3883045354653148,0.8783287190240516,0.11688333549973036,hlrbbr
18,0.42035075498413255,0.8317905589564488,0.1213820823055923,hlrrbb
19,0.3890138419324544,0.8189242992348298,0.1107430350722844,hlrbbr
20,0.42193626911237325,0.8405801111337496,0.13728214248315734,hlrrbb
21,0.40072799964850175,0.8494990764101135,0.11787307259048932,hbrlbr
22,0.3813816095264095,0.8450012289333212,0.11923241231987296,hbrlbr
23,1.1604373076705379,4.754731612690838,0.1464929557391804,hrrbbl
24,0.3929956384236507,0.8759749810395404,0.11608220771659392,hrrbbl
25,0.40657865864068243,0.8508294280412718,0.11383277814435418,hbrlbr
26,0.4048408189967038,0.8707115026512706,0.11419782480303556,hrrbbl
27,0.4021977473946202,0.8219013577261327,0.11745802755751021,hlrrbb
28,0.39348357633005665,0.8225595326124899,0.11682232828865904,hbrrbl
29,0.3954846669385164,0.8122009696415559,0.12092702472022802,hlrbbr
30,0.3896339650435387,0.8383943894231264,0.10796658312503701,hbrlbr
31,0.40330234715433305,0.8594152124256084,0.1089156944660556,hlrrbb
32,0.43142779835101225,0.8799782273968242,0.12110127214751308,hbrrbl
33,0.3979570374155378,0.8394193538746098,0.10994924861728628,hbrlbr
34,0.38058082418365163,0.8542811126065526,0.12293115092769868,hbrrbl
35,0.4253351256516461,0.9033231896875071,0.12136713447976295,hrrbbl
36,0.37374401891193165,0.8862260014296921,0.12085028156389277,hlrbbr
37,0.4058764200764711,0.832739744500611,0.12040185381659506,hlrrbb
38,0.405050289233903,0.8443896150904129,0.11613400769242967,hlrrbb
39,0.39437845014849693,0.8219896611850888,0.11858277721559225,hbrrbl
40,0.40983883218893613,0.8419291697762993,0.11762298695263984,hrrbbl
41,0.3967611510132328,0.8874576069909426,0.1207437928641009,hlrbbr
42,0.3948971515496775,0.8749509831466383,0.11614616868767078,hbrlbr
43,0.41992217571086576,0.8629692652610558,0.11825331735196892,hrrbbl
44,0.3976323223251676,0.8473388277608237,0.11406214454473647,hlrbbr
45,0.40940869634093746,0.8573661051658206,0.11359273294450198,hrrbbl
46,0.3956800840134926,0.867801128702577,0.12040217638654435,hbrrbl
47,0.39392639693453585,0.8380227089179042,0.12336841315414976,hbrrbl
48,0.4088018406930046,0.8331006907797368,0.11868959694098888,hlrbbr
49,0.3878803680355795,0.8291713697567825,0.12819134143470653,hbrrbl
50,0.3846868498570169,0.8506938847263434,0.11311957337751412,hlrbbr
51,0.4167589477460982,0.8555441590417716,0.11905975835740387,hbrlbr
52,0.3938777883657311,0.8379653532789766,0.1160544312733683,hbrrbl
53,0.3891439939533184,0.8236477141583666,0.12237941243796177,hbrlbr
54,0.3955928880344983,0.799070631815591,0.12135448704019208,hbrrbl
55,0.41247952300728935,0.8503011316686255,0.11248557191262655,hrrbbl
56,0.39087936783470695,0.8690822038574905,0.12082142266687339,hbrlbr
57,0.4021195424706455,0.867304212674473,0.1472940558744787,hrrbbl
58,0.39726274751091384,0.8616491851809392,0.10900926336077618,hlrrbb
59,0.39166720911914704,0.8485430907314788,0.11693276777913492,hbrlbr
60,0.4205288324146036,0.8536753463072945,0.11875551084511622,hlrrbb
61,0.38259112172701426,0.8553902627806532,0.11902497576256478,hlrbbr
62,0.3820744573640841,0.8248972716589419,0.11364147051570012,hbrlbr
63,0.41212759497245616,0.8927309462439068,0.12792491658914984,hrrbbl
64,0.3840304744111198,0.834988915473642,0.12154856918586021,hlrbbr
65,0.44223451949793946,0.8656265949895902,0.11582256281800964,hrrbbl
66,0.41246965751637543,0.8486876535918695,0.1555984420978203,hlrrbb
67,0.3874793887346572,0.8437026184893963,0.1238151023453869,hbrrbl
